species,surface.area(mm2),dry.mass(mg),specific.leaf.area(mm2.mg-1)
Leptospermum coriaceum,58.969,11.865,4.9699957859
Leptospermum coriaceum,39.888,7.883,5.0600025371
Leptospermum coriaceum,27.993,5.366,5.2167349981
Leptospermum coriaceum,44.678,8.564,5.2169546941
Leptospermum coriaceum,22.68,4.21,5.3871733967
Leptospermum coriaceum,74.994,13.343,5.6204751555
Leptospermum coriaceum,52.745,9.006,5.8566511215
Leptospermum coriaceum,44.241,7.363,6.008556295
Melaleuca acuminata,10.677,1.954,5.4641760491
Melaleuca acuminata,12.218,2.224,5.493705036
Melaleuca acuminata,8.741,1.566,5.5817369093
Melaleuca acuminata,12.57,2.221,5.659612787
Melaleuca acuminata,10.404,1.818,5.7227722772
Melaleuca acuminata,9.981,1.71,5.8368421053
Melaleuca acuminata,15.05,2.518,5.9769658459
Melaleuca acuminata,12.978,2.112,6.1448863636
Melaleuca acuminata,18.27,2.93,6.2354948805
Melaleuca acuminata,10.82,1.729,6.2579525737
Melaleuca acuminata,9.787,1.506,6.4986719788
Melaleuca acuminata,16.606,2.501,6.6397441024
Melaleuca acuminata,10.705,1.545,6.928802589
Melaleuca acuminata,17.739,2.549,6.9591996862
Melaleuca acuminata,11.68,1.674,6.9772998805
Melaleuca acuminata,20.378,2.911,7.0003435246
Melaleuca acuminata,17.488,2.443,7.1584117888
Melaleuca acuminata,16.743,2.263,7.3985859479
Melaleuca acuminata,16.266,2.193,7.4172366621
Melaleuca acuminata,16.341,2.12,7.7080188679
Melaleuca acuminata,17.402,2.241,7.7652833556
Melaleuca acuminata,13.681,1.711,7.9959088252
Melaleuca acuminata,9.658,1.19,8.1159663866
Melaleuca acuminata,18.213,2.23,8.167264574
Melaleuca acuminata,16.8,1.994,8.4252758275
Melaleuca adnata,18.083,3.688,4.9031995662
Melaleuca adnata,17.166,3.492,4.9158075601
Melaleuca adnata,20.285,3.944,5.1432555781
Melaleuca adnata,16.778,3.219,5.2121776949
Melaleuca adnata,20.141,3.837,5.2491529841
Melaleuca adnata,20.113,3.818,5.2679413305
Melaleuca adnata,22.644,4.28,5.2906542056
Melaleuca adnata,20.457,3.792,5.394778481
Melaleuca adnata,17.216,3.146,5.472345836
Melaleuca adnata,18.356,3.345,5.487593423
Melaleuca adnata,20.084,3.65,5.5024657534
Melaleuca adnata,22.708,4.114,5.5196888673
Melaleuca adnata,23.447,4.238,5.5325625295
Melaleuca adnata,22.343,4.026,5.5496770989
Melaleuca adnata,22.594,4.067,5.5554462749
Melaleuca adnata,18.112,3.249,5.5746383503
Melaleuca adnata,16.843,3.012,5.5919654714
Melaleuca adnata,21.97,3.812,5.7633788038
Melaleuca adnata,13.272,2.263,5.8647812638
Melaleuca adnata,11.494,1.935,5.9400516796
Melaleuca adnata,22.5,3.623,6.2103229368
Melaleuca adnata,11.422,1.79,6.3810055866
Melaleuca adnata,9.013,1.318,6.8383915023
Melaleuca adnata,10.863,1.471,7.3847722638
Melaleuca armillaris,11.265,2.513,4.4826900119
Melaleuca armillaris,11.946,2.627,4.5473924629
Melaleuca armillaris,20.909,4.041,5.1742143034
Melaleuca armillaris,24.221,4.484,5.4016503122
Melaleuca armillaris,17.876,3.264,5.4767156863
Melaleuca armillaris,17.797,3.211,5.5425101215
Melaleuca armillaris,18.671,3.364,5.5502378121
Melaleuca armillaris,21.238,3.79,5.6036939314
Melaleuca armillaris,22.601,4.012,5.6333499501
Melaleuca armillaris,14.921,2.628,5.6777016743
Melaleuca armillaris,17.804,3.091,5.7599482368
Melaleuca armillaris,19.639,3.406,5.7660011744
Melaleuca armillaris,20.278,3.48,5.8270114943
Melaleuca armillaris,21.059,3.456,6.0934606481
Melaleuca armillaris,18.908,3.087,6.1250404924
Melaleuca armillaris,22.873,3.731,6.1305280086
Melaleuca armillaris,18.736,3.004,6.2370173103
Melaleuca armillaris,13.875,2.196,6.3183060109
Melaleuca armillaris,22.328,3.398,6.570924073
Melaleuca armillaris,13.416,1.755,7.6444444444
Melaleuca armillaris,19.482,1.996,9.7605210421
Melaleuca armillaris,20.83,1.779,11.7088251827
Melaleuca armillaris,22.73,1.907,11.9192448873
Melaleuca armillaris,19.381,1.525,12.708852459
Melaleuca armillaris,18.844,1.458,12.9245541838
Melaleuca brevifolia,5.263,1.703,3.0904286553
Melaleuca brevifolia,7.307,2.338,3.125320787
Melaleuca brevifolia,6.719,2.146,3.1309412861
Melaleuca brevifolia,3.657,1.099,3.3275705187
Melaleuca brevifolia,7.744,2.312,3.3494809689
Melaleuca brevifolia,4.94,1.462,3.3789329685
Melaleuca brevifolia,4.912,1.409,3.4861603974
Melaleuca brevifolia,6.561,1.865,3.5179624665
Melaleuca brevifolia,4.137,1.174,3.5238500852
Melaleuca brevifolia,5.923,1.678,3.5297973778
Melaleuca brevifolia,3.578,0.953,3.7544596013
Melaleuca brevifolia,3.822,1.006,3.7992047714
Melaleuca brevifolia,3.729,0.981,3.8012232416
Melaleuca brevifolia,5.865,1.529,3.8358404186
Melaleuca brevifolia,4.775,1.208,3.9528145695
Melaleuca brevifolia,6.03,1.474,4.0909090909
Melaleuca brevifolia,6.747,1.642,4.1090133983
Melaleuca brevifolia,6.367,1.532,4.1560052219
Melaleuca brevifolia,6.525,1.535,4.2508143322
Melaleuca brevifolia,6.195,1.407,4.4029850746
Melaleuca brevifolia,5.141,1.161,4.428079242
Melaleuca cuticularis,17.754,5.574,3.1851453175
Melaleuca cuticularis,24.637,7.54,3.2675066313
Melaleuca cuticularis,23.54,6.858,3.4324876057
Melaleuca cuticularis,21.045,6.104,3.4477391874
Melaleuca cuticularis,24.96,7.131,3.5002103492
Melaleuca cuticularis,21.963,6.257,3.5101486335
Melaleuca cuticularis,21.812,6.087,3.5833744045
Melaleuca cuticularis,17.84,4.949,3.6047686401
Melaleuca cuticularis,18.069,4.892,3.6935813573
Melaleuca cuticularis,21.941,5.844,3.7544490075
Melaleuca cuticularis,15.323,4.015,3.8164383562
Melaleuca cuticularis,17.237,4.508,3.82364685
Melaleuca cuticularis,12.928,3.316,3.8986731001
Melaleuca cuticularis,21.898,5.562,3.9370729953
Melaleuca cuticularis,10.712,2.717,3.9425837321
Melaleuca cuticularis,13.301,3.319,4.0075323893
Melaleuca cuticularis,17.015,4.205,4.046373365
Melaleuca cuticularis,12.462,3.068,4.0619295958
Melaleuca cuticularis,12.139,2.98,4.0734899329
Melaleuca cuticularis,13.846,3.342,4.1430281269
Melaleuca cuticularis,16.599,3.857,4.3036038372
Melaleuca cuticularis,18.033,4.172,4.3223873442
Melaleuca cuticularis,12.957,2.982,4.3450704225
Melaleuca cuticularis,16.097,3.373,4.7723095168
Melaleuca cuticularis,22.974,3.813,6.025177026
Melaleuca decussata,8.353,1.891,4.4172395558
Melaleuca decussata,11.68,1.812,6.4459161148
Melaleuca decussata,13.064,1.991,6.5615268709
Melaleuca decussata,12.175,1.852,6.5739740821
Melaleuca decussata,12.613,1.9,6.6384210526
Melaleuca decussata,8.891,1.189,7.4777123633
Melaleuca decussata,7.048,0.93,7.5784946237
Melaleuca decussata,17.625,2.318,7.6035375324
Melaleuca decussata,8.024,1.052,7.6273764259
Melaleuca decussata,28.667,3.755,7.6343541944
Melaleuca decussata,20.851,2.724,7.6545521292
Melaleuca decussata,18.937,2.465,7.6823529412
Melaleuca decussata,11.193,1.449,7.7246376812
Melaleuca decussata,9.63,1.243,7.747385358
Melaleuca decussata,21.69,2.754,7.8758169935
Melaleuca decussata,10.576,1.319,8.0181956027
Melaleuca decussata,19.123,2.381,8.03149937
Melaleuca decussata,9.63,1.192,8.0788590604
Melaleuca decussata,11.731,1.39,8.4395683453
Melaleuca decussata,10.576,1.252,8.447284345
Melaleuca decussata,9.924,1.125,8.8213333333
Melaleuca decussata,10.519,1.148,9.1628919861
Melaleuca decussata,10.935,1.057,10.3453169347
Melaleuca decussata,9.752,0.933,10.4523043944
Melaleuca halmaturorum,8.647,3.975,2.1753459119
Melaleuca halmaturorum,8.59,3.728,2.3041845494
Melaleuca halmaturorum,9.787,4.179,2.3419478344
Melaleuca halmaturorum,9.164,3.604,2.5427302997
Melaleuca halmaturorum,5.887,2.24,2.628125
Melaleuca halmaturorum,5.923,2.243,2.6406598306
Melaleuca halmaturorum,3.119,1.129,2.7626217892
Melaleuca halmaturorum,5.858,2.101,2.7881960971
Melaleuca halmaturorum,7.543,2.538,2.9720252167
Melaleuca halmaturorum,5.758,1.923,2.9942797712
Melaleuca halmaturorum,5.198,1.72,3.0220930233
Melaleuca halmaturorum,5.722,1.877,3.0484816196
Melaleuca halmaturorum,6.009,1.928,3.1167012448
Melaleuca halmaturorum,5.363,1.676,3.1998806683
Melaleuca halmaturorum,6.597,2.005,3.2902743142
Melaleuca halmaturorum,6.776,2.051,3.3037542662
Melaleuca halmaturorum,5.514,1.639,3.3642464918
Melaleuca halmaturorum,4.524,1.337,3.3836948392
Melaleuca halmaturorum,6.36,1.822,3.4906695939
Melaleuca halmaturorum,6.604,1.885,3.5034482759
Melaleuca halmaturorum,4.367,1.227,3.5590872046
Melaleuca halmaturorum,7.278,1.994,3.6499498495
Melaleuca halmaturorum,7.665,2.053,3.733560643
Melaleuca hamata,53.648,29.5,1.8185762712
Melaleuca hamata,47.532,24.4,1.9480327869
Melaleuca hamata,40.347,20.6,1.958592233
Melaleuca hamata,55.842,28,1.9943571429
Melaleuca hamata,53.706,26.7,2.0114606742
Melaleuca hamata,46.614,22.6,2.0625663717
Melaleuca hamata,38.225,18.1,2.111878453
Melaleuca hamata,56.043,26.4,2.1228409091
Melaleuca hamata,65.221,30.4,2.1454276316
Melaleuca hamata,65.142,29.4,2.2157142857
Melaleuca hamata,39.3,17.1,2.298245614
Melaleuca hamata,64.361,26.9,2.3926022305
Melaleuca hamata,54.752,22.1,2.4774660633
Melaleuca hamata,44.04,17.6,2.5022727273
Melaleuca hamata,57.678,22.8,2.5297368421
Melaleuca hamata,71.223,28.1,2.5346263345
Melaleuca hamata,76.858,29.7,2.5878114478
Melaleuca hamata,69.294,26.6,2.605037594
Melaleuca hamata,50.479,18.8,2.6850531915
Melaleuca hamata,63.321,22.9,2.7651091703
Melaleuca hamata,79.461,28.5,2.7881052632
Melaleuca hamata,52.802,18.9,2.7937566138
Melaleuca hamata,42.262,14.2,2.9761971831
Melaleuca hamata,36.224,11.8,3.0698305085
Melaleuca hamata,25.232,8.2,3.0770731707
Melaleuca lateriflora,27.771,6.821,4.0713971558
Melaleuca lateriflora,32.037,7.456,4.2968079399
Melaleuca lateriflora,24.293,5.286,4.5957245554
Melaleuca lateriflora,28.115,5.67,4.9585537919
Melaleuca lateriflora,21.038,3.517,5.9818026727
Melaleuca lateriflora,14.778,2.434,6.0714872638
Melaleuca lateriflora,15.022,2.393,6.2774759716
Melaleuca lateriflora,30.969,3.383,9.1543009163
Melaleuca lateriflora,29.197,3.071,9.5073266037
Melaleuca lateriflora,29.864,3.104,9.6211340206
Melaleuca lateriflora,28.237,2.892,9.7638312586
Melaleuca lateriflora,24.876,2.512,9.902866242
Melaleuca lateriflora,28.853,2.908,9.9219394773
Melaleuca lateriflora,23.217,2.329,9.9686560756
Melaleuca lateriflora,22.113,2.216,9.9787906137
Melaleuca lateriflora,23.124,2.302,10.045178106
Melaleuca lateriflora,28.222,2.805,10.0613190731
Melaleuca lateriflora,24.329,2.402,10.1286427977
Melaleuca lateriflora,27.871,2.724,10.2316446402
Melaleuca lateriflora,24.028,2.175,11.0473563218
Melaleuca lateriflora,22.493,1.924,11.6907484407
Melaleuca lateriflora,18.076,1.506,12.0026560425
Melaleuca lateriflora,22.328,1.797,12.4251530328
Melaleuca lateriflora,22.149,1.667,13.2867426515
Melaleuca preissiana,10.483,2.171,4.8286503915
Melaleuca preissiana,9.493,1.954,4.8582395087
Melaleuca preissiana,13.315,2.523,5.2774474832
Melaleuca preissiana,12.95,2.432,5.3248355263
Melaleuca preissiana,13.616,2.21,6.1610859729
Melaleuca spathulata,74.399,22.775,3.2666959385
Melaleuca spathulata,59.141,17.892,3.3054437738
Melaleuca spathulata,68.641,20.636,3.3262744718
Melaleuca spathulata,71.552,21.357,3.3502832795
Melaleuca spathulata,86.968,23.943,3.6322933634
Melaleuca spathulata,38.87,10.412,3.7331924702
Melaleuca spathulata,42.843,10.561,4.0567181138
Melaleuca spathulata,41.05,10.057,4.0817341155
Melaleuca spathulata,37.816,8.539,4.4286216185
Melaleuca spathulata,79.339,17.102,4.6391650099
Melaleuca spathulata,51.655,11.027,4.6844109912
Melaleuca spathulata,92.389,19.315,4.7832772457
Melaleuca spathulata,74.679,15.494,4.8198657545
Melaleuca spathulata,63.787,12.325,5.1754158215
Melaleuca spathulata,89.815,12.69,7.0776201734
Melaleuca spathulata,89.672,12.46,7.1967897271
Melaleuca spathulata,74.994,10.159,7.3820257899
Melaleuca spathulata,80.831,10.823,7.4684468262
Melaleuca spathulata,52.472,6.943,7.5575399683
Melaleuca spathulata,45.209,5.681,7.9579299419
Melaleuca spathulata,62.597,7.403,8.4556260975
Melaleuca spathulata,63.385,7.39,8.5771312585
Melaleuca spathulata,53.376,6.221,8.5799710657
Melaleuca spathulata,64.296,7.493,8.5808087548
Melaleuca spathulata,55.391,6.218,8.9081698295
Olearia lirata,1667.294,166.1,10.0378928356
Olearia lirata,1659.808,161.1,10.3029671012
Olearia lirata,1695.846,159.2,10.652298995
Olearia lirata,1262.746,116.3,10.857661221
Olearia lirata,1429.405,130.2,10.9785330261
Olearia lirata,1789.096,158.2,11.3090771176
Olearia lirata,1305.689,110.3,11.8376155938
Olearia lirata,1958.924,164.3,11.922848448
Olearia lirata,1475.13,121.8,12.1110837438
Olearia lirata,1565.885,129.1,12.1292408985
Olearia lirata,2226.728,174.8,12.7387185355
Olearia lirata,1616.127,126.2,12.8060776545
Olearia lirata,2138.72,166.4,12.8528846154
Olearia lirata,2023.988,157.1,12.8834373011
Olearia lirata,1835.086,137.2,13.3752623907
Olearia lirata,2111.781,157,13.4508343949
Olearia lirata,1589.403,116.5,13.642944206
Olearia lirata,2172.212,156.7,13.8622335673
Olearia lirata,1803.766,129.7,13.9072166538
Olearia lirata,2755.644,198.1,13.9103685008
Olearia lirata,1669.919,118.3,14.1159678783
Olearia lirata,2361.995,159.5,14.8087460815
Olearia lirata,2327.936,155.9,14.9322386145
Olearia lirata,3257.271,211,15.4373033175
Olearia lirata,3136,192.8,16.265560166
Pittosporum angustifolium,265.007,71,3.7324929577
Pittosporum angustifolium,367.284,96.7,3.798179938
Pittosporum angustifolium,190.909,48.5,3.9362680412
Pittosporum angustifolium,182.462,46.3,3.9408639309
Pittosporum angustifolium,337.322,84.6,3.9872576832
Pittosporum angustifolium,355.181,88.2,4.0269954649
Pittosporum angustifolium,282.495,68.1,4.1482378855
Pittosporum angustifolium,338.187,81.2,4.164864532
Pittosporum angustifolium,372.805,85.7,4.3501166861
Pittosporum angustifolium,329.26,75,4.3901333333
Pittosporum angustifolium,215.016,48.7,4.4151129363
Pittosporum angustifolium,284.503,63,4.5159206349
Pittosporum angustifolium,290.583,63.8,4.5545924765
Pittosporum angustifolium,324.951,57.1,5.690910683
Pittosporum angustifolium,219.311,38.4,5.7112239583
Pittosporum angustifolium,423.291,71.1,5.9534599156
Pittosporum angustifolium,469.231,74.7,6.2815394913
Pittosporum angustifolium,414.429,65.2,6.3562730061
Pittosporum angustifolium,424.094,66.6,6.3677777778
Pittosporum angustifolium,272.6,42.5,6.4141176471
Pittosporum angustifolium,370.554,56.1,6.6052406417
Pittosporum angustifolium,347.86,52.3,6.6512428298
Pittosporum angustifolium,325.539,47.7,6.8247169811
Pittosporum angustifolium,302.995,43.5,6.9654022989
Pittosporum angustifolium,303.834,42.2,7.1998578199
Rhagodia parabolica,130.736,16.264,8.0383669454
Rhagodia parabolica,140.151,16.49,8.4991510006
Rhagodia parabolica,289.07,30.921,9.3486627211
Rhagodia parabolica,310.001,32.64,9.4975796569
Rhagodia parabolica,65.45,6.7,9.7686567164
Rhagodia parabolica,161.375,16.387,9.8477451638
Rhagodia parabolica,134.629,13.637,9.8723326245
Rhagodia parabolica,68.505,6.627,10.3372566772
Rhagodia parabolica,81.77,7.543,10.8405143842
Rhagodia parabolica,120.353,10.987,10.9541276054
Rhagodia parabolica,184.463,16.837,10.9558116054
Rhagodia parabolica,116.116,10.5,11.0586666667
Rhagodia parabolica,494.607,44.56,11.0997980251
Rhagodia parabolica,94.784,8.341,11.3636254646
Rhagodia parabolica,130.191,11.236,11.5869526522
Rhagodia parabolica,238.14,20.44,11.6506849315
Rhagodia parabolica,75.733,6.462,11.7197462086
Rhagodia parabolica,114.725,9.43,12.1659597031
Rhagodia parabolica,414.895,32.836,12.6353697162
Rhagodia parabolica,105.848,8.344,12.6855225312
Rhagodia parabolica,94.885,7.468,12.7055436529
Rhagodia parabolica,215.231,16.678,12.9050845425
Rhagodia parabolica,94.634,7.3,12.9635616438
Rhagodia parabolica,337.047,25.73,13.0993781578
Rhagodia parabolica,243.482,17.65,13.7950141643
Santalum spicatum,316.626,145.4,2.1776203576
Santalum spicatum,362.932,163.8,2.2157020757
Santalum spicatum,438.141,190.7,2.2975406397
Santalum spicatum,271.044,117.9,2.2989312977
Santalum spicatum,323.552,137.5,2.3531054545
Santalum spicatum,466.256,196,2.3788571429
Santalum spicatum,255.449,103.8,2.460973025
Santalum spicatum,386.923,157.2,2.4613422392
Santalum spicatum,329.095,131.9,2.4950341168
Santalum spicatum,429.852,171.3,2.509352014
Santalum spicatum,602.412,229.9,2.6203218791
Santalum spicatum,243.439,92.6,2.6289308855
Santalum spicatum,425.657,158.3,2.6889260897
Santalum spicatum,415.045,153.8,2.6986020806
Santalum spicatum,297.216,109.3,2.7192680695
Santalum spicatum,313.206,113.8,2.7522495606
Santalum spicatum,296.707,107.2,2.7677891791
Santalum spicatum,414.794,149.7,2.7708350033
Santalum spicatum,488.942,176.4,2.7717800454
Santalum spicatum,344.138,122,2.8208032787
Santalum spicatum,334.322,117.3,2.8501449275
Santalum spicatum,351.552,122.4,2.8721568627
Santalum spicatum,318.089,110.5,2.8786334842
Santalum spicatum,290.626,98.8,2.9415587045
Santalum spicatum,331.848,112.3,2.9550133571
Viminaria juncea,255.736,80,3.1967
Viminaria juncea,255.484,73.8,3.4618428184
Viminaria juncea,308.108,69.7,4.4204878049
Viminaria juncea,326.5,71.5,4.5664335664
Viminaria juncea,314.468,63.6,4.9444654088
Viminaria juncea,393.212,73.3,5.364420191
Viminaria juncea,228.152,42.1,5.4192874109
Viminaria juncea,211.789,38.7,5.4725839793
Viminaria juncea,278.86,50.8,5.4893700787
Viminaria juncea,443.368,74.2,5.975309973
