Site,Species,Family,N,Ca,K,Mg,P,S,Al,B,Co,Cr,Cu,Fe,Mn,Na,Ni,Zn,Se,cellulose,alkaloids,water content (% fresh wt),Total Phenolics_FW,Total Phenolics_DW,Condensed_Tannins_FW,Condensed_Tannins_DW,Condensed_Tannins/Total Phenolics,thickness,leafarea,SLA,Toughness,Tough_adj,Toughness_N_per_m,Tough_adj_N_per_m2,site name,latitude,longitude
12,Litsea leefeana,Lauraceae,1.714,0.6309421,0.463152,0.094032,0.1339535,0.1429384,200.5,9.5,0.1,0.577,7.729,45.8,1038.4,696.2,5,34,1,21.5,0,53.8,84.3,18.2,9.3,20.2,11.1,0.34,28.4,83.5,1,3.1,623.8879039,5688389.712,Palmerston: Malaan Rd turnoff,-17.59143,145.70355
13,Litsea leefeana,Lauraceae,1.636,0.6633313,0.7254344,0.123134,0.0888683,0.1677374,232.4,12.6,0.1,0.628,8.595,68.8,748.4,643.2,5,26.1,1,22.9,0,52.9,75.9,16.1,9.9,21.1,13.1,0.34,57.4,90.8,0.8,2.4,499.1103231,4403914.616,Cairns Track,-17.35164,145.72726
16,Litsea leefeana,Lauraceae,1.817,0.5021982,0.5134904,0.0973157,0.0804046,0.1459018,482.2,12,0.1,0.543,8.877,47.2,859.9,788.7,5,23,1,20.8,0,53.4,68.8,14.8,8.3,17.9,12.1,0.34,28.4,78.5,1,3,623.8879039,5504893.27,Sutties Gap Rd,-17.64678,145.63772
17,Litsea leefeana,Lauraceae,1.713,0.5101977,1.1019835,0.1384748,0.1031798,0.1235628,56.9,12.6,0.1,0.632,7.338,57.8,35.8,353.2,5,23.6,1,20.3,0,53,89.2,19,12.4,26.5,13.9,0.35,69.8,11.8,0.9,2.6,561.4991135,4634595.858,Thomas Rd (recent basalt),-17.26548,145.56578
4,Lomatia fraxinifolia,Proteaceae,1.017,1.0213324,0.2044532,0.235306,0.052012,0.1101428,338.1,20,0.1,0.385,3.406,44.3,2317,1837.6,5,5,3.129388164,21.2,0,57.4,93.2,21.9,6.7,15.7,7.2,0.32,18.8,91.3,1.2,3.8,748.6654847,7408668.859,Malaan SF,-17.58672,145.582
16,Lomatia fraxinifolia,Proteaceae,1.11,0.663775,0.4241157,0.2117722,0.0495637,0.1213587,398.6,24.6,0.1,0.3,4.124,45.4,606.2,392.3,5,6.1,1.791044776,NA,0,56.1,94.1,21.5,6.8,15.4,7.2,0.28,34.4,102.4,1.3,4.5,811.0542751,10026769.88,Sutties Gap Rd,-17.64678,145.63772
17,Maclura conchinchinensis,Moraceae,2.623,2.1768358,2.0121513,0.2263022,0.3267531,0.1365715,28.1,41.6,0.1,0.3,6.722,12.6,23.2,87,5,15,1,NA,0,66.1,26.4,7.8,0.5,1.6,2.1,0.21,13.2,157.5,0.4,1.7,249.5551616,5050521.127,Thomas Rd (recent basalt),-17.26548,145.56578
15,Mallotus polyadenos,Euphorbiaceae,1.611,0.5050374,1.23899,0.2715721,0.0620001,0.166157,54,17.8,3.1,0.3,9.855,40.3,237.7,278.8,5,14.6,1,23.7,0,51.5,89,18.3,6.9,14.3,7.8,0.24,22.6,86.9,1.3,5.4,811.0542751,14037477.84,TF Rd rhyolite,-17.78676,145.55958
15,Mallotus polyadenos,Euphorbiaceae,1.767,0.4119062,0.931133,0.2783635,0.0721781,0.1946633,37.6,24.7,3,0.324,6.75,65.5,330.9,1565.1,5,10.3,1,26,0,53.7,47.8,10.3,4.8,10.3,10,0.25,13,95.6,2,8.1,1247.775808,20213968.09,TF Rd rhyolite,-17.78676,145.55958
17,Mallotus polyadenos,Euphorbiaceae,1.611,0.85867015,0.7120697,0.3094499,0.2814976,0.20717685,39.1,26.3,10.9,0.3445,7.8255,68.5,157.6,279.1,5,20.2,1,23.6,0,52.9,65.7,14,6.6,14.1,10.1,0.28,37.8,23.2,1.6,5.9,998.2206462,13146209.4,Thomas Rd (recent basalt),-17.26548,145.56578
17,Melia azedarach,Meliaceae,3.387,1.0286313,2.1879042,0.2432131,0.2116812,0.2352967,20.8,15.7,0.1,0.3,5.168,28.7,25,51.1,5,15.8,1,16.8,0,65.4,25.4,7.3,1.9,5.5,7.5,0.19,8.6,242.2,0.4,2,249.5551616,6567241.094,Thomas Rd (recent basalt),-17.26548,145.56578
4,Melicope vitiflora,Rutaceae,2.705,1.0660547,0.5010932,0.7777449,0.6410529,0.3415016,88.4,47.2,0.1,0.574,28.67,83.8,1155.9,4512,48.982,18.4,1,19.6,0,71,37.7,13,4.1,14.2,10.9,0.29,58,89,0.8,2.8,499.1103231,6023745.279,Malaan SF,-17.58672,145.582
10,Melicope vitiflora,Rutaceae,3.609,1.1095123,0.97067765,0.5231826,0.35977235,0.43156385,31.5,55.5,0.1,0.5495,21.775,65.3,2305.5,4176.1,16.696,16,2.556769475,22.8,0,75,35,14,3.8,15.3,10.9,0.25,83.6,148.8,0.6,2.5,374.3327423,6238879.039,Wallace Rd (Glen Allyn),-17.42063,145.67164
15,Mischocarpus lachnocarpus,Sapindaceae,1.504,0.6558546,0.7649782,0.2052015,0.0696263,0.1543454,28,32.1,0.1,0.3,10.587,39.2,1189.9,589.2,5,19,1,28.9,0,47.2,53.4,10.1,4.3,8.2,8.1,0.21,26,100,1.6,7.3,998.2206462,21687531.9,TF Rd rhyolite,-17.78676,145.55958
8,Mischocarpus macrocarpus,Sapindaceae,1.753,0.8610488,0.9904259,0.1621432,0.0850164,0.2257446,43.1,19.3,0.1,0.3,5.727,52.7,495.2,602,5,26.7,1,26.6,0,54.3,34.9,7.6,3.3,7.3,9.6,0.18,44.8,103.7,1.1,6.1,686.2766943,21142867.85,Massey Creek,-17.60993,145.56264
5,Musgravea stenostachya,Proteaceae,0.942,0.1259244,0.40445,0.2263841,0.0350484,0.1585212,2995.8,20.6,0.1,0.3,3.246,43.4,76.6,2387.4,5,8.3,1,23.6,0,52.5,69.6,14.7,11.5,24.3,16.6,0.4,60,52.8,2.9,7.1,1809.274921,11074010.29,Longlands Gap (rhyolite),-17.45501,145.47862
6,Musgravea stenostachya,Proteaceae,0.827,0.2680007,0.2621469,0.2565894,0.0312934,0.1616335,2629.3,18.2,0.1,0.368,1.614,35.4,80.4,1872.8,5,7.1,1,25.4,0,56.5,47.9,11,7.7,17.8,16.1,0.4,31.2,55.5,2.7,6.9,1684.497341,10762066.34,Mt Haig,-17.10111,145.57346
1,Neolitsea dealbata,Lauraceae,1.602,0.3515536,0.7561614,0.1034972,0.0888299,0.1464841,47.1,17.6,0.1,0.353,8.675,74.6,866.7,90.5,7.58,34.4,1,25.5,0,52.8,50,10.6,3.3,7,6.6,0.18,55,139,1.1,6.2,686.2766943,21489472.25,Longlands Gap (basalt),-17.46028,145.47473
3,Neolitsea dealbata,Lauraceae,1.65,0.2677104,1.3819521,0.1159807,0.1875111,0.148389,106.6,13.2,0.1,0.302,8.53,80.2,345.5,32.9,8.413,26.6,1,27.9,0,60.5,35.1,8.9,1.8,4.6,5.2,0.21,49.8,130.4,1,4.5,623.8879039,13369026.51,Tully Falls Rd: Smiths,-17.68174,145.52989
4,Neolitsea dealbata,Lauraceae,1.245,0.1786665,1.0246785,0.1010272,0.1472319,0.1165991,66.4,9.3,0.1,1.625,6.261,83.5,249.5,528,14.625,21.8,1,28.2,0,56.5,63.4,14.6,4.4,10.2,7,0.19,47.4,121.3,1,5.2,623.8879039,17074826.84,Malaan SF,-17.58672,145.582
11,Neolitsea dealbata,Lauraceae,1.659,0.3027372,1.2166595,0.1022328,0.1532384,0.1189985,14.5,15.1,0.1,0.386,7.461,31.4,411.2,49.9,6.198,21.2,1,33,0,61.5,30,7.8,1.6,4.3,5.5,0.17,59.2,162.6,0.9,5.1,561.4991135,18716637.12,"Tully Falls Rd, near TF",-17.75847,145.54569
17,Neolitsea dealbata,Lauraceae,1.613,0.3056906,1.0554142,0.1066583,0.1348832,0.1136083,24.8,14.4,0.1,0.3,5.837,42.2,12.7,38.4,5,24,1,26.2,0,55.4,47.3,10.6,4.1,9.2,8.7,0.18,74.4,19.9,1,5.8,623.8879039,20103054.68,Thomas Rd (recent basalt),-17.26548,145.56578
12,Omalanthus novo-guineensis,Euphorbiaceae,3.169,0.6208953,1.3622073,0.2124977,0.3021154,0.187544,15.4,30.3,0.1,0.392,7.567,16.3,269.7,34.9,5,18.4,1,11.2,0,72.4,73.9,26.8,0.6,2.2,0.8,0.21,34.6,192.2,0.3,1.7,187.1663712,5050521.127,Palmerston: Malaan Rd turnoff,-17.59143,145.70355
16,Omalanthus novo-guineensis,Euphorbiaceae,3.082,0.5087614,1.1037444,0.2591133,0.2233592,0.1685019,18,50.7,0.1,0.3,7.436,31.8,226.8,24.5,5,17.9,1,12.3,0,70.2,78.2,26.3,0.6,2,0.8,0.21,49.4,176.4,0.5,2.2,311.9439519,6535968.517,Sutties Gap Rd,-17.64678,145.63772
17,Pararchidendron pruinosum,Mimosaceae,3.877,1.1804215,1.0380795,0.3973541,0.1647381,0.2796388,54.1,56.7,0.1,0.3,5.897,80.8,38.3,320.8,5,20.9,1,20.3,0,65.3,25.5,7.4,0.5,1.5,2.1,0.18,11.4,251.3,0.6,3.6,374.3327423,12477758.08,Thomas Rd (recent basalt),-17.26548,145.56578
2,Planchonella brownlessiana,Sapotaceae,1.289,0.4329469,0.7587433,0.1839239,0.1010884,0.208706,31,14.4,0.1,0.3,3.32,41.1,219,1858.4,11.772,12.2,1,30.9,0,55.3,47.9,10.7,4.2,9.4,8.8,0.24,27,95.1,1.4,5.7,873.4430655,14817337.72,Mt Fisher: Kjellberg Rd,-17.54112,145.56136
11,Planchonella brownlessiana,Sapotaceae,1.525,0.5047565,1.2027735,0.2017411,0.0815319,0.1862223,31.5,13.4,0.1,0.3,4.292,47.9,579,303.6,5,11.7,1,34.2,0,58,36,8.6,4.1,9.7,11.3,0.21,38.4,120,1.3,6.1,811.0542751,18122458.16,"Tully Falls Rd, near TF",-17.75847,145.54569
6,Planchonella euphlebia,Sapotaceae,2.168,0.5628094,0.5647114,0.2922419,0.0655914,0.2638477,27.2,38.7,0.1,0.351,2.973,45.9,481.8,984.4,5,9.4,1,23.6,0,54.7,72.5,16,6.8,15,9.4,0.39,13.6,60.7,2.5,6.5,1559.71976,10398131.73,Mt Haig,-17.10111,145.57346
6,Planchonella euphlebia,Sapotaceae,1.678,0.4462617,0.9989325,0.2039109,0.053836,0.197012,14.6,12.6,0.1,0.3,3.641,27,207.1,306.6,5,9.3,1,22.1,0,54.2,92,20.1,15.2,33.3,16.6,0.43,16.4,50.3,2.7,6.3,1684.497341,9140683.243,Mt Haig,-17.10111,145.57346
5,Planchonella macrocarpa,Sapotaceae,1.217,0.2017733,0.7666634,0.1096266,0.0399045,0.1628658,45.7,19.3,0.1,0.3,3.113,54.2,141.5,970.2,5,9,1,21,0,53.5,116.9,25.2,7.1,15.3,6.1,0.32,36.4,56.2,2.1,6.5,1310.164598,12672723.05,Longlands Gap (rhyolite),-17.45501,145.47862
1,Polyscias australiana,Araliaceae,2.309,0.3271649,0.662211,0.3098713,0.12991,0.1958642,56.4,61.9,0.1,0.459,11.618,69.8,347.3,8306,5,19.9,1,22.6,0,67.2,5.1,1.6,0.4,1.1,7.2,0.24,73,134.7,0.9,3.8,561.4991135,9878225.145,Longlands Gap (basalt),-17.46028,145.47473
7,Polyscias australiana,Araliaceae,2.169,0.2272888,2.7351007,0.2580602,0.1532511,0.1594899,17.3,30.1,0.1,0.3,16.756,35.8,111.7,572.3,5,22.8,1,20.8,0,72,15.2,5.4,0.5,1.9,3.6,0.26,60,169.5,0.7,2.6,436.7215327,6238879.039,Arthur Baillie Rd,-17.68914,145.50649
12,Polyscias australiana,Araliaceae,2.167,0.67514115,0.8879626,0.33397925,0.1242116,0.1639396,27,54.9,0.1,0.3685,11.4025,33.2,446.9,4588.8,5,37.6,1,15.7,0,64.3,16.2,4.5,0.9,2.6,5.8,0.22,75.6,126,0.8,3.7,499.1103231,10492660.2,Palmerston: Malaan Rd turnoff,-17.59143,145.70355
13,Polyscias australiana,Araliaceae,2.048,0.5025253,1.6252878,0.3474789,0.1194544,0.1541682,36.9,38.3,0.1,0.3,11.166,31.1,303,2516.3,5,22.1,1,21.4,0,71.2,14,4.9,0.2,0.8,1.6,0.21,63.2,172.7,0.6,2.7,374.3327423,8021415.907,Cairns Track,-17.35164,145.72726
15,Polyscias australiana,Araliaceae,1.926,0.4726252,2.4454584,0.3474511,0.1201868,0.1360737,30.5,28.7,0.1,0.3,12.975,14.4,533.6,1302.2,5,24.8,1,23.9,0,71.4,22.5,7.9,0.6,2.1,2.7,0.23,84.4,163.6,0.7,3,436.7215327,8137668.312,TF Rd rhyolite,-17.78676,145.55958
9,Polyscias elegans,Araliaceae,1.516,1.32440255,0.8602032,0.44521955,0.09464635,0.15002795,24.3,21.2,0.1,0.3,7.4025,34.7,234,318.9,5,34.8,1,12.2,0,58.6,8.6,2.1,0.2,0.6,2.8,0.26,44.4,80.1,0.7,2.9,436.7215327,6958749.697,Lamins Hill (Cairns track),-17.36528,145.71537
10,Polyscias elegans,Araliaceae,2.048,1.48391205,0.69693945,0.3345829,0.1191321,0.1945698,37.8,21.8,0.1,0.4695,8.8345,43.7,431.5,243.3,5,35.8,1,14.2,0,63.9,7.8,2.2,0.2,0.5,2.4,0.22,40.4,118.8,0.6,2.8,374.3327423,7940391.504,Wallace Rd (Glen Allyn),-17.42063,145.67164
11,Polyscias elegans,Araliaceae,2.618,1.3582884,1.4421793,0.1422396,0.1409361,0.1988788,17.7,42.9,0.1,0.367,11.2,53.1,186,228.9,5,22.7,1,16.1,0,63.6,8.5,2.3,0.3,0.8,3.6,0.28,36.6,83.6,0.7,2.4,436.7215327,5347610.605,"Tully Falls Rd, near TF",-17.75847,145.54569
12,Polyscias elegans,Araliaceae,1.958,1.2579011,0.654814,0.6070142,0.1150408,0.2272899,26.4,27.6,0.1,0.567,9.146,87.8,304.8,288.5,6.774,40.8,1,13.5,0,61.7,17.4,4.5,0.3,0.9,1.9,0.23,30.4,108.6,0.5,2.3,311.9439519,6238879.039,Palmerston: Malaan Rd turnoff,-17.59143,145.70355
14,Polyscias elegans,Araliaceae,1.586,1.3076039,0.9571171,0.2405017,0.0726364,0.145038,25.9,27.7,0.1,0.882,8.202,35.1,161.1,143.9,5,52.4,1,13.3,0,55.2,17.4,3.9,0.2,0.4,1.1,0.2,26.2,101.5,0.5,2.5,311.9439519,7798598.799,Robson Ck,-17.11917,145.62952
16,Polyscias elegans,Araliaceae,1.545,1.3466073,0.9127429,0.5214207,0.0800474,0.2077812,20.6,28.5,0.1,0.3,6.032,34.7,215.8,309.4,5,53.2,1,14.8,0,56.4,16.9,3.9,0.4,1,2.6,0.22,25.4,88.2,0.7,3,436.7215327,8507562.326,Sutties Gap Rd,-17.64678,145.63772
1,Polyscias murrayi,Araliaceae,3.699,0.2915563,2.0381497,0.1723767,0.1828225,0.1628056,19.9,42.6,0.1,0.3,17.86,20.1,1187.9,2089.2,7.35,21.7,1,16.5,0,73,0.7,0.2,0.4,1.5,61.1,0.17,37.4,217.4,0.4,2.2,249.5551616,8073843.462,Longlands Gap (basalt),-17.46028,145.47473
9,Polyscias murrayi,Araliaceae,2.844,0.38113745,1.24234665,0.25998445,0.16371835,0.15419495,23.2,93,0.1,0.3,11.241,36.5,748,1264.6,5,34.6,1,NA,4,63.1,2.5,0.7,0.3,0.9,13.7,0.2,43.4,117.3,0.5,2.3,311.9439519,7174710.895,Lamins Hill (Cairns track),-17.36528,145.71537
10,Polyscias murrayi,Araliaceae,3.543,0.2535066,1.54331485,0.19494965,0.3056229,0.18917845,21.4,42.4,0.1,0.5105,20.734,15.1,749.3,5076.1,6.0295,35.5,1,14.5,2,73.8,1.8,0.7,0.3,1.2,18,0.14,53.8,258.7,0.2,1.8,124.7775808,8021415.907,Wallace Rd (Glen Allyn),-17.42063,145.67164
11,Polyscias murrayi,Araliaceae,3.605,0.2858907,1.6205126,0.1722913,0.1873048,0.183132,35.1,57.7,0.1,0.31,13.522,31.8,385,1091.4,5,25.2,1,13.9,1,64.1,4.5,1.2,0.4,1.1,8.8,0.16,67.2,154.1,0.4,2.4,249.5551616,9358318.558,"Tully Falls Rd, near TF",-17.75847,145.54569
10,Prunus turneriana,Rosaceae,1.638,1.1146045,1.14465805,0.4287252,0.1421246,0.0773571,33.4,27.5,0.1,0.3485,16.635,28.5,32.3,230.3,5,15.9,1,22.1,0,62.3,26.4,7,5.1,13.7,19.5,0.22,114.4,147,0.6,2.6,374.3327423,7373220.682,Wallace Rd (Glen Allyn),-17.42063,145.67164
10,Prunus turneriana,Rosaceae,1.527,1.16883995,1.1441472,0.43303015,0.1594394,0.0772992,34.5,34.1,0.1,0.3,25.834,14.6,25.2,265.1,5,21.3,1,20.2,0,58.3,8.1,1.9,1.7,4.1,21.1,0.26,80.2,90.1,0.6,2.4,374.3327423,5758965.267,Wallace Rd (Glen Allyn),-17.42063,145.67164
12,Prunus turneriana,Rosaceae,1.812,0.8197132,1.2917481,0.4649904,0.1690711,0.0922406,42.8,25.6,0.1,0.296,17.709,23.6,24.3,210.4,5,18.1,1,21.7,0,66.6,46.1,13.8,9.2,27.4,19.9,0.23,80.6,136.1,0.5,2.2,311.9439519,5967623.429,Palmerston: Malaan Rd turnoff,-17.59143,145.70355
16,Prunus turneriana,Rosaceae,1.267,1.0097706,0.8254947,0.5893526,0.1084311,0.0580481,17.8,30,0.1,0.3,17.047,18,24.6,167.4,5,32.3,1,21.2,0,57,41.1,9.6,9.4,21.9,22.9,0.26,98,88.9,0.7,2.7,436.7215327,6478835.925,Sutties Gap Rd,-17.64678,145.63772
3,Pullea stutzeri,Cunoniaceae,1.024,1.3715835,0.2687308,0.6136662,0.0636564,0.1728801,367.5,40.2,2.9,0.559,7.771,72.5,1028.8,627.5,15.373,11.5,1,19.8,0,59.3,59.6,14.6,4.4,10.8,7.4,0.31,93.6,70,1.1,3.5,686.2766943,7043895.689,Tully Falls Rd: Smiths,-17.68174,145.52989
8,Pullea stutzeri,Cunoniaceae,0.874,0.8374182,0.38880675,0.4973702,0.04411205,0.1594054,532.1,31.2,1.7,0.3,3.9255,28.8,179.3,710.7,5,11.7,1,17.4,0,56.3,108.4,24.8,6.8,15.5,6.3,0.35,19.4,63,1,2.8,623.8879039,4991103.231,Massey Creek,-17.60993,145.56264
13,Pullea stutzeri,Cunoniaceae,0.911,0.9388247,0.3950124,0.7022261,0.0411074,0.1448882,373.2,30.1,13.9,0.471,5.246,105.6,486.8,1323.6,5,10,1,21,0,60.4,69.8,17.6,3.7,9.2,5.2,0.31,45,74.5,1,3.2,623.8879039,6440133.202,Cairns Track,-17.35164,145.72726
16,Pullea stutzeri,Cunoniaceae,0.976,1.1502666,0.3361705,0.6319731,0.0559359,0.1610444,346.6,40.3,6.4,0.3,4.626,28.1,331.1,1146.6,5,11.1,1,20.4,0,59.3,98.8,24.3,6.9,17,7,0.29,74,79.2,0.9,3,561.4991135,6454012.799,Sutties Gap Rd,-17.64678,145.63772
16,Pullea stutzeri,Cunoniaceae,0.89,1.2857539,0.3692083,0.404675,0.0472349,0.1466185,292.4,27.5,6.1,0.3,4.814,32.1,1167.2,1439.4,5,12.9,1,19.9,0,58.7,83.8,20.3,7.3,17.8,8.8,0.31,60.4,72.8,1.1,3.6,686.2766943,7245149.852,Sutties Gap Rd,-17.64678,145.63772
1,Rhodomyrtus pervagata,Myrtaceae,1.357,0.2688803,0.58478245,0.22163875,0.07249845,0.1820619,76.1,26.6,0.1,0.3825,11.053,71.9,569.7,675.6,5,14.8,1,20.1,0,60.9,NA,NA,NA,NA,NA,0.27,42.2,110.5,1,3.5,623.8879039,8087435.791,Longlands Gap (basalt),-17.46028,145.47473
2,Rhodomyrtus pervagata,Myrtaceae,1.444,0.2495719,0.7182302,0.1469646,0.0921872,0.1722671,39.7,22.1,0.1,0.3,13.275,42.1,450.4,507.3,5,13.6,1,14.9,0,57.4,39.4,9.3,0.8,1.9,2.1,0.26,31,85.6,0.8,3,499.1103231,7198706.583,Mt Fisher: Kjellberg Rd,-17.54112,145.56136
3,Rhodomyrtus pervagata,Myrtaceae,1.243,0.2248658,0.518116,0.1776054,0.0932826,0.1416962,106.5,30.9,0.1,0.469,10.958,70,561.5,1085.4,5,13.5,1,13.3,0,60.3,36.7,9.2,0.8,1.9,2.1,0.28,26.6,87.5,0.9,3.2,561.4991135,7130147.473,Tully Falls Rd: Smiths,-17.68174,145.52989
5,Rhodomyrtus pervagata,Myrtaceae,1.428,0.204587,0.6254466,0.1728041,0.0516264,0.19147,62.5,37.1,0.1,0.3,10.454,52.9,273.4,356.5,5,14.9,1,18.6,0,59.8,25.6,6.4,0.7,1.7,2.6,0.25,34.6,109.5,1,3.8,623.8879039,9483096.139,Longlands Gap (rhyolite),-17.45501,145.47862
6,Rhodomyrtus pervagata,Myrtaceae,1.217,0.2122074,0.48346115,0.1599557,0.0469068,0.17048045,43.6,27.7,0.1,0.3,3.415,49.4,338.4,459.2,5,13,1,21,0,56,45.2,10.3,1.2,2.8,2.7,0.27,26,84.4,1.1,3.9,686.2766943,9011714.167,Mt Haig,-17.10111,145.57346
7,Rhodomyrtus pervagata,Myrtaceae,1.384,0.3548267,0.6744874,0.1540459,0.054517,0.1545652,36.2,34.8,0.1,0.3,10.312,34.8,453.5,133.8,5,12.7,1,17.4,0,54.7,44.4,9.8,1.8,4,4.1,0.29,37,82.6,1,3.3,623.8879039,7099414.079,Arthur Baillie Rd,-17.68914,145.50649
8,Rhodomyrtus pervagata,Myrtaceae,1.376,0.1997981,0.7753909,0.1428816,0.0672123,0.1618778,36.4,28.7,0.1,0.302,7.448,40.9,249.5,286.1,5,14.6,1,17.7,0,60.8,36.6,9.3,0.9,2.3,2.5,0.26,29.4,100,1,3.8,623.8879039,9118361.672,Massey Creek,-17.60993,145.56264
13,Rhodomyrtus pervagata,Myrtaceae,1.086,0.1801238,0.53926,0.1521317,0.0437053,0.1531361,53.1,34.2,0.1,0.3,7.996,60.4,262.1,438.5,5,8.7,1,16.2,0,53.6,35.6,7.7,1.2,2.6,3.4,0.27,26.8,79.3,1,3.6,623.8879039,8318505.385,Cairns Track,-17.35164,145.72726
14,Rhodomyrtus pervagata,Myrtaceae,1.471,0.2497562,0.6520805,0.1342706,0.0680626,0.1545596,29.2,24.5,0.1,0.3,11.144,30.9,516.7,151.6,5,24.5,1,17,0,56,53.5,12.2,2.7,6,5,0.28,23,82.7,1,3.4,623.8879039,7575781.69,Robson Ck,-17.11917,145.62952
15,Rhodomyrtus pervagata,Myrtaceae,1.232,0.2378074,0.5154942,0.1975118,0.0468227,0.1421808,48,32.8,0.1,0.3,8.022,40.9,828.6,522.7,5,9.5,1,19.6,0,54.2,31.6,6.9,1.4,3.2,4.6,0.23,25.8,94.2,1.1,4.8,686.2766943,13020269.3,TF Rd rhyolite,-17.78676,145.55958
16,Rhodomyrtus pervagata,Myrtaceae,1.382,0.4394263,0.75955255,0.17422635,0.06427615,0.18721925,49.9,41.7,0.1,0.398,16.248,42.7,1208.2,239,5,23,1,18.8,0,59.8,36.8,9.2,1.7,4.2,4.5,0.28,29,91.2,1,3.7,623.8879039,8244233.016,Sutties Gap Rd,-17.64678,145.63772
11,Sarcotoechia protracta,Sapindaceae,3.113,0.7885061,1.2723897,0.4550997,0.2364394,0.4621516,118.6,24.5,0.1,1.078,6.497,26.2,1750.8,528.3,8.205,12.9,1,24.1,1,68.2,15.6,4.9,1.4,4.6,9.3,0.26,33,126.9,1,3.9,623.8879039,9358318.558,"Tully Falls Rd, near TF",-17.75847,145.54569
12,Sarcotoechia protracta,Sapindaceae,3.433,0.7306716,0.8820559,0.8275267,0.2238844,0.6207181,152.5,25.4,0.1,0.74,7.465,18.3,1805.9,256.5,5.542,11.5,1.26,24.5,2,70,16.1,5.4,1.9,6.5,12.1,0.24,27.8,141.8,1.1,4.4,686.2766943,11437944.9,Palmerston: Malaan Rd turnoff,-17.59143,145.70355
5,Sarcotoechia rfk/2183,Sapindaceae,1.734,0.180348,0.6778748,0.1210438,0.0600799,0.1769718,25.4,20.1,0.1,0.329,8.108,44.6,132.8,404.7,5,12.7,1,26.2,0,51.9,33.7,7,5.2,10.9,15.5,0.33,17,73.9,1.5,4.4,935.8318558,8318505.385,Longlands Gap (rhyolite),-17.45501,145.47862
7,Sarcotoechia rfk/2183,Sapindaceae,1.853,0.256831,0.4874854,0.1655616,0.0632867,0.2327831,80.4,23.2,0.1,0.3,8.106,67.1,366.8,541.9,5,8.5,1,28,0,44.4,62,11.2,6.1,10.9,9.8,0.24,15.2,80,1.1,4.7,686.2766943,12217804.78,Arthur Baillie Rd,-17.68914,145.50649
2,Sloanea australis,Elaeocarpaceae,1.368,0.62205155,0.85669425,0.30619435,0.1302655,0.234493,43.8,27.8,0.1,0.6045,5.808,38.1,87.4,1295.7,5,11.1,1,28.7,0,59.8,59.9,14.9,5.1,12.7,8.5,0.27,43.4,90.8,1.3,4.8,811.0542751,11091340.51,Mt Fisher: Kjellberg Rd,-17.54112,145.56136
4,Sloanea australis,Elaeocarpaceae,1.306,0.4853493,0.9963893,0.2358667,0.1616353,0.2147457,56,24,0.1,0.484,7.402,43.2,39.5,1163,5,10.6,1,27.4,0,61.7,89.2,23.3,9.1,23.7,10.2,0.26,59,103.9,1.1,4.5,686.2766943,10798059.88,Malaan SF,-17.58672,145.582
11,Sloanea langii,Elaeocarpaceae,1.189,1.2803305,1.1299806,0.4294012,0.1022398,0.1076496,16.2,13.8,0.1,0.3,5.146,24.9,179.9,96.4,5,9,1,16.8,0,54.4,106.2,23.3,0.3,0.7,0.3,0.25,112,88.1,1.1,4.4,686.2766943,10980427.11,"Tully Falls Rd, near TF",-17.75847,145.54569
14,Sloanea langii,Elaeocarpaceae,0.976,0.7773568,1.1038708,0.3196192,0.0785629,0.0812686,12.1,11.3,0.1,0.3,8.151,23.7,125.8,162,5,9.5,1,17.1,0,50.8,132.8,27,0.6,1.2,0.4,0.29,200,77.9,1.7,5.8,1060.609437,12477758.08,Robson Ck,-17.11917,145.62952
15,Sloanea langii,Elaeocarpaceae,0.988,0.9111383,1.0163985,0.2917917,0.0431338,0.0920938,45.4,19.9,0.1,0.3,3.978,29.9,328.6,272.5,5,5.3,1,15.6,0,44,145.9,26.1,0.1,0.2,0.1,0.35,107.8,52.4,2.1,5.9,1310.164598,10516967.52,TF Rd rhyolite,-17.78676,145.55958
12,Sloanea macbrydei,Elaeocarpaceae,1.253,1.0017814,0.6740449,0.3134725,0.0824804,0.2099801,41.9,20.5,0.1,0.31,4.301,32.6,564.3,213.9,5,6.9,1,24.6,0,56.5,69.4,15.9,0.4,0.9,0.5,0.28,27.6,74.6,1.6,5.8,998.2206462,12923392.29,Palmerston: Malaan Rd turnoff,-17.59143,145.70355
12,Sloanea macbrydei,Elaeocarpaceae,1.435,0.9909864,0.5970431,0.3431327,0.097121,0.1992669,63.2,30.6,0.1,0.572,4.501,28.6,549.8,116.8,5,6.3,1,27.5,0,55,48.1,10.7,0.4,0.9,0.8,0.26,25.8,84.3,1.7,6.4,1060.609437,15357240.71,Palmerston: Malaan Rd turnoff,-17.59143,145.70355
14,Sloanea macbrydei,Elaeocarpaceae,1.516,0.8497832,0.6671036,0.3717601,0.0765331,0.19642,35.6,32.8,0.1,0.3,4.684,33.8,346.3,59.9,5,7.2,1,22.7,0,56.8,77.2,17.9,0.2,0.5,0.3,0.28,34.6,70.9,1.6,5.8,998.2206462,12923392.29,Robson Ck,-17.11917,145.62952
