family,SID taxa,spauth,infraspecauth,pdadesc,pdasubgroupdesc,method,animalgp,animalspecies,dispnotes,refshort,refdesc
POACEAE,Heteropogon contortus,(L.) P.Beauv. ex Roem. & Schult.,,Animal,Diaspore is carried accidentally,Direct or experimental observation,Mammals (non-bat).,sheep,"Diaspore=spikelet. The diaspore has spiny, spiky, hooked or barbed projections or awns. Spikelets tangle prior to shedding.","(van der Pijl, 1982)","van der Pijl, L. 1982. Principles of Dispersal in Higher Plants. 3rd Edn. Springer-Verlag, New York."
POACEAE,Imperata cylindrica,(L.) P.Beauv.,,Wind,Diaspore is blown by wind,Direct or experimental observation,,,Also dispersed via vegetative spread. Diaspore=spikelet. The seed is plumed. ,"(Ridley, 1930)","Ridley, H.N. 1930. The Dispersal of Plants Throughout the World. William Clowes and Sons Ltd., London."
POACEAE,Ischaemum muticum,L.,,Water,Floating in saltwater currents,Method not stated,,,The diaspore is buoyant.,"(Ridley, 1930)","Ridley, H.N. 1930. The Dispersal of Plants Throughout the World. William Clowes and Sons Ltd., London."
POACEAE,Leptochloa digitata,(R.Br.) Domin,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Lophatherum gracile,Brongn.,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,Mammals (non-bat).,,"Diaspore=spikelet. The diaspore has spiny, spiky, hooked or barbed projections or awns.","(van der Pijl, 1982)","van der Pijl, L. 1982. Principles of Dispersal in Higher Plants. 3rd Edn. Springer-Verlag, New York."
POACEAE,Monachather paradoxus,Steud.,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Oplismenus hirtellus,(L.) P.Beauv.,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,,,"Diaspore=spikelet. The diaspore has spiny, spiky, hooked or barbed projections or awns.","(Mori & Brown, 1998)","Mori, S.A. and Brown, J.L. 1998. Epizoochorous dispersal by barbs, hooks, and spines in a lowland moist forest in central French Guiana. Brittonia, 50:165-173."
POACEAE,Panicum decompositum,R.Br.,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Panicum effusum,R.Br.,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Panicum effusum,R.Br.,,Wind,Diaspore is blown by wind,Assumption based upon diaspore morphology,,,,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
POACEAE,Panicum trichoides,Sw.,,Water?,,Assumption based upon diaspore morphology,,,,"(Foster et al., 1986)","Foster, R.B., Arce, J.B. and Wachter, T.S. 1986. Dispersal and the sequential plant communities in Amazonian Peru floodplain. In: Frugivores and Seed Dispersal (Ed. by A. Estrada and T.H. Fleming), pp.357-370. Dr W. Junk Publishers, Dordrecht."
POACEAE,Paractaenum novae-hollandiae,P.Beauv.,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Paspalidium basicladum,Hughes,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Paspalidium clementii,(Domin) C.E.Hubb.,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Paspalidium constrictum,(Domin) C.E.Hubb.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Phragmites australis,(Cav.) Trin. ex Steud.,,Combination: water+wind+animal,,Method not stated,,,,"(Bouman et al., 2000)","Bouman, F., Boeswinkel, D., Bregman, R., Devente, N. and Oostermeijer, G. 2000. Verspreiding van Zaden. KNNV Uitgeverij, Utrecht."
POACEAE,Saccharum spontaneum,L.,,Wind,Diaspore is blown by wind,Method not stated,,,Diaspore=spikelet. The seed is plumed.,"(Ridley, 1930)","Ridley, H.N. 1930. The Dispersal of Plants Throughout the World. William Clowes and Sons Ltd., London."
POACEAE,Schizachyrium fragile,(R.Br.) A.Camus,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,Secondary dispersal along the ground surface is achieved via movement of the diaspore in response to changes in humidity (hygroscopic movement).,"(van Rheede van Oudtshoorn & van Rooyen, 1999)","van Rheede van Oudtshoorn, K. and van Rooyen, M.W. 1999. Dispersal Biology of Desert Plants. Adaptations of Desert Organisms. Springer-Verlag, Berlin."
POACEAE,Schizachyrium fragile,(R.Br.) A.Camus,,Water,Wetting by rain or dew,Direct or experimental observation,,,"The plant has humidity sensitive appendages that open to release seeds. One awn twists in response to changes in humidity, causing the diaspore to jerk and creep along the ground.","(van der Pijl, 1982)","van der Pijl, L. 1982. Principles of Dispersal in Higher Plants. 3rd Edn. Springer-Verlag, New York."
POACEAE,Sorghum leiocladum,(Hack.) C.E.Hubb.,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,,,,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
POACEAE,Sporobolus actinocladus,(F.Muell.) F.Muell.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Sporobolus caroli,Mez,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Thyridolepis mitchelliana,(Nees) S.T.Blake,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Tragus australianus,S.T.Blake,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,Mammals (non-bat).,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Tripogon loliiformis,(F.Muell.) C.E.Hubb.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Triraphis mollis,R.Br.,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
PODOCARPACEAE,Lagarostrobos franklinii,(Hook.f.) C.J.Quinn,,Water,Floating in freshwater currents,Direct or experimental observation,,Platycercus caledonicus (green rosella),Also dispersed by birds and via vegetative spread. Diaspore=seed. The diaspore is buoyant. ,"(Gibson et al., 1995)","Gibson, N., Barker, P.C.J., Cullen, P.J. and Shapcott, A. 1995. Conifers of southern Australia. In: Ecology of the Southern Conifers (Ed. by N.J. Enright and R.S. Hill), pp. 223-251. Smithsonian Institute Press, Washington."
PODOCARPACEAE,Microcachrys tetragona,(Hook.) Hook.f.,,Animal,Diaspore is eaten intentionally,Direct or experimental observation,Birds.,Strepera fuliginosa (black currawong),Diaspore=cone. The fruit is fleshy/juicy.,"(Gibson et al., 1995)","Gibson, N., Barker, P.C.J., Cullen, P.J. and Shapcott, A. 1995. Conifers of southern Australia. In: Ecology of the Southern Conifers (Ed. by N.J. Enright and R.S. Hill), pp. 223-251. Smithsonian Institute Press, Washington."
PODOCARPACEAE,Phyllocladus aspleniifolius,(Labill.) Hook.f.,,Animal,Diaspore is eaten intentionally,Direct or experimental observation,Mammals (non-bat)+birds.,possums,Diaspore=seed. The seed has an aril or aril-like structure.,"(Gibson et al., 1995)","Gibson, N., Barker, P.C.J., Cullen, P.J. and Shapcott, A. 1995. Conifers of southern Australia. In: Ecology of the Southern Conifers (Ed. by N.J. Enright and R.S. Hill), pp. 223-251. Smithsonian Institute Press, Washington."
PODOCARPACEAE,Podocarpus drouynianus,F.Muell.,,Animal,Diaspore is eaten intentionally,Direct or experimental observation,Birds.,Dromaius novaehollandiae (emu),Also dispersed via vegetative spread. Diaspore=seed. The diaspore has a fleshy receptacle. ,"(Gibson et al., 1995)","Gibson, N., Barker, P.C.J., Cullen, P.J. and Shapcott, A. 1995. Conifers of southern Australia. In: Ecology of the Southern Conifers (Ed. by N.J. Enright and R.S. Hill), pp. 223-251. Smithsonian Institute Press, Washington."
PODOCARPACEAE,Podocarpus lawrencei,Hook.f.,,Animal,Diaspore is eaten intentionally,Assumption based upon diaspore morphology,Birds.,,Diaspore=seed. The seed has an aril or aril-like structure.,"(Gibson et al., 1995)","Gibson, N., Barker, P.C.J., Cullen, P.J. and Shapcott, A. 1995. Conifers of southern Australia. In: Ecology of the Southern Conifers (Ed. by N.J. Enright and R.S. Hill), pp. 223-251. Smithsonian Institute Press, Washington."
PODOCARPACEAE,Prumnopitys ladei,(Bailey) de Laub.,,Animal,Diaspore is eaten intentionally,Method not stated,Birds/bats.,,,"(Enright & Ogden, 1995)","Enright, N.J. and Ogden, J. 1995. The southern conifers - a synthesis. In: Ecology of the Southern Conifers (Ed. by N.J. Enright and R.S. Hill), pp. 271-287. Smithsonian Institute Press, Washington."
PORTULACACEAE,Portulaca filifolia,F.Muell.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
PORTULACACEAE,Portulaca oleracea,L.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
PRIMULACEAE,Aegiceras corniculatum,(L.) Blanco,,Water,Floating in saltwater currents,Direct or experimental observation,,,,"(Tomlinson, 1986)","Tomlinson, P.B. 1986. The Botany of Mangroves. Cambridge University Press, Cambridge."
PROTEACEAE,Banksia ericifolia,L.f.,,Wind,Diaspore is blown by wind,Direct or experimental observation,,,"Diaspore=seed. The diaspore has wings or wing-like features. The species is serotinous, with release of seeds triggered by fire.","(Whelan, 1986)","Whelan, R.J. 1986. Seed dispersal in relation to fire. In: Seed Dispersal (Ed. by D.R. Murray), pp. 237-271. Academic Press, Australia."
PROTEACEAE,Grevillea striata,R.Br.,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
PROTEACEAE,Hakea eyreana,(S.Moore) McGill.,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
PROTEACEAE,Hakea grammatophylla,(F.Muell.) F.Muell.,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
PROTEACEAE,Hakea leucoptera,R.Br.,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
PROTEACEAE,Hakea microcarpa,R.Br.,,Wind,Diaspore is blown by wind,Assumption based upon diaspore morphology,,,,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
PROTEACEAE,Hakea minyma,Maconochie,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
RANUNCULACEAE,Anemone crassifolia,Hook.,,Animal,Diaspore is carried accidentally,Method not stated,Mammals (non-bat).,,"Diaspore=achene. The diaspore has spiny, spiky, hooked or barbed projections or awns.","(Ridley, 1930)","Ridley, H.N. 1930. The Dispersal of Plants Throughout the World. William Clowes and Sons Ltd., London."
RANUNCULACEAE,Clematis aristata,R.Br. ex Ker Gawl.,,Wind,Diaspore is blown by wind,Assumption based upon diaspore morphology,,,,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
RANUNCULACEAE,Ranunculus lappaceus,Sm.,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,,,,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
RHAMNACEAE,Ventilago viminalis,Hook.,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
RHIZOPHORACEAE,Bruguiera cylindrica,(L.) Bl.,,Water,Floating in saltwater currents,Direct or experimental observation,,,Diaspore=seedling+fruit,"(Tomlinson, 1986)","Tomlinson, P.B. 1986. The Botany of Mangroves. Cambridge University Press, Cambridge."
RHIZOPHORACEAE,Bruguiera exaristata,Ding Hou,,Water,Floating in saltwater currents,Direct or experimental observation,,,Diaspore=seedling,"(Tomlinson, 1986)","Tomlinson, P.B. 1986. The Botany of Mangroves. Cambridge University Press, Cambridge."
RHIZOPHORACEAE,Bruguiera parviflora,Wight & Arn. ex G.W.Griff.,,Water,Floating in saltwater currents,Direct or experimental observation,,,Diaspore=seedling+fruit,"(Tomlinson, 1986)","Tomlinson, P.B. 1986. The Botany of Mangroves. Cambridge University Press, Cambridge."
RHIZOPHORACEAE,Bruguiera sexangula,(Lour.) Poir.,,Water,Floating in saltwater currents,Direct or experimental observation,,,Diaspore=seedling+fruit,"(Tomlinson, 1986)","Tomlinson, P.B. 1986. The Botany of Mangroves. Cambridge University Press, Cambridge."
RHIZOPHORACEAE,Carallia brachiata,(Lour.) Merr.,,Animal,Diaspore is eaten intentionally,Direct or experimental observation,Birds.,,Diaspore=fruit. Fruit is fleshy.,"(Corlett, 1996)","Corlett, R.T. 1996. Characteristics of vertebrate-dispersed fruits in Hong Kong. Journal of Tropical Ecology, 12:819-833."
RHIZOPHORACEAE,Ceriops tagal,(Perr.) C.B.Robinson,,Water,Floating in saltwater currents,Direct or experimental observation,,,Diaspore=seedling,"(Tomlinson, 1986)","Tomlinson, P.B. 1986. The Botany of Mangroves. Cambridge University Press, Cambridge."
RHIZOPHORACEAE,Rhizophora apiculata,Bl.,,Water,Floating in saltwater currents,Direct or experimental observation,,,Diaspore=seedling,"(Tomlinson, 1986)","Tomlinson, P.B. 1986. The Botany of Mangroves. Cambridge University Press, Cambridge."
RHIZOPHORACEAE,Rhizophora mucronata,Poir.,,Water,Floating in saltwater currents,Direct or experimental observation,,,Diaspore=seedling,"(Tomlinson, 1986)","Tomlinson, P.B. 1986. The Botany of Mangroves. Cambridge University Press, Cambridge."
RHIZOPHORACEAE,Rhizophora stylosa,Griff.,,Water,Floating in saltwater currents,Direct or experimental observation,,,Diaspore=seedling,"(Tomlinson, 1986)","Tomlinson, P.B. 1986. The Botany of Mangroves. Cambridge University Press, Cambridge."
ROSACEAE,Acaena novae-zelandiae,Kirk,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,,,,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
ROSACEAE,Acaena ovina,A.Cunn.,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,,,,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
ROSACEAE,Geum urbanum,L.,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,Mammals (non-bat).,,"Diaspore=fruit. The diaspore has spiny, spiky, hooked or barbed projections or awns.","(Ridley, 1930)","Ridley, H.N. 1930. The Dispersal of Plants Throughout the World. William Clowes and Sons Ltd., London."
ROSACEAE,Rubus parvifolius,L.,,Animal,Diaspore is eaten intentionally,Assumption based upon diaspore morphology,,,Diaspore=fruit. Fruit is fleshy,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
RUBIACEAE,Coprosma hirtella,Labill.,,Animal,Diaspore is eaten intentionally,Direct or experimental observation,Birds.,,The fruit is fleshy/juicy.,"(O'Dowd & Gill, 1986)","O'Dowd, D.J. and Gill, A.M. 1986. Seed dispersal syndromes in Australian Acacia. In: Seed Dispersal (Ed. by D.R.Murray), pp 87-123. Academic Press, London."
RUBIACEAE,Scyphiphora hydrophylacea,C.F.Gaertn,,Water,Floating in saltwater currents,Method not stated,,,Diaspore=capsule. The diaspore is buoyant.,"(Murray, 1986)","Murray, D.R. 1986. Seed dispersal by water. In: Seed Dispersal (Ed. by D.R. Murray), pp 49-85. Academic Press, Sydney, Australia."
RUTACEAE,Boronia ledifolia,J.Gay,,Animal,Diaspore is carried intentionally,Direct or experimental observation,Ants.,Aphaenogaster longiceps,,"(Berg, 1975)","Berg, R.Y. 1975. Myrmechorous plants in Australia and their dispersal by ants. Australian Journal of Botany, 23:475-508."
RUTACEAE,Flindersia brayleyana,F.Muell.,,Wind,Diaspore is blown by wind,Assumption based upon diaspore morphology,,,Diaspore=seed. The diaspore has wings or wing-like features.,"(Young & Young, 1992)","Young, J.A. and Young, C.G. 1992. Seeds of Woody Plants in North America. Dioscorides Press, Oregon, Portland."
SANTALACEAE,Exocarpos cupressiformis,Labill.,,Animal,Diaspore is eaten intentionally,Direct or experimental observation,Birds.,,The fruit is fleshy/juicy.,"(O'Dowd & Gill, 1986)","O'Dowd, D.J. and Gill, A.M. 1986. Seed dispersal syndromes in Australian Acacia. In: Seed Dispersal (Ed. by D.R.Murray), pp 87-123. Academic Press, London."
SANTALACEAE,Viscum articulatum,Burm.f.,,Animal,Diaspore is eaten intentionally,Direct or experimental observation,Birds.,,Diaspore=fruit. The fruit is fleshy/juicy. Seeds are viscid.,"(van der Pijl, 1982)","van der Pijl, L. 1982. Principles of Dispersal in Higher Plants. 3rd Edn. Springer-Verlag, New York."
SANTALACEAE,Viscum ovalifolium,DC.,,Animal,Diaspore is eaten intentionally,Direct or experimental observation,Birds.,,Diaspore=fruit. Fruit is fleshy.,"(Corlett, 1996)","Corlett, R.T. 1996. Characteristics of vertebrate-dispersed fruits in Hong Kong. Journal of Tropical Ecology, 12:819-833."
SAPINDACEAE,Atalaya hemiglauca,(F.Muell.) F.Muell. ex Benth.,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
SAPINDACEAE,Cardiospermum halicacabum,L.,,Wind,Diaspore is blown by wind,Method not stated,,,Also dispersed by water. Diaspore=fruit. The diaspore is buoyant. ,"(Ridley, 1930)","Ridley, H.N. 1930. The Dispersal of Plants Throughout the World. William Clowes and Sons Ltd., London."
SAPINDACEAE,Dodonaea aptera,Miq.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Direct or experimental observation,,,Diaspore=seed.,"(Ridley, 1930)","Ridley, H.N. 1930. The Dispersal of Plants Throughout the World. William Clowes and Sons Ltd., London."
SAPINDACEAE,Dodonaea ceratocarpa,Endl.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Direct or experimental observation,,,Diaspore=seed.,"(Ridley, 1930)","Ridley, H.N. 1930. The Dispersal of Plants Throughout the World. William Clowes and Sons Ltd., London."
SAPINDACEAE,Dodonaea ericoides,Miq.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Direct or experimental observation,,,Diaspore=seed.,"(Ridley, 1930)","Ridley, H.N. 1930. The Dispersal of Plants Throughout the World. William Clowes and Sons Ltd., London."
SAPINDACEAE,Dodonaea triangularis,Lindl.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Direct or experimental observation,,,Diaspore=seed.,"(Ridley, 1930)","Ridley, H.N. 1930. The Dispersal of Plants Throughout the World. William Clowes and Sons Ltd., London."
SAPINDACEAE,Dodonaea viscosa,Jacq.,,Animal,Diaspore is carried intentionally,Assumption based upon diaspore morphology,Ants.,,Diaspore=seed. The seed has an elaiosome.,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
SAPINDACEAE,Dodonaea viscosa subsp. angustissima,Jacq.,(DC.) J.G.West,Animal,Diaspore is carried intentionally,Direct or experimental observation,Ants.,Pheidole spp.,Diaspore=seed. The seed has an aril or aril-like structure.,"(van Rheede van Oudtshoorn & van Rooyen, 1999)","van Rheede van Oudtshoorn, K. and van Rooyen, M.W. 1999. Dispersal Biology of Desert Plants. Adaptations of Desert Organisms. Springer-Verlag, Berlin."
SCROPHULARIACEAE,Eremophila duttonii,F.Muell.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
SCROPHULARIACEAE,Eremophila gilesii,F.Muell.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
SCROPHULARIACEAE,Eremophila latrobei,F.Muell.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
SCROPHULARIACEAE,Eremophila longifolia,(R.Br.) F.Muell.,,Animal,Diaspore is eaten intentionally,Assumption based upon diaspore morphology,,,The fruit is fleshy/juicy.,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
SCROPHULARIACEAE,Eremophila maculata,(Ker Gawl.) F.Muell.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
SCROPHULARIACEAE,Eremophila sturtii,R.Br.,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
SIMAROUBACEAE,Ailanthus triphysa,(Dennst.) Alston,,Wind,Diaspore is blown by wind,Method not stated,,,Diaspore=samara. The diaspore has wings or wing-like features.,"(Ridley, 1930)","Ridley, H.N. 1930. The Dispersal of Plants Throughout the World. William Clowes and Sons Ltd., London."
SIMAROUBACEAE,Brucea javanica,(L.) Merr.,,Animal,Diaspore is eaten intentionally,Assumption based upon diaspore morphology,,,Diaspore=fruit. Fruit is fleshy.,"(Corlett, 1996)","Corlett, R.T. 1996. Characteristics of vertebrate-dispersed fruits in Hong Kong. Journal of Tropical Ecology, 12:819-833."
SOLANACEAE,Solanum quadriloculatum,F.Muell.,,Animal,Diaspore is eaten intentionally,Assumption based upon diaspore morphology,,,The fruit is fleshy/juicy.,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
TETRAMELACEAE,Tetrameles nudiflora,R.Br.,,Wind,Diaspore is blown by wind,Direct or experimental observation,,,Diaspore=seed. The diaspore has wings or wing-like features.,"(Ridley, 1930)","Ridley, H.N. 1930. The Dispersal of Plants Throughout the World. William Clowes and Sons Ltd., London."
THYMELAEACEAE,Wikstroemia indica,(L.) C.A.Mey.,,Animal,Diaspore is eaten intentionally,Direct or experimental observation,Birds.,,Diaspore=fruit. Fruit is fleshy.,"(Corlett, 1996)","Corlett, R.T. 1996. Characteristics of vertebrate-dispersed fruits in Hong Kong. Journal of Tropical Ecology, 12:819-833."
URTICACEAE,Parietaria officinalis,L.,,Animal,Diaspore is carried accidentally,Method not stated,,,"Diaspore=fruit+bract/involucre and terminal leaves. The diaspore has spiny, spiky, hooked or barbed projections or awns.","(Kozlowski, 1972)","Kozlowski, T.T. 1972. Seed Biology. Volume 1: Importance, Development and Germination. Academic Press, London."
XANTHORRHOEACEAE,Dianella longifolia,R.Br.,,Animal,Diaspore is eaten intentionally,Assumption based upon diaspore morphology,,,Diaspore=fruit. Fruits are fleshy,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
XANTHORRHOEACEAE,Dianella revoluta,R.Br.,,Animal,Diaspore is eaten intentionally,Assumption based upon diaspore morphology,,,Diaspore=fruit. Fruits are fleshy,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
