speciesName,genus,speciesEpithet,family,speciesNameComments,photosyntheticPathway_confirmed,photosyntheticPathway_inferred,photosyntheticPathway_combined,source,justification,notes,d13C_perMil,d13CReplicate_perMil,ternVegetationBarcode,ternPrimaryGeneticBarcode,plantMaterialType ,ternPlot,latitude,longitude,dateSurveyed,d13CAdditionalSample_perMil,ternPlotAdditionalSample  ,ternPrimaryGeneticBarcodeAdditionalSample  ,plantMaterialTypeAdditionalSample  ,latitudeAdditionalSample  ,longitudeOfAdditionalSample  ,dateSurveyedAdditionalSample  ,facilityYear
Epaltes_australis,Epaltes,australis,Asteraceae,,U,U,U,,,,,,,,,,,,,,,,,,,,
Epilobium_billardierianum,Epilobium,billardierianum,Onagraceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Epilobium_gunnianum,Epilobium,gunnianum,Onagraceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Epilobium_hirtigerum,Epilobium,hirtigerum,Onagraceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eragrostis_advena,Eragrostis,advena,Poaceae,,C4,,C4,"Osborne et al., 2014",,,,,,,,,,,,,,,,,,,
Eragrostis_alveiformis,Eragrostis,alveiformis,Poaceae,,U,U,U,,,,,,,,,,,,,,,,,,,,
Eragrostis_amabilis,Eragrostis,amabilis,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eragrostis_australasica,Eragrostis,australasica,Poaceae,,C4,,C4,"Osborne et al., 2014",,,,,,,,,,,,,,,,,,,
Eragrostis_barrelieri,Eragrostis,barrelieri,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eragrostis_basedowii,Eragrostis,basedowii,Poaceae,,C4,,C4,TERN SIA,,,-13.66,,,SAA 000229,"leaves, stem, & flower parts ",SAASTP0002-53720,-26.27460833,135.0155972,28/06/2012,,,,,,,,CSIRO-2019
Eragrostis_capitula,Eragrostis,capitula,Poaceae,,C4,,C4,TERN SIA,,,-14.31,,,QDA013534,leaves,QDACYP0016,-11.49716,142.4303,,,,,,,,,University of Adeliade-2023
Eragrostis_cassa,Eragrostis,cassa,Poaceae,,C4,,C4,"Osborne et al., 2014",,,,,,,,,,,,,,,,,,,
Eragrostis_cilianensis,Eragrostis,cilianensis,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eragrostis_concinna,Eragrostis,concinna,Poaceae,,C4,,C4,TERN SIA,,,-13.92,,,NTA012130,leaves,NTAGFU0039-53686,-14.6768,133.8822528,14/07/2012,,,,,,,,CSIRO-2019
Eragrostis_confertiflora,Eragrostis,confertiflora,Poaceae,,C4,,C4,"Osborne et al., 2014",,,,,,,,,,,,,,,,,,,
Eragrostis_cumingii,Eragrostis,cumingii,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eragrostis_curvula,Eragrostis,curvula,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eragrostis_desertorum,Eragrostis,desertorum,Poaceae,,C4,,C4,TERN SIA,,,-14.56,,,WAA011431,leaves,WAAPIL0032-58416,-23.18566389,119.2379306,6/8/2016,,,,,,,,CSIRO-2019
Eragrostis_dielsii,Eragrostis,dielsii,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eragrostis_elongata,Eragrostis,elongata,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eragrostis_eriopoda,Eragrostis,eriopoda,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eragrostis_falcata,Eragrostis,falcata,Poaceae,,C4,,C4,TERN SIA,,,-14.73,,,NTA008872,stem,NTAFIN0018-53638,-24.36466389,132.9494417,30/11/2011,,,,,,,,CSIRO-2019
Eragrostis_fallax,Eragrostis,fallax,Poaceae,,C4,,C4,TERN SIA,,,-13.24,,,NTA011244,leaves,NTAGFU0014-53661,-17.75178889,136.9389,14/05/2012,,,,,,,,CSIRO-2019
Eragrostis_kennedyae,Eragrostis,kennedyae,Poaceae,,C4,,C4,"Osborne et al., 2014",,,,,,,,,,,,,,,,,,,
Eragrostis_lacunaria,Eragrostis,lacunaria,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eragrostis_laniflora,Eragrostis,laniflora,Poaceae,,C4,,C4,TERN SIA,,,-14.72,,,NTA016601,leaves ,NTAFIN0001-58009,-24.12430278,133.4679222,4/3/2016,,,,,,,,CSIRO-2019
Eragrostis_lanipes,Eragrostis,lanipes,Poaceae,,C4,,C4,"Osborne et al., 2014",,,,,,,,,,,,,,,,,,,
Eragrostis_leptocarpa,Eragrostis,leptocarpa,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eragrostis_leptostachya,Eragrostis,leptostachya,Poaceae,,C4,,C4,"Osborne et al., 2014",,,,,,,,,,,,,,,,,,,
Eragrostis_minor,Eragrostis,minor,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eragrostis_parviflora,Eragrostis,parviflora,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eragrostis_pergracilis,Eragrostis,pergracilis,Poaceae,,C4,,C4,TERN SIA,,,-13.03,,,WAA009427,leaves ,WAAPIL0014-57611,-22.63589903,118.2248548,6/9/2015,,,,,,,,CSIRO-2019
Eragrostis_pilosa,Eragrostis,pilosa,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eragrostis_pubescens,Eragrostis,pubescens,Poaceae,,C4,,C4,"Osborne et al., 2014",,,,,,,,,,,,,,,,,,,
Eragrostis_retinens,Eragrostis,retinens,Poaceae,,U,U,U,,,,,,,,,,,,,,,,,,,,
Eragrostis_rigidiuscula,Eragrostis,rigidiuscula,Poaceae,,C4,,C4,TERN SIA,,,-13.45,,,WAA  007331,leaves & stem,WAAVIB0003,-16.00626111,128.0233278,7/6/2016,,,,,,,,University of Adelaide-2023
Eragrostis_schultzii,Eragrostis,schultzii,Poaceae,,C4,,C4,TERN SIA,,,-12.98,-13.11,,NTA011547,stem,NTAGFU0017-53664,-17.35489722,137.1579611,17/05/2012,,,,,,,,CSIRO-2019
Eragrostis_setifolia,Eragrostis,setifolia,Poaceae,,C4,,C4,"Caddy-Retalic, 2017",,,,,,,,,,,,,,,,,,,
Eragrostis_speciosa,Eragrostis,speciosa,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eragrostis_stagnalis,Eragrostis,stagnalis,Poaceae,,C4,,C4,TERN SIA,,,-13.27,,,NTA  007983,leaves,NTAGFU0033-53680,-14.17696111,134.3554806,8/7/2012,,,,,,,,CSIRO-2019
Eragrostis_tenellula,Eragrostis,tenellula,Poaceae,,C4,,C4,TERN SIA,,,-14.85,,,NTA012660,stem,NTAMGD0003-58431,-17.35820833,133.4389333,28/04/2016,,,,,,,,CSIRO-2019
Eragrostis_xerophila,Eragrostis,xerophila,Poaceae,,C4,,C4,TERN SIA,,,-14.62,,,NTA008540,leaves & stem,NTAFIN0012,-25.47658889,135.2584222,21/03/2013,,,,,,,,University of Adelaide-2023
Eremaea_ebracteata,Eremaea,ebracteata,Myrtaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Eremaea_pauciflora,Eremaea,pauciflora,Myrtaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eremochloa_bimaculata,Eremochloa,bimaculata,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eremophea_spinosa,Eremophea,spinosa,Amaranthaceae,,C3,,C3,TERN SIA,,,-24.14,,,NTA008307,leaves,NTAFIN0007-53627,-23.94118611,133.4360389,12/10/2011,,,,,,,,CSIRO-2019
Eremophila_alternifolia,Eremophila,alternifolia,Scrophulariaceae,,C3,,C3,TERN SIA,Photosynthesis of other species in this genus,,-23.44,,,WAA  002013,leaves ,WAACOO0025-53452,-30.19511944,120.5987833,29/11/2013,,,,,,,,University of Adelaide-2020
Eremophila_bignoniflora,Eremophila,bignoniflora,Scrophulariaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eremophila_bignoniiflora,Eremophila,bignoniiflora,Scrophulariaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eremophila_bowmanii,Eremophila,bowmanii,Scrophulariaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eremophila_caespitosa,Eremophila,caespitosa,Scrophulariaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,,,,,,,,,,,,,,,,,,
Eremophila_caperata,Eremophila,caperata,Scrophulariaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,,,,,,,,,,,,,,,,,,
Eremophila_clarkei,Eremophila,clarkei,Scrophulariaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",,,,,,,,,,,,,,,,,,,
Eremophila_cordatisepala,Eremophila,cordatisepala,Scrophulariaceae,,C3,,C3,TERN SIA,,,-26.21,-26.3,,QDA  008028,leaves,QDASSD0015-56924,-23.188075,138.1930944,8/5/2014,,,,,,,,CSIRO-2019
Eremophila_cuneifolia,Eremophila,cuneifolia,Scrophulariaceae,,C3,,C3,TERN SIA,,,-24.48,-24.59,,WAA  007125,leaves,WAAPIL0019-57614,-22.30292222,119.0129083,9/9/2015,,,,,,,,CSIRO-2019
Eremophila_debilis,Eremophila,debilis,Scrophulariaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,,,,,,,,,,,,,,,,,,
Eremophila_decipiens,Eremophila,decipiens,Scrophulariaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,,,,,,,,,,,,,,,,,,
Eremophila_dempsteri,Eremophila,dempsteri,Scrophulariaceae,,C3,,C3,TERN SIA,,,-28.36,-28.34,,WAA  003592,leaves,WAAMAL0001-56962,-32.06314167,126.2793083,27/06/2014,,,,,,,,CSIRO-2019
Eremophila_deserti,Eremophila,deserti,Scrophulariaceae,,C3,,C3,"Caddy-Retalic, 2017",,,,,,,,,,,,,,,,,,,
Eremophila_divaricata,Eremophila,divaricata,Scrophulariaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,,,,,,,,,,,,,,,,,,
Eremophila_drummondii,Eremophila,drummondii,Scrophulariaceae,,C3,,C3,TERN SIA,,,-24.95,,,WAA  001301,leaves,WAACOO0007-53440,-31.60672222,119.8075472,23/08/2013,,,,,,,,University of Adelaide-2020
Eremophila_duttonii,Eremophila,duttonii,Scrophulariaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eremophila_eriocalyx,Eremophila,eriocalyx,Scrophulariaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,,,,,,,,,,,,,,,,,,
Eremophila_exilifolia,Eremophila,exilifolia,Scrophulariaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,,,,,,,,,,,,,,,,,,
Eremophila_fallax,Eremophila,fallax,Scrophulariaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,,,,,,,,,,,,,,,,,,
Eremophila_flaccida,Eremophila,flaccida,Scrophulariaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,,,,,,,,,,,,,,,,,,
Eremophila_forrestii,Eremophila,forrestii,Scrophulariaceae,,C3,,C3,TERN SIA,,,-28.29,,,WAA  005289,leaves,WAALSD0001-53569,-25.09664444,120.7239639,15/05/2014,,,,,,,,CSIRO-2019
Eremophila_freelingii,Eremophila,freelingii,Scrophulariaceae,,C3,,C3,TERN SIA,,,-27.58,,,NTA008109,leaves,NTAFIN0004-53624,-24.18724167,133.3763667,6/10/2011,,,,,,,,CSIRO-2019
Eremophila_galeata,Eremophila,galeata,Scrophulariaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,,,,,,,,,,,,,,,,,,
Eremophila_georgei,Eremophila,georgei,Scrophulariaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,,,,,,,,,,,,,,,,,,
Eremophila_gilesii,Eremophila,gilesii,Scrophulariaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,,,,,,,,,,,,,,,,,,
Eremophila_glabra,Eremophila,glabra,Scrophulariaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eremophila_goodwinii,Eremophila,goodwinii,Scrophulariaceae,,C3,,C3,TERN SIA,,,-26.15,,,NSA012938,leaves,NSAMDD0028-56988,-31.49143889,144.1828167,13/08/2014,,,,,,,,CSIRO-2019
Eremophila_granitica,Eremophila,granitica,Scrophulariaceae,,C3,,C3,TERN SIA,,,-25.86,,,WAA  002017,leaves ,WAACOO0024-53451,-30.18542222,120.6441389,26/11/2013,,,,,,,,University of Adelaide-2020
Eremophila_hygrophana,Eremophila,hygrophana,Scrophulariaceae,,C3,,C3,TERN SIA,,,-25.38,-25.45,,SAA  004117,leaves,SAAGVD0003-56927,-29.32168889,130.4461611,4/9/2014,,,,,,,,CSIRO-2019
Eremophila_interstans,Eremophila,interstans,Scrophulariaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,,,,,,,,,,,,,,,,,,
Eremophila_ionantha,Eremophila,ionantha,Scrophulariaceae,,C3,,C3,TERN SIA,,,-26.65,,,WAA  000859,leaves ,WAACOO0003-53447,-31.39997222,119.6478611,10/7/2013,,,,,,,,University of Adelaide-2020
Eremophila_jucunda,Eremophila,jucunda,Scrophulariaceae,,C3,,C3,TERN SIA,,,-29.18,,,WAA009134,leaves ,WAAPIL0013-57610,-22.61085556,118.2939361,5/9/2015,,,,,,,,University of Adelaide-2020
Eremophila_labrosa,Eremophila,labrosa,Scrophulariaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,,,,,,,,,,,,,,,,,,
Eremophila_lanceolata,Eremophila,lanceolata,Scrophulariaceae,,C3,,C3,TERN SIA,,,-28.9,,,WAA009417,leaves,WAAPIL0014-57611,-22.63589903,118.2248548,6/9/2015,,,,,,,,CSIRO-2019
Eremophila_latrobei,Eremophila,latrobei,Scrophulariaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eremophila_longifolia,Eremophila,longifolia,Scrophulariaceae,,C3,,C3,"Caddy-Retalic, 2017",,,,,,,,,,,,,,,,,,,
Eremophila_macdonnellii,Eremophila,macdonnellii,Scrophulariaceae,,C3,,C3,TERN SIA,,,-26.02,,,NTA008603,leaves,NTAFIN0013-53633,-24.54153611,133.1845722,5/11/2011,,,,,,,,CSIRO-2019
Eremophila_macmillaniana,Eremophila,macmillaniana,Scrophulariaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,,,,,,,,,,,,,,,,,,
Eremophila_maculata,Eremophila,maculata,Scrophulariaceae,,C3,,C3,"Caddy-Retalic, 2017",,,,,,,,,,,,,,,,,,,
Eremophila_magnifica,Eremophila,magnifica,Scrophulariaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,,,,,,,,,,,,,,,,,,
Eremophila_maitlandii,Eremophila,maitlandii,Scrophulariaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,,,,,,,,,,,,,,,,,,
Eremophila_margarethae,Eremophila,margarethae,Scrophulariaceae,,C3,,C3,"Pate et al., 1998",,,,,,,,,,,,,,,,,,,
Eremophila_miniata,Eremophila,miniata,Scrophulariaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,,,,,,,,,,,,,,,,,,
Eremophila_mitchellii,Eremophila,mitchellii,Scrophulariaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eremophila_obovata,Eremophila,obovata,Scrophulariaceae,,C3,,C3,TERN SIA,,,-26.12,,,NTA  005741,leaves,NTASSD0019-53567,-25.09440833,135.6407917,25/03/2013,,,,,,,,CSIRO-2019
Eremophila_oldfieldii,Eremophila,oldfieldii,Scrophulariaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,,,,,,,,,,,,,,,,,,
Eremophila_oppositifolia,Eremophila,oppositifolia,Scrophulariaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eremophila_pantoni,Eremophila,pantoni,Scrophulariaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,,,,,,,,,,,,,,,,,,
Eremophila_phyllopoda,Eremophila,phyllopoda,Scrophulariaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,,,,,,,,,,,,,,,,,,
Eremophila_platycalyx,Eremophila,platycalyx,Scrophulariaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,,,,,,,,,,,,,,,,,,
Eremophila_platythamnos,Eremophila,platythamnos,Scrophulariaceae,,C3,,C3,TERN SIA,,,-28.28,,,WAA  005194,leaves,WAAMUR0030-53464,-27.382775,120.6911528,27/03/2014,,,,,,,,University of Adelaide-2020
Eremophila_pterocarpa,Eremophila,pterocarpa,Scrophulariaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,,,,,,,,,,,,,,,,,,
Eremophila_rotundifolia,Eremophila,rotundifolia,Scrophulariaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,,,,,,,,,,,,,,,,,,
Eremophila_saligna,Eremophila,saligna,Scrophulariaceae,,C3,,C3,TERN SIA,,,-23.94,-23.17,,WAA  003212,leaves,WAAHAM0002-56941,-31.88826111,128.2373306,24/06/2014,,,,,,,,CSIRO-2019
Eremophila_santalina,Eremophila,santalina,Scrophulariaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,,,,,,,,,,,,,,,,,,
Eremophila_scoparia,Eremophila,scoparia,Scrophulariaceae,,C3,,C3,TERN SIA,,,-25.99,,,NSA 011521,leaves ,NSAMDD0013-56982,-33.23765278,141.1064667,4/6/2014,,,,,,,,CSIRO-2019
Eremophila_serrulata,Eremophila,serrulata,Scrophulariaceae,,C3,,C3,TERN SIA,,,-25.48,,,WAA013262,leaves,WAAMUR0001-58498,-28.06511111,121.0137056,1/10/2016,,,,,,,,CSIRO-2019
Eremophila_spuria,Eremophila,spuria,Scrophulariaceae,,C3,,C3,TERN SIA,,,-26.41,,,WAA013336,leaves,WAAMUR0002-58510,-28.143125,120.9661222,1/10/2016,,,,,,,,University of Adelaide-2020
Eremophila_sturtii,Eremophila,sturtii,Scrophulariaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eremophila_willsii,Eremophila,willsii,Scrophulariaceae,,C3,,C3,TERN SIA,,,-26.88,,,NTA008395,leaves,NTAFIN0009-53629,-24.12801944,133.3908944,17/10/2011,,,,,,,,CSIRO-2019
Eremophila_youngii,Eremophila,youngii,Scrophulariaceae,,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",Photosynthesis of other species in this genus,,,,,,,,,,,,,,,,,,
Eriachne_agrostidea,Eriachne,agrostidea,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eriachne_aristidea,Eriachne,aristidea,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eriachne_armitii,Eriachne,armitii,Poaceae,,U,C4,C4 ,"Osborne et al., 2014",Photosynthetic Pathway of other species in genus ,,,,,,,,,,,,,,,,,,
Eriachne_armittii,Eriachne,armittii,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eriachne_avenacea,Eriachne,avenacea,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eriachne_basedowii,Eriachne,basedowii,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eriachne_benthamii,Eriachne,benthamii,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eriachne_burkittii,Eriachne,burkittii,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eriachne_ciliata,Eriachne,ciliata,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eriachne_festucacea,Eriachne,festucacea,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eriachne_filiformis,Eriachne,filiformis,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eriachne_flaccida,Eriachne,flaccida,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eriachne_glauca,Eriachne,glauca,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eriachne_helmsii,Eriachne,helmsii,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eriachne_humilis,Eriachne,humilis,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eriachne_lanata,Eriachne,lanata,Poaceae,,C4,,C4,TERN SIA,,,-13.03,,,WAA009050,stem,WAAPIL0013-57610,-22.61085556,118.2939361,5/9/2015,,,,,,,,CSIRO-2019
Eriachne_major,Eriachne,major,Poaceae,,C4,,C4,TERN SIA,,,-14.64,,,NTA012884,leaves,NTAMGD0005-58495,-17.45584722,133.4835667,29/04/2016,,,,,,,,CSIRO-2019
Eriachne_melicacea,Eriachne,melicacea,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eriachne_mucronata,Eriachne,mucronata,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eriachne_nervosa,Eriachne,nervosa,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eriachne_nodosa,Eriachne,nodosa,Poaceae,,U,C4,C4 ,"Osborne et al., 2014",Photosynthetic Pathway of other species in genus ,,,,,,,,,,,,,,,,,,
Eriachne_obtusa,Eriachne,obtusa,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eriachne_ovata,Eriachne,ovata,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eriachne_pallescens,Eriachne,pallescens,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eriachne_pulchella,Eriachne,pulchella,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eriachne_schultziana,Eriachne,schultziana,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eriachne_squarrosa,Eriachne,squarrosa,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eriachne_stipacea,Eriachne,stipacea,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eriachne_sulcata,Eriachne,sulcata,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eriachne_triodioides,Eriachne,triodioides,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Eriachne_triseta,Eriachne,triseta,Poaceae,,C4,,C4,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Erica_arborea,Erica,arborea,Ericaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Ericksonella_saccharata,Ericksonella,saccharata,Orchidaceae,,U,U,U,,,,,,,,,,,,,,,,,,,,
Ericomyrtus_drummondii,Ericomyrtus,drummondii,Myrtaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Ericomyrtus_serpyllifolia,Ericomyrtus,serpyllifolia,Myrtaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Erigeron_bellidioides,Erigeron,bellidioides,Asteraceae,,U,U,U,,,,,,,,,,,,,,,,,,,,
Erigeron_bonariensis,Erigeron,bonariensis,Asteraceae,,C3,,C3,TERN SIA,,,-28.94,,,NSA00022,leaves & flower parts ,NSABHC0001-53596,-31.89335056,141.4337544,29/05/2012,,,,,,,,CSIRO-2019
Erigeron_nitidus,Erigeron,nitidus,Asteraceae,,U,U,U,,,,,,,,,,,,,,,,,,,,
Erigeron_sumatrensis,Erigeron,sumatrensis,Asteraceae,,C3,,C3,TERN SIA,,,-31.28,,, NSA011295,leaves,QDASEQ0002,-26.90262,151.6327,22/05/2014,,,,,,,,University of Adelaide-2023
Eriocaulon_clarksonii,Eriocaulon,clarksonii,Eriocaulaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
