Spp No,VBA TAXON_ID,Species,Common Name,"PERSEED D, S, G, C, Z (F=inadequate data)","PERVEG V, U, W, N, X (F=inadequate data)","T, I, R, M, K (F=inadequate data)","JUVEN 1, 2, 5, 10, 20, 40 (F=inadequate data)","SPP LIFE 3, 10, 20, 50, 100 (F=inadequate data)","INDIV LIFE A, ASP, B, SP, MP, LP (F = inadequate data)","GEOPHYTE Y, N",MINTFI: Y,VIC ADV,"KFRS: 1, 2, 3, N",REFERENCES  ,
2994,502994,Salvia aurea,Golden Salvia,,,,,,,,,,,,
2995,502995,Salvia plebeia,Austral Sage,,,,,,,,,Presumed extinct,,,
2996,502996,Salvia reflexa,Mintweed,,,,,,,,,,,,
2997,502997,Salvia verbenaca,Wild Sage,,,,,,,,,,,,
4949,504949,Salvia verbenaca var. verbenaca,Wild Sage,,,,,,,,,,,,
4950,504950,Salvia verbenaca var. vernalis,Wild Sage,,,,,,,,,,,,
5526,505526,Salvinia molesta,Salvinia,,,,,,,,,,,,
2998,502998,Sambucus australasica,Yellow Elderberry,,,,,,,,,Vulnerable,,,
2999,502999,Sambucus gaudichaudiana,White Elderberry,,,,,,,,,,,,
3000,503000,Sambucus nigra,Common Elder,,,,,,,,,,,,
3001,503001,Samolus repens,,,,,,,,,,,,,
3002,503002,Samolus valerandi,,,,,,,,,,,,,
3003,503003,Sanguisorba minor,Salad Burnet,,,,,,,,,,,,
5638,505638,Sanguisorba minor subsp. magnolii,Salad Burnet,,,,,,,,,,,,
4039,504039,Sanguisorba minor subsp. muricata,Salad Burnet,,,,,,,,,,,,
352,514668,Sannantha crenulata,,S,N,I,F,100,MP,N,,,,"8, 60",
3004,503004,Santalum acuminatum,Sweet Quandong,G,V,T,10,100,LP,N,,,3,1 [5],JUVEN = 5 [5]
3005,517225,Santalum leptocladum,,,,,,,,,,,,,
3006,503006,Santalum murrayanum,Bitter Quandong,G,V,T,10,100,LP,N,,,N,5,
3007,503007,Santalum obtusifolium,Blunt Sandalwood,,,,,,,,,Vulnerable,,,
3008,503008,Saponaria officinalis,Common Soapwort,,,,,,,,,,,,
3009,503009,Sarcochilus australis,Butterfly Orchid,,,,,,,N,,,N,,
3010,503010,Sarcochilus falcatus,Orange-blossom Orchid,,,,,,,N,,Endangered,N,,
3011,503011,Sarcocornia blackiana,Thick-head Glasswort,,,,,,,,,,,,
3012,503012,Sarcocornia quinqueflora,Beaded Glasswort,,,,,,,,,,,,
4947,504947,Sarcocornia quinqueflora subsp. quinqueflora,Beaded Glasswort,,,,,,,,,,,,
4948,504948,Sarcocornia quinqueflora subsp. tasmanica,Beaded Glasswort,,,,,,,,,Poorly known,,,
3013,503013,Sarcopetalum harveyanum,Pearl Vine,,,,,,,,,,,,
3014,503014,Sarcozona praecox,Sarcozona,,,,,,,,,Rare,,,
3015,503015,Sauropus trachyspermus,Slender Spurge,,,,,,,,,Vulnerable,,,
3016,503016,Scabiosa atropurpurea,Pincushion,,,,,,,,,,,,
3017,503017,Scaevola aemula,Fairy Fan-flower,G,X,I,1,100,SP,N,,,2,1,
3018,503018,Scaevola albida,Small-fruit Fan-flower,,,,,,,,,,,,
3019,503019,Scaevola calendulacea,Dune Fan-flower,,,,,,,,,Vulnerable,,,
3020,503020,Scaevola depauperata,Skeleton Fan-flower,,,,,,,,,Endangered,,,
3021,503021,Scaevola hookeri,Creeping Fan-flower,S,,T,2,100,SP,N,,,N,[4],JUVEN = 1 [4]
3023,503023,Scaevola ramosissima,Hairy Fan-flower,PERSEED,PERVEG,,,,,,,,,70,
3024,503024,Scaevola spinescens,Prickly Fan-flower,,,,,,,,,,,,
3025,503025,Scandix pecten-veneris,Shepherd's Needle,,,,,,,,,,,,
3026,503026,Schelhammera undulata,Lilac Lily,,,,,,,,,Rare,,,
3027,503027,Schinus molle,Pepper Tree,D,,T,10,100,,,,,N,,
3028,503028,Schismus barbatus,Arabian Grass,D,X,T,1,100,A,N,,,N,19,
2208,502208,Schizacme montana,Mountain Mitrewort,,,,,,,,,Rare,,,
3029,503029,Schizaea asperula,Rough Comb-fern,,,,,,,,,,,,
3030,517236,Schizaea bifida,,,U,I,2,50,,,,,3,,
3031,503031,Schizaea fistulosa,Narrow Comb-fern,,U,I,2,50,,,,,3,,
3032,503032,Schizeilema fragoseum,Alpine Pennywort,,,,,,,,,Vulnerable,,,
3033,503033,Schkuhria pinnata,Dwarf Marigold,,,,,,,,,,,,
3034,503034,Schoenoplectus dissachanthus,Blunt Club-sedge,,,,,,,,,Endangered,,,
3035,503035,Schoenoplectus erectus,Soft Club-sedge,,,,,,,,,,,,
3036,503036,Schoenoplectus lineolatus,Linear Club-sedge,,,,,,,,,,,,
3037,503037,Schoenoplectus pungens,Sharp Club-sedge,,,,,,,,,,,,
3038,503038,Schoenoplectus tabernaemontani,River Club-sedge,,,,,,,,,,,,
3039,503039,Schoenus apogon,Common Bog-sedge,S,W,T,1,100,ASP,N,,,N,"10, 12, 43",
3040,503040,Schoenus breviculmis,Matted Bog-sedge,,N,I,2,100,,,,,N,,
3041,503041,Schoenus brevifolius,Zig-zag Bog-sedge,,,,,,,,,,,,
3042,503042,Schoenus calyptratus,Alpine Bog-sedge,S,,T,1,100,SP,,,,N,,
3043,503043,Schoenus carsei,Wiry Bog-sedge,,,,,,,,,Rare,,,
3044,503044,Schoenus deformis,Small Bog-sedge,,,,,,,,,Vulnerable,,,
3994,503994,Schoenus ericetorum,Heathy Bog-sedge,,,,,,,,,Rare,,,
3045,503045,Schoenus fluitans,Floating Bog-sedge,,,,,,,,,,,,
3046,503046,Schoenus imberbis,Beardless Bog-sedge,S,X,I,2,20,MP,,,Rare,,55,
3069,503069,Schoenus laevigatus,Short-leaf Bog-sedge,,,,,,,,,Poorly known,,,
3047,503047,Schoenus latelaminatus,Medusa Bog-sedge,S,,T,1,100,,,,,N,,
3055,503055,Schoenus lepidosperma,Slender Bog-sedge,,,,,,,,,,,,
4035,504035,Schoenus lepidosperma subsp. lepidosperma,Slender Bog-sedge,,N,I,5,100,,,,,N,,
4036,504036,Schoenus lepidosperma subsp. pachylepis,Slender Bog-sedge,,,,,,,,,Rare,,,
3048,503048,Schoenus maschalinus,Leafy Bog-sedge,,X,T,2,100,,,,,N,,
3049,503049,Schoenus melanostachys,Black Bog-sedge,,,,,,,,,Rare,,,
3050,503050,Schoenus nanus,Tiny Bog-sedge,,,T,1,100,,,,Rare,N,,
3051,503051,Schoenus nitens,Shiny Bog-sedge,,,,,,,,,,,,
3052,503052,Schoenus racemosus,Tufted Bog-sedge,,,,,,,,,Rare,,,
3053,503053,Schoenus sculptus,Gimlet Bog-sedge,,,,,,,,,Rare,,,
3054,503054,Schoenus subaphyllus,Desert Bog-sedge,G,V,I,1,100,MP,Y,,,N,1,GEOPHYTE but perennating buds close to the surface
3056,503056,Schoenus tesquorum,Soft Bog-sedge,,,,,,,,,,,,
3057,503057,Schoenus turbinatus,Top Bog-sedge,,N,T,2,100,,,,Rare,N,,
5228,505228,Scilla peruviana,Cuban Lily,,,,,,,,,,,,
3174,503174,Scirpus pendulus,Hanging Club-sedge,,,,,,,,,,,,
3058,503058,Scirpus polystachyus,Large-head Club-sedge,,,,,,,,,Rare,,,
3059,503059,Scleranthus annuus,Annual Knawel,,,,,,,,,,,,
5042,517243,Scleranthus biflorus,,,N,T,5,100,MP,,,,N,"[4], 43","PERVEG = W, JUVEN = 1 [4] and 43"
5043,505043,Scleranthus brockiei,Brock Knawel,,,,,,,,,Rare,,,
3061,503061,Scleranthus diander,Tufted Knawel,,,,,,,,,Rare,,,
3062,503062,Scleranthus fasciculatus,Spreading Knawel,F,X,F,5,100,SP,N,,Rare,N,"26, 28",
3063,503063,Scleranthus minusculus,Cushion Knawel,G,X,T,1,100,A,N,,,N,1,
3064,503064,Scleranthus singuliflorus,Mossy Knawel,,N,T,5,100,MP,,,Rare,N,[4],"PERVEG = W, JUVEN = 1 [4]"
3065,503065,Scleroblitum atriplicinum,Starry Goosefoot,,,,,,,,,,,,
3066,503066,Sclerochlamys brachyptera,Short-wing Saltbush,,,,,,,,,,,,
3067,503067,Sclerochloa dura,Hard Meadow-grass,,,,,,,,,,,,
3068,503068,Sclerolaena birchii,Galvanized Burr,,,,,,,,,Poorly known,,,
3070,503070,Sclerolaena convexula,Tall Copperburr,,,,,,,,,Vulnerable,,,
3071,503071,Sclerolaena decurrens,Green Copperburr,,,,,,,,,Vulnerable,,,
3072,503072,Sclerolaena diacantha,Grey Copperburr,S,X,T,2,100,SP,N,,,N,19,
5311,505311,Sclerolaena diacantha (erect shrubby form),Grey Copperburr,S,X,T,2,100,SP,N,,,N,19,
5310,505310,Sclerolaena diacantha (prostrate herbaceous form),Grey Copperburr,S,X,T,2,100,SP,N,,,N,19,
3073,503073,Sclerolaena divaricata,Tangled Copperburr,,,,,,,,,Poorly known,,,
3074,503074,Sclerolaena intricata,Poverty Bush,,,,,,,,,Vulnerable,,,
3075,503075,Sclerolaena lanicuspis,Woolly Copperburr,,,,,,,,,Endangered,,,
3076,503076,Sclerolaena muricata,Black Roly-poly,,,,,,,,,,,,
4974,504974,Sclerolaena muricata var. muricata,Black Roly-poly,,,,,,,,,Poorly known,,,
4975,504975,Sclerolaena muricata var. semiglabra,Dark Roly-poly,,,,,,,,,Poorly known,,,
4955,504955,Sclerolaena muricata var. villosa,Grey Roly-poly,,,,,,,,,,,,
3991,503991,Sclerolaena napiformis,Turnip Copperburr,,,,,,,,,Endangered,,,
3077,503077,Sclerolaena obliquicuspis,Limestone Copperburr,,,,,,,,,,,,
3078,503078,Sclerolaena parviflora,Mallee Copperburr,G,X,F,2,100,SP,N,,,N,19,
3079,503079,Sclerolaena patenticuspis,Spear-fruit Copperburr,,,,,,,,,Vulnerable,,,
3081,503081,Sclerolaena tricuspis,Streaked Copperburr,,,,,,,,,,,,
3082,503082,Sclerolaena uniflora,Two-spined Copperburr,,,,,,,,,Rare,,,
3083,503083,Sclerolaena ventricosa,Salt Copperburr,,,,,,,,,Endangered,,,
3977,503977,Sclerolaena X caput-casuarii,Humped Copperburr,,,,,,,,,Rare,,,
3080,503080,Sclerolaena X ramsayae,Ramsay's Hybrid Copperburr,,,,,,,,,Rare,,,
3084,517260,Sclerostegia arbuscula,,,,,,,,,,,,,
3086,517263,Sclerostegia tenuis,,,,,,,,,,,,,
3087,503087,Scolymus hispanicus,Golden Thistle,,,,,,,,,,,,
3088,503088,Scorzonera laciniata,Scorzonera,,,,,,,,,,,,
4956,504956,Scorzonera laciniata var. calcitrapifolia,Scorzonera,,,,,,,,,,,,
4957,504957,Scorzonera laciniata var. laciniata,Scorzonera,,,,,,,,,,,,
3089,503089,Scutellaria humilis,Dwarf Skullcap,Z,V,T,,,,,,,,9,
3090,503090,Scutellaria mollis,Soft Skullcap,,,,,,,,,Rare,,,
3091,503091,Sebaea albidiflora,White Sebaea,,,,,,,,,,,,
3092,503092,Sebaea ovata,Yellow Sebaea,S,X,T,1,100,A,N,,,N,,
3093,517266,Secale cereale,,,,,,,,,,,,,
4417,504417,Securigera varia,Crown Vetch,,,,,,,,,,,,
3094,503094,Sedum acre,Wall-pepper,,,,,,,,,,,,
7539,507539,Sedum album,White Stonecrop,,,,,,,,,,,,
3095,503095,Sedum caespitosum,Tiny Stonecrop,,,,,,,,,,,,
5187,,Sedum praealtum,,,,,,,,,,,,,
5832,505832,Sedum rupestre,Stonecrop,,,,,,,,,,,,
5668,505668,Sedum sediforme,Stonecrop,,,,,,,,,,,,
7135,507135,Sedum X rubrotinctum,Jelly Bean Plant,,,,,,,,,,,,
3096,503096,Selaginella gracillima,Tiny Selaginella,,,,,,,,,,,,
3097,503097,Selaginella kraussiana,Garden Selaginella,,,,,,,,,,,,
3098,503098,Selaginella uliginosa,Swamp Selaginella,,V,T,1,100,,,,,N,,
3100,503100,Selliera radicans,Shiny Swamp-mat,S,,T,2,100,,,,,N,,
3185,503185,Senecio angulatus,Climbing Groundsel,,,,,,,,,,,,
4958,504958,Senecio bathurstianus,Dissected Fireweed,D,,T,2,100,,,,,3,,
3101,503101,Senecio behrianus,Stiff Groundsel,D,X,K,1,50,ASP,N,,Endangered,,60,reponse is speculative
3102,503102,Senecio biserratus,Jagged Fireweed,,,,2,,,,,,,43,
7136,507153,Senecio campylocarpus,Smooth Fireweed,,,,,,,,,Vulnerable,,,
3104,,Senecio cunninghamii,,,,,,,,,,,,,
3103,503103,Senecio diaschides,Shingle Fireweed,,,,,,,,,Rare,,,
7028,,Senecio distalilobatus,,,,,,,,,,,,,
7162,,Senecio dolichocephalus,,,,,,,,,,,,,
3105,503105,Senecio elegans,Purple Groundsel,,,,,,,,,,,,
5245,,Senecio extensus,,,,,,,,,,,,,
5246,505246,Senecio garlandii,Woolly Ragwort,S,,T,2,100,,,,Endangered,3,,
3106,503106,Senecio georgianus,Grey Fireweed,,,,,,,,,Presumed extinct,,,
7153,,Senecio glabrescens,,,,,,,,,,,,,
3107,503107,Senecio glomeratus,Annual Fireweed,G,,T,2,100,,,,,3,,
7141,,Senecio glomeratus subsp. 1,,,,,,,,,,,,,
7144,,Senecio glomeratus subsp. longifructus,,,,,,,,,,,,,
3108,517291,Senecio glossanthus,,,,,,,,,,,,,
3109,503109,Senecio gregorii,Fleshy Groundsel,,,,,,,,,Rare,,,
3110,503110,Senecio gunnii,Mountain Fireweed,S,X,T,1,100,SP,N,,,N,"[4], 43",PERVEG = U/W [4] unusually resprouting when fires of very low intensity
7173,,Senecio hispidissimus,,,,,,,,,,,,,
4959,517292,Senecio hispidulus,,D,X,T,1,100,ASP,N,,,N,"21, 43",JUVEN = 2[43]
3112,503112,Senecio hypoleucus,Pale Groundsel,,,,,,,,,Vulnerable,,,
7168,,Senecio interpositus,,,,,,,,,,,,,
3113,503113,Senecio jacobaea,,,,,,,,,,,,,
5524,,Senecio lageniformis,,D,,T,1,,,,,,,10,Senecio lageniformis [10]
7163,,Senecio lanibracteus,,,,,,,,,,,,,
3115,503115,Senecio linearifolius,Fireweed Groundsel,G,,,2,,,,,,2,43,
5520,,Senecio linearifolius var. 1 (type variant),,,,,,,,,,,,,
5518,,Senecio linearifolius var. 5 (Montane),,,,,,,,,,,,,
7541,,Senecio linearifolius var. 7 (Eastern),,,,,,,,,,,,,
5517,,Senecio linearifolius var. gariwerdensis,,,,,,,,,,,,,
5519,,Senecio linearifolius var. graniticola,,,,,,,,,,,,,
7145,,Senecio linearifolius var. intermedius,,,,,,,,,,,,,
7165,,Senecio longicollaris,,,,,,,,,,,,,
3116,503116,Senecio macrocarpus,Large-headed Fireweed,C,U,T,2,10,SP,N,,Endangered,N,48,
5937,505937,Senecio madagascariensis,African Fireweed,,,,,,,,,,,,
7171,,Senecio microbasis,,,,,,,,,,,,,
3119,503119,Senecio minimus,Shrubby Fireweed,G,,T,1,100,,N,,,N,[4],"PERSEED = D [4, Alpine Ash Forest]"
3982,503982,Senecio murrayanus,Murray Groundsel,,,,,,,,,Presumed extinct,,,
7166,,Senecio nigrapicus,,,,,,,,,,,,,
7169,,Senecio niveoplanus,,,,,,,,,,,,,
3120,503120,Senecio odoratus,Scented Groundsel,,,T,2,,,,,,,5,
3122,503122,Senecio pectinatus var. major,Alpine Groundsel,Z,U,T,2,100,MP,N,,Rare,,"26, 28",
4961,504961,Senecio picridioides,Hawkbit Fireweed,,,,,,,,,,,,
3117,,Senecio pilosicristus,,,,,,,,,,,,,
3114,503114,Senecio pinnatifolius,Variable Groundsel,G,X,T,1,100,SP,N,,,N,1,
5522,517310,Senecio pinnatifolius var. 2,,,,,,,,,,,,,
5244,,Senecio pinnatifolius var. 3,,,,,,,,,,,,,
5108,517313,Senecio pinnatifolius var. alpinus,,S,W,T,1,100,SP,N,,,N,4,
5243,505243,Senecio pinnatifolius var. pinnatifolius,Rock Groundsel,,,,1,,,,,,,43,
3123,503123,Senecio platylepis,Toothed Groundsel,,,,,,,,,Rare,,,
3126,503126,Senecio prenanthoides,Beaked Fireweed,,,,,,,,,,,,
4659,504659,Senecio psilocarpus,Swamp Fireweed,,,,,,,,,Vulnerable,,,
3242,503242,Senecio pterophorus,African Daisy,,,,,,,,,,,,
3124,503124,Senecio quadridentatus,Cotton Fireweed,D,X,T,1,100,ASP,N,,,N,"9, 19, 43",JUVEN = 2[43]
3125,503125,Senecio runcinifolius,Tall Fireweed,,,,,,,,,,,,
5523,505523,Senecio spanomerus,Mallee Groundsel,G,X,T,2,100,SP,N,,,N,19,
5521,,Senecio spathulatus,,,,,,,,,,,,,
7175,517320,Senecio squarrosus,,,,,,,,,,,,,
7176,,Senecio tenuiflorus,,G,,T,1,100,,N,,,N,43,JUVEN = 2[43]
3130,,Senecio vagus,,,,,,,,,,,,,
3131,503131,Senecio velleioides,Forest Groundsel,,,,,,,,,,,,
3132,503132,Senecio vulgaris,Common Groundsel,,,,,,,,,,,,
3121,503121,Senecio X orarius,Coast Fireweed,,,,,,,,,Rare,,,
662,500662,Senna aciphylla,Sprawling Cassia,,,,,,,,,Rare,,,
664,500664,Senna artemisioides spp. agg.,Desert Cassia,,,,,,,,,,,,
7146,507146,Senna barclayana,Pepper-leaf Senna,,,,,,,,,,,,
663,500663,Senna form taxon 'artemisioides',Silver Cassia,,,,,,,,,Endangered,,,
4354,504354,Senna form taxon 'coriacea',Broad-leaf Desert Cassia,,,,,,,,,,,,
4355,504355,Senna form taxon 'filifolia',Fine-leaf Desert Cassia,,X,T,5,100,MP,N,,,N,19,
4356,504356,Senna form taxon 'petiolaris',Woody Cassia,,,,,,,,,,,,
4252,504252,Senna form taxon 'zygophylla',Narrow-leaf Desert Cassia,,,,,,,,,,,,
665,500665,Senna multiglandulosa,Downy Senna,,,,,,,,,,,,
5452,,Sesbania cannabina,,,,,,,,,,,,,
3135,503135,Setaria italica,Italian Millet,,,,,,,,,,,,
3133,503133,Setaria parviflora,Slender Pigeon Grass,,,,,,,,,,,,
3134,,Setaria pumila,,,,,,,,,,,,,
3136,503136,Setaria verticillata,Whorled Pigeon-grass,,,,,,,,,,,,
3137,503137,Setaria viridis,Green Pigeon-grass,,,,,,,,,,,,
3138,503138,Sherardia arvensis,Field Madder,S,,T,1,100,,,,,N,,
3139,503139,Sicyos australis,Star Cucumber,,,,,,,,,Vulnerable,,,
5018,505018,Sida aff. corrugata (grey-leaf Boort form),Variable Sida (grey-leaf form),,,,,,,,,Endangered,,,
3140,503140,Sida ammophila,Sand Sida,,,,,,,,,Vulnerable,,,
3141,503141,Sida corrugata,Variable Sida,F,U,F,1,50,MP,N,,,,62,
3142,503142,Sida fibulifera,Pin Sida,,,,,,,,,Vulnerable,,,
3143,503143,Sida intricata,Twiggy Sida,,,,,,,,,Vulnerable,,,
3145,503145,Sida rhombifolia,Paddy's Lucerne,,,,,,,,,,,,
3146,503146,Sida spodochroma,Limestone Sida,,,,,,,,,Vulnerable,,,
3147,503147,Sida trichopoda,Narrow-leaf Sida,,,,,,,,,,,,
3978,503978,Sigesbeckia australiensis,Cobber Weed,S,X,,2,100,ASP,N,,,N,21,
3149,517347,Sigesbeckia orientalis,,D,X,T,1,100,ASP,N,,,N,9,
3981,517349,Silene apetala,,D,X,T,1,100,A,N,,,N,19,
3150,503150,Silene conica,Striated Catchfly,,,,,,,,,,,,
5318,505318,Silene dichotoma,Forked Catchfly,,,,,,,,,,,,
5319,505319,Silene dioica,Red Campion,,,,,,,,,,,,
3151,503151,Silene gallica,French Catchfly,,,,,,,,,,,,
4965,504965,Silene gallica var. gallica,French Catchfly,S,,T,1,100,,,,,N,,
4966,504966,Silene gallica var. quinquevulnera,Spotted Catchfly,,,,,,,,,,,,
3154,503154,Silene latifolia,,,,,,,,,,,,,
3152,503152,Silene longicaulis,Portuguese Catchfly,,,,,,,,,,,,
3153,503153,Silene nocturna,Mediterranean Catchfly,,,,,,,,,,,,
7178,507178,Silene pendula,Nodding Catchfly,,,,,,,,,,,,
3155,503155,Silene vulgaris,Bladder Campion,,,,,,,,,,,,
2983,502983,Siloxerus multiflorus,Small Wrinklewort,S,,T,1,100,,,,,N,,
3156,503156,Silybum marianum,Variegated Thistle,D,,T,2,50,,,,,N,,
3157,503157,Sinapis alba var. alba,,,,,,,,,,,,,
3158,503158,Sinapis arvensis,Charlock,,,,,,,,,,,,
3159,503159,Sisymbrium erysimoides,Smooth Mustard,,,,,,,,,,,,
3160,503160,Sisymbrium irio,London Rocket,,,,,,,,,,,,
3161,503161,Sisymbrium officinale,Hedge Mustard,,,,,,,,,,,,
3162,503162,Sisymbrium orientale,Indian Hedge-mustard,,,,,,,,,,,,
3163,503163,Sisyrinchium iridifolium,Striped Rush-leaf,,,,,,,,,,,,
3164,503164,Sisyrinchium sp. A,Scour-weed,,,,,,,,,,,,
3166,503166,Smilax australis,Austral Sarsaparilla,,,,,,,,,,,,
3168,503168,Solanum americanum,Glossy Nightshade,,,,,,,,,,,,
3169,503169,Solanum aviculare,Kangaroo Apple,,,,,,,,,,,,
5411,505411,Solanum betaceum,Tamarillo,,,,,,,,,,,,
3171,503171,Solanum chenopodioides,Whitetip Nightshade,,,,,,,,,,,,
3172,503172,Solanum cinereum,Narrawa Burr,,,,,,,,,Poorly known,,,
3173,503173,Solanum coactiliferum,Western Nightshade,,,,,,,,,Endangered,,,
3127,503127,Solanum douglasii,Douglas' Nightshade,,,,,,,,,,,,
3175,503175,Solanum elaeagnifolium,Silver-leaf  Nightshade,,,,,,,,,,,,
3167,503167,Solanum eremophilum,Hairy Nightshade,,,,,,,,,Poorly known,,,
3176,503176,Solanum esuriale,Quena,,,,,,,,,,,,
3177,503177,Solanum furcatum,Broad Nightshade,,,,,,,,,,,,
5320,505320,Solanum hispidum,,,,,,,,,,,,,
3179,503179,Solanum laciniatum,Large Kangaroo Apple,S,X,T,2,100,SP,N,,,3,[5],PERVEG = W [5]
3180,503180,Solanum lacunarium,Lagoon Nightshade,,,,,,,,,Vulnerable,,,
3999,503999,Solanum laxum,Jasmine Nightshade,,,,,,,,,,,,
3181,503181,Solanum linearifolium,Mountain Kangaroo Apple,G,X,I,5,100,SP,N,,Rare,3,"21, 43",JUVEN = 1 [4]
3178,503178,Solanum linnaeanum,Apple of Sodom,,,,,,,,,,,,
5270,505270,Solanum lycopersicum,Tomato,,,,,,,,,,,,
3182,503182,Solanum marginatum,White-edge Nightshade,,,,,,,,,,,,
3995,503995,Solanum mauritianum,Wild Tobacco Tree,,,,,,,,,,,,
5322,517370,Solanum nigrum,,,,,,,,,,,,,
3184,503184,Solanum opacum,Green-berry Nightshade,D,,T,1,100,SP,,,,N,9,
3190,503190,Solanum physalifolium var. nitidibaccatum,Cherry Nightshade,,,,,,,,,,,,
3186,503186,Solanum prinophyllum,Forest Nightshade,G,X,I,2,100,SP,N,,,3,21,
3187,503187,Solanum pseudocapsicum,Madeira Winter-cherry,,,T,2,100,SP,,,,N,,
3188,503188,Solanum pungetium,Eastern Nightshade,,,,,,,,,,,,
3189,503189,Solanum rostratum,Buffalo Burr,,,,,,,,,,,,
3170,503170,Solanum silvestre,Violet Nightshade,,,,,,,,,Endangered,,,
3191,503191,Solanum simile,Oondoroo,S,X,I,2,100,SP,N,,,3,1,
3192,503192,Solanum triflorum,Cut-leaf Nightshade,,,,,,,,,,,,
5833,505833,Solanum tuberosum,Potato,,,,,,,,,,,,
3193,503193,Solanum vescum,Gunyang,,,,,,,,,,,,
3194,503194,Soleirolia soleirolii,Baby's Tears,,,,,,,,,,,,
3195,503195,Solenogyne dominii,Smooth Solenogyne,F,W,T,1,100,MP,N,,,N,12,
3196,503196,Solenogyne gunnii,Hairy Solenogyne,,W,T,2,100,SP,,,,N,[4],JUVEN = 1 [4]
3197,,Solidago canadensis,,,,,,,,,,,,,
5982,505982,Solidago sempervirens,Goldenrod,,,,,,,,,,,,
3198,503198,Soliva anthemifolia,Dwarf Jo-jo,,,,,,,,,,,,
3199,503199,Soliva sessilis,Jo Jo,C,,T,1,100,,,,,N,,
3201,503201,Soliva stolonifera,Carpet Burrweed,,,,,,,,,,,,
5712,503203,Sonchus asper,Rough Sow-thistle,D,X,T,1,100,A,N,,,N,"9, 43",JUVEN = 1 [4]
4923,504923,Sonchus asper subsp. asper,Rough Sow-thistle,D,X,T,1,100,A,N,,,N,9,
5713,505713,Sonchus asper subsp. glaucescens,Blue Sow-thistle,D,X,T,1,100,A,N,,,N,9,
4661,504661,Sonchus hydrophilus,Native Sow-thistle,D,X,T,1,100,A,N,,,N,9,
3204,503204,Sonchus oleraceus,Common Sow-thistle,D,X,T,1,100,A,N,,,N,9,
3979,,Sonchus tenerrimus,,D,X,T,1,100,A,N,,,N,9,
5834,505834,Sorbus aucuparia,Rowan,,,,,,,,,,,,
3205,503205,Sorghum halepense,Johnson Grass,,,,,,,,,,,,
3206,517380,Sorghum leiocladum,,,,,,,,,,,,,
3207,503207,Sowerbaea juncea,Rush Lily,,,,,,,,,Rare,,,
3208,503208,Sparaxis bulbifera,Harlequin Flower,S,U,T,1,50,MP,Y,,,,62,
3209,503209,Sparaxis tricolor,Tricolor Harlequin-flower,,,,,,,,,,,,
3211,503211,Sparganium erectum,,,,,,,,,,,,,
3210,503210,Sparganium subglobosum,Floating Bur-reed,,,,,,,,,Poorly known,,,
4976,504976,Spartina anglica,Common Cord-grass,,,,,,,,,,,,
4977,514805,Spartina X townsendii,Townsend's cord-grass,,,,,,,,,,,,
5328,505328,Spartium junceum,Spanish Broom,,,,,,,,,,,,
3214,503214,Spergula arvensis,Corn Spurrey,,,,,,,,,,,,
3215,503215,Spergula pentandra,Five-stamen Corn-spurrey,,,,,,,,,,,,
4665,504665,Spergularia bocconii,Bocconi's Sand-spurrey,,,,,,,,,,,,
3216,503216,Spergularia diandra,Lesser Sand-spurrey,,,,,,,,,,,,
5323,517393,Spergularia marina,,,,,,,,,,,,,
5324,517394,Spergularia media,,,,,,,,,,,,,
5325,517395,Spergularia rubra,,S,,T,1,100,,,,,N,,
4666,504666,Spergularia sp. 1,Native Sea-spurrey,,,,,,,,,,,,
5327,505327,Spergularia sp. 3,,,,,,,,,,,,,
5326,505326,Spergularia villosa,Hairy Sand-spurrey,,,,,,,,,,,,
5760,505760,Sphaeralcea cisplatina,,,,,,,,,,,,,
3220,503220,Sphaerolobium acanthos,Grampians Globe-pea,S,X,I,5,50,MP,N,,Rare,2,49,
4725,504725,Sphaerolobium minus,Eastern Globe-pea,S,X,I,2,50,MP,N,,,2,49,
4978,517399,Sphaerolobium vimineum,,S,X,I,2,50,MP,N,,,2,49,
1171,501171,Sphaeromorphaea australis,Spreading Nut-heads,,,,,,,,,,,,
6668,506668,Sphagnum australe,Peat Moss,,,,,,,,,,,,
6807,,Sphagnum beccarii,,,,,,,,,,,,,
6670,506670,Sphagnum cristatum,Peat Moss,,V,T,5,100,LP,,,,2,[4],JUVEN = 1 [4]
6671,506671,Sphagnum falcatulum,Peat Moss,,,,,,,,,,,,
6672,506672,Sphagnum novozelandicum,Peat Moss,,,,,,,,,,,,
,,Sphagnum subsecundum,,,V,T,1,,,,,,,4,
4739,504739,Spiloxene capensis,Stars,,,,,,,,,,,,
3222,503222,Spinifex sericeus,Hairy Spinifex,F,X,I,5,100,LP,N,,,,75,
3976,503976,Spiraea cantoniensis,May,,,,,,,,,,,,
3223,503223,Spiranthes australis,,,,,,,,Y,,,N,,
3225,503225,Spirodela polyrhiza,Large Duckweed,,,,,,,,,Poorly known,,,
1969,501969,Sporadanthus tasmanicus,Branching Scale-rush,,,,,,,,,Rare,,,
3226,503226,Sporobolus africanus,Rat-tail Grass,,,,,,,,,,,,
3227,503227,Sporobolus caroli,Yakka Grass,,,,,,,,,Rare,,,
3228,503228,Sporobolus creber,Western Rat-tail Grass,,,,,,,,,Vulnerable,,,
5579,505579,Sporobolus fertilis,Giant Parramatta Grass,,,,,,,,,,,,
