species_name,voucher_specimen,generalised_collection_location,arborteum_row,planting_year,genome_size_2C_picograms,cv_sample,cv_solanum_standard,context
Eucalyptus calycogona subsp. calycogona ,DN 3177,"Cleve, SA",220,2001,1.296945418,3.55,2.78,"voucher DN 3177: collected at Cleve, SA and planted in arboretum row 220 in 2001"
Eucalyptus jutsonii subsp. jutsonii,DN 548,"Lake Goongarrie, WA",40,1994,1.296945418,3.43,2.63,"voucher DN 548: collected at Lake Goongarrie, WA and planted in arboretum row 40 in 1994"
Eucalyptus kondininensis,DN 3424,"Yealering, WA",234,2001,1.296945418,2.5,2.14,"voucher DN 3424: collected at Yealering, WA and planted in arboretum row 234 in 2001"
Eucalyptus chlorophylla,DN 1315,"Laura, QLD",93,1996,1.29759519,2.57,2.46,"voucher DN 1315: collected at Laura, QLD and planted in arboretum row 93 in 1996"
Eucalyptus laevis,DN 3635,"Fraser Range, WA",225,2001,1.29759519,2.97,2.41,"voucher DN 3635: collected at Fraser Range, WA and planted in arboretum row 225 in 2001"
Eucalyptus impensa,DN 264,"Warradarge, WA",82,1998,1.298245614,4.26,3.5,"voucher DN 264: collected at Warradarge, WA and planted in arboretum row 82 in 1998"
Eucalyptus pyriformis,DN 1660,"Dowerin, WA",133,1997,1.298245614,2.9,2.06,"voucher DN 1660: collected at Dowerin, WA and planted in arboretum row 133 in 1997"
Eucalyptus fraseri subsp. fraseri,DN 3619,"Deralinya, WA",225,2001,1.29889669,3.2,2.66,"voucher DN 3619: collected at Deralinya, WA and planted in arboretum row 225 in 2001"
Eucalyptus goniocarpa,DN 186,"Lake King, WA",85,1996,1.29889669,2.76,1.91,"voucher DN 186: collected at Lake King, WA and planted in arboretum row 85 in 1996"
Eucalyptus argophloia,DN 686,"Burncluith, QLD",51,1994,1.299548419,4,3.11,"voucher DN 686: collected at Burncluith, QLD and planted in arboretum row 51 in 1994"
Eucalyptus clelandii,DN 333,"Callion, WA",11,1993,1.299548419,3.19,2.85,"voucher DN 333: collected at Callion, WA and planted in arboretum row 11 in 1993"
Eucalyptus melliodora,DN 777,"Rylstone, NSW",48,1994,1.299548419,3.95,3.33,"voucher DN 777: collected at Rylstone, NSW and planted in arboretum row 48 in 1994"
Eucalyptus mimica subsp. continens,DN 1114,"South Newdegate, WA",70,1995,1.299548419,3.67,2.77,"voucher DN 1114: collected at South Newdegate, WA and planted in arboretum row 70 in 1995"
Eucalyptus cooperiana,DN 1813,"Eyre Bird Observatory, WA",138,1997,1.300200803,3.77,2.56,"voucher DN 1813: collected at Eyre Bird Observatory, WA and planted in arboretum row 138 in 1997"
Eucalyptus obtusiflora subsp. obtusiflora,DN 1173,"Coburn Station, WA",62,1995,1.300200803,3.32,2.66,"voucher DN 1173: collected at Coburn Station, WA and planted in arboretum row 62 in 1995"
Eucalyptus xerothermica,DN 541,"Newman, WA",39,1994,1.300200803,3.9,3.04,"voucher DN 541: collected at Newman, WA and planted in arboretum row 39 in 1994"
Eucalyptus kochii subsp. plenissima,DN 3488,"Wialki, WA",205,2002,1.300853842,3.57,2.58,"voucher DN 3488: collected at Wialki, WA and planted in arboretum row 205 in 2002"
Eucalyptus semiglobosa,DN 4570,"Boyatup Hill, WA",263,2004,1.300853842,2.69,2.39,"voucher DN 4570: collected at Boyatup Hill, WA and planted in arboretum row 263 in 2004"
Eucalyptus alipes,DN 3678,"Hyden East, WA",228,2001,1.301507538,3.07,2.41,"voucher DN 3678: collected at Hyden East, WA and planted in arboretum row 228 in 2001"
Eucalyptus nutans,DN 4800,"Bremer Bay, WA",211,2006,1.301507538,2.79,2.09,"voucher DN 4800: collected at Bremer Bay, WA and planted in arboretum row 211 in 2006"
Eucalyptus polybractea,DN 736,"West Wyalong, NSW",48,1994,1.301507538,4.7,3.15,"voucher DN 736: collected at West Wyalong, NSW and planted in arboretum row 48 in 1994"
Eucalyptus eremophila var. eremophila,DN 5994,"Bilbunya Dunes, WA",287,2013,1.30216189,4.28,2.91,"voucher DN 5994: collected at Bilbunya Dunes, WA and planted in arboretum row 287 in 2013"
Eucalyptus grasbyi,DN 5689,"Mt Manning Range, WA",318,2011,1.30216189,4.3,2.94,"voucher DN 5689: collected at Mt Manning Range, WA and planted in arboretum row 318 in 2011"
Eucalyptus mimica subsp. mimica,DN 188,"Newdegate, WA",85,1996,1.30216189,3.66,2.43,"voucher DN 188: collected at Newdegate, WA and planted in arboretum row 85 in 1996"
Eucalyptus pruinosa subsp. pruinosa,DN 2440,"Tennant Creek, NT",175,1999,1.30216189,3.14,2.56,"voucher DN 2440: collected at Tennant Creek, NT and planted in arboretum row 175 in 1999"
Eucalyptus calcareana,DN 60,"Lock, SA",29,1993,1.302816901,2.93,2.15,"voucher DN 60: collected at Lock, SA and planted in arboretum row 29 in 1993"
Eucalyptus dielsii,DN 3596,"Mt Ney, WA",232,2001,1.303472572,2.99,2.09,"voucher DN 3596: collected at Mt Ney, WA and planted in arboretum row 232 in 2001"
Eucalyptus indurata,DN 3584,"Desmond, WA",233,2001,1.303472572,3.31,2.43,"voucher DN 3584: collected at Desmond, WA and planted in arboretum row 233 in 2001"
Eucalyptus rhomboidea,DN 2272,"Bremer Range, WA",187,2000,1.303472572,2.17,2.33,"voucher DN 2272: collected at Bremer Range, WA and planted in arboretum row 187 in 2000"
Eucalyptus ecostata  ,DN 3568,"Hammersley River, WA",220,2001,1.304128902,2.65,2.37,"voucher DN 3568: collected at Hammersley River, WA and planted in arboretum row 220 in 2001"
Eucalyptus mannensis subsp. vespertina,DN 1171,"Eurardy, WA",62,1995,1.304128902,2.96,2.48,"voucher DN 1171: collected at Eurardy, WA and planted in arboretum row 62 in 1995"
Eucalyptus oleosa subsp. oleosa ,DN 2886,"Underbool, VIC",205,2002,1.304785894,4.65,2.35,"voucher DN 2886: collected at Underbool, VIC and planted in arboretum row 205 in 2002"
Eucalyptus platypus subsp. platypus,DN 208,"Jerramungup, WA",43,1994,1.304785894,3.37,2.76,"voucher DN 208: collected at Jerramungup, WA and planted in arboretum row 43 in 1994"
Eucalyptus albens,DN 2898,"Wagga Wagga, NSW",189,2000,1.305443548,3.1,2.37,"voucher DN 2898: collected at Wagga Wagga, NSW and planted in arboretum row 189 in 2000"
Eucalyptus balladoniensis subsp. balladoniensis,DN 3602,"Mt Ney, WA",226,2001,1.305443548,2.98,2.03,"voucher DN 3602: collected at Mt Ney, WA and planted in arboretum row 226 in 2001"
Eucalyptus drepanophylla,DN 5133,"Mingela Range, QLD",304,2010,1.305443548,3.21,2.72,"voucher DN 5133: collected at Mingela Range, QLD and planted in arboretum row 304 in 2010"
Eucalyptus incerata,DN 327,"Mt Day, WA",20,1993,1.306101866,4.97,2.55,"voucher DN 327: collected at Mt Day, WA and planted in arboretum row 20 in 1993"
Eucalyptus capillosa,DN 2192,"Lake Barlee, WA",186,2000,1.306760848,4.35,3.09,"voucher DN 2192: collected at Lake Barlee, WA and planted in arboretum row 186 in 2000"
Eucalyptus opimiflora,DN 5078,"Warradarge, WA",301,2010,1.306760848,3.46,2.94,"voucher DN 5078: collected at Warradarge, WA and planted in arboretum row 301 in 2010"
Eucalyptus sp. Great Victoria Desert ,DN 505,"Jubilee Lake, WA",41,1994,1.306760848,4.76,2.53,"voucher DN 505: collected at Jubilee Lake, WA and planted in arboretum row 41 in 1994"
Eucalyptus argutifolia,DN 249 ,"Seabird, WA",14,1993,1.307420495,2.79,2.25,"voucher DN 249 : collected at Seabird, WA and planted in arboretum row 14 in 1993"
Eucalyptus effusa subsp. exsul,DN 1540,"Morton Craig Range, WA",86,1996,1.307420495,3.58,2.58,"voucher DN 1540: collected at Morton Craig Range, WA and planted in arboretum row 86 in 1996"
Eucalyptus flocktoniae subsp. hebes ,DN 3665,"Lake Johnson, WA",205,2002,1.307420495,2.3,2.46,"voucher DN 3665: collected at Lake Johnson, WA and planted in arboretum row 205 in 2002"
Eucalyptus ravida,DN 134,"Mt Norcott, WA",13,1993,1.308080808,4.05,2.9,"voucher DN 134: collected at Mt Norcott, WA and planted in arboretum row 13 in 1993"
Eucalyptus obtusiflora subsp. dongarraensis,DN 266,"Cliff Head, WA",10,1993,1.308741789,3.24,2.04,"voucher DN 266: collected at Cliff Head, WA and planted in arboretum row 10 in 1993"
Eucalyptus percostata,DN 1603,"Devils Peak, SA",135,1997,1.308741789,2.73,2.57,"voucher DN 1603: collected at Devils Peak, SA and planted in arboretum row 135 in 1997"
Eucalyptus sp. Lort River,DN 5480,"Lort River, WA",314,2011,1.308741789,6.29,3.6,"voucher DN 5480: collected at Lort River, WA and planted in arboretum row 314 in 2011"
Eucalyptus dumosa,DN 5229,"Olary Spur, SA",302,2010,1.309403438,3.39,2.72,"voucher DN 5229: collected at Olary Spur, SA and planted in arboretum row 302 in 2010"
Eucalyptus kochii subsp. borealis,DN 3539,"Murchison River, WA",205,2002,1.309403438,2.34,1.76,"voucher DN 3539: collected at Murchison River, WA and planted in arboretum row 205 in 2002"
Eucalyptus patellaris,DN 1339,"Daly Waters, NT",89,1996,1.310065756,2.92,2.38,"voucher DN 1339: collected at Daly Waters, NT and planted in arboretum row 89 in 1996"
Eucalyptus pileata,DN 3644,"Norseman, WA",222,2001,1.310065756,3.05,2.76,"voucher DN 3644: collected at Norseman, WA and planted in arboretum row 222 in 2001"
Eucalyptus griffithsii,DN 3637,"Fraser Range, WA",222,2001,1.310728745,3.7,2.4,"voucher DN 3637: collected at Fraser Range, WA and planted in arboretum row 222 in 2001"
Eucalyptus kochii subsp. yellowdinensis,DN 3477,"Yellowdine, WA",207,2002,1.310728745,2.35,1.87,"voucher DN 3477: collected at Yellowdine, WA and planted in arboretum row 207 in 2002"
Eucalyptus notactites,DN 177,"Lucky Bay, WA",85,1996,1.310728745,3.11,2.23,"voucher DN 177: collected at Lucky Bay, WA and planted in arboretum row 85 in 1996"
Eucalyptus quadricostata,DN 5137,"Lolworth Range, QLD",303,2010,1.311392405,4.85,3.17,"voucher DN 5137: collected at Lolworth Range, QLD and planted in arboretum row 303 in 2010"
Eucalyptus spreta,DN 3634,"Fraser Range, WA",225,2001,1.311392405,2.65,2.09,"voucher DN 3634: collected at Fraser Range, WA and planted in arboretum row 225 in 2001"
Eucalyptus transcontinentalis ,DN 550,"Higginsville, WA",41,1994,1.311392405,3.15,2.5,"voucher DN 550: collected at Higginsville, WA and planted in arboretum row 41 in 1994"
Eucalyptus woodwardii,DN 2300,"Coonana, WA",179,1999,1.312056738,2.73,2.08,"voucher DN 2300: collected at Coonana, WA and planted in arboretum row 179 in 1999"
Eucalyptus wyolensis,DN 112,"Oak Valley, SA",12,1993,1.312056738,3.3,2.49,"voucher DN 112: collected at Oak Valley, SA and planted in arboretum row 12 in 1993"
Eucalyptus largiflorens,DN 980,"Wentworth, NSW",66,1995,1.312721744,2.97,2.48,"voucher DN 980: collected at Wentworth, NSW and planted in arboretum row 66 in 1995"
Eucalyptus leucophylla,DN 1194,"Juna Downs, WA",73,1995,1.312721744,4.16,2.87,"voucher DN 1194: collected at Juna Downs, WA and planted in arboretum row 73 in 1995"
Eucalyptus peninsularis,DN 1955,"Yallunda Flat, SA",138,1997,1.313387424,2.6,2.24,"voucher DN 1955: collected at Yallunda Flat, SA and planted in arboretum row 138 in 1997"
Eucalyptus polita,DN 3468,"Marvel Loch, WA",224,2001,1.313387424,4.51,2.99,"voucher DN 3468: collected at Marvel Loch, WA and planted in arboretum row 224 in 2001"
Eucalyptus socialis subsp. eucentrica ,DN 2198,"Newman, WA",185,2000,1.313387424,2.25,2.18,"voucher DN 2198: collected at Newman, WA and planted in arboretum row 185 in 2000"
Eucalyptus comitae-vallis,DN 2767,"Diemals Station, WA",185,2000,1.31405378,3.37,2.77,"voucher DN 2767: collected at Diemals Station, WA and planted in arboretum row 185 in 2000"
Eucalyptus distuberosa subsp. aerata,DN 3653,"Bronzite Ridge, WA",221,2001,1.31405378,2.7,1.93,"voucher DN 3653: collected at Bronzite Ridge, WA and planted in arboretum row 221 in 2001"
Eucalyptus wubinensis,DN 3498,"Kalannie, WA",227,2001,1.31405378,2.69,2.5,"voucher DN 3498: collected at Kalannie, WA and planted in arboretum row 227 in 2001"
Eucalyptus phenax subsp. compressa,DN 824,"Kangaroo Island, SA",74,1995,1.314720812,3,2.16,"voucher DN 824: collected at Kangaroo Island, SA and planted in arboretum row 74 in 1995"
Eucalyptus concinna (small fruit form),DN 2715,"Cosmo Newbery, WA",184,2000,1.315388522,2.99,2.35,"voucher DN 2715: collected at Cosmo Newbery, WA and planted in arboretum row 184 in 2000"
Eucalyptus orgadophila,DN 698,"Rolleston, QLD",54,1994,1.315388522,3.7,2.88,"voucher DN 698: collected at Rolleston, QLD and planted in arboretum row 54 in 1994"
Eucalyptus sp. 'dorsiventralis',DN 634,"Paynes Crossing, NSW",76,1995,1.315388522,2.78,2.29,"voucher DN 634: collected at Paynes Crossing, NSW and planted in arboretum row 76 in 1995"
Eucalyptus yalatensis ,DN 2142,"Hampton Tableland, WA",184,2000,1.315388522,2.72,2.15,"voucher DN 2142: collected at Hampton Tableland, WA and planted in arboretum row 184 in 2000"
Eucalyptus gypsophila,DN 1405,"Yumbarra Conservation Park, SA",86,1996,1.316056911,3.13,2.53,"voucher DN 1405: collected at Yumbarra Conservation Park, SA and planted in arboretum row 86 in 1996"
Eucalyptus tenuis,DN 326,"Mt Day, WA",16,1993,1.316056911,3.32,2.26,"voucher DN 326: collected at Mt Day, WA and planted in arboretum row 16 in 1993"
Eucalyptus georgei subsp. fulgida,DN 323,"Lake Cronin, WA",25,1993,1.316725979,6.65,2.79,"voucher DN 323: collected at Lake Cronin, WA and planted in arboretum row 25 in 1993"
Eucalyptus loxophleba subsp. loxophleba,DN 239,"Tarin Rock, WA",26,1993,1.316725979,4.16,2.95,"voucher DN 239: collected at Tarin Rock, WA and planted in arboretum row 26 in 1993"
Eucalyptus valens,DN 158,"Truslove, WA",188,2000,1.316725979,3.16,2.57,"voucher DN 158: collected at Truslove, WA and planted in arboretum row 188 in 2000"
Eucalyptus pterocarpa,DN 3656,"Bronzite Ridge, WA",221,2001,1.318066158,3.19,2.59,"voucher DN 3656: collected at Bronzite Ridge, WA and planted in arboretum row 221 in 2001"
Eucalyptus tholiformis,DN 1279,"Mantuan Downs, QLD",89,1996,1.318066158,4.08,2.95,"voucher DN 1279: collected at Mantuan Downs, QLD and planted in arboretum row 89 in 1996"
Eucalyptus coolabah,DN 2957,"Wilcannia, NSW",185,2000,1.318737271,1.93,1.64,"voucher DN 2957: collected at Wilcannia, NSW and planted in arboretum row 185 in 2000"
Eucalyptus corynodes,DN 1264,"Cracow, QLD",90,1996,1.318737271,2.93,2.56,"voucher DN 1264: collected at Cracow, QLD and planted in arboretum row 90 in 1996"
Eucalyptus distuberosa subsp. distuberosa ,DN 3480,"Yellowdine, WA",221,2001,1.318737271,2.46,2.11,"voucher DN 3480: collected at Yellowdine, WA and planted in arboretum row 221 in 2001"
Eucalyptus sp. Dunbar Road,DN 5466,"Marvel Loch, WA",316,2011,1.319409068,2.75,2.11,"voucher DN 5466: collected at Marvel Loch, WA and planted in arboretum row 316 in 2011"
Eucalyptus longissima,DN 2163,"Norseman, WA",228,2001,1.320081549,2.97,2.24,"voucher DN 2163: collected at Norseman, WA and planted in arboretum row 228 in 2001"
Eucalyptus moderata,DN 3768,"Three Springs, WA",229,2001,1.320081549,2.97,2.24,"voucher DN 3768: collected at Three Springs, WA and planted in arboretum row 229 in 2001"
Eucalyptus celastroides subsp. virella,DN 1116,"Newdegate, WA",62,1995,1.320754717,6.25,3,"voucher DN 1116: collected at Newdegate, WA and planted in arboretum row 62 in 1995"
Eucalyptus farinosa,DN 5136,"Lolworth Range, QLD",303,2010,1.320754717,2.64,2.15,"voucher DN 5136: collected at Lolworth Range, QLD and planted in arboretum row 303 in 2010"
Eucalyptus armillata,DN 287,"Dalwallinu, WA",26,1993,1.321428571,3.94,2.9,"voucher DN 287: collected at Dalwallinu, WA and planted in arboretum row 26 in 1993"
Eucalyptus salubris,DN 3496,"Mt Gibson, WA",223,2001,1.323454267,3.6,2.73,"voucher DN 3496: collected at Mt Gibson, WA and planted in arboretum row 223 in 2001"
Eucalyptus erythronema subsp. erythronema,DN 3458,"Bodallin, WA",223,2001,1.324130879,4.19,2.8,"voucher DN 3458: collected at Bodallin, WA and planted in arboretum row 223 in 2001"
Eucalyptus vittata,DN 3667,"South Ironcap, WA",226,2001,1.324808184,3.05,2.28,"voucher DN 3667: collected at South Ironcap, WA and planted in arboretum row 226 in 2001"
Eucalyptus corrugata,DN 3483,"Koolyanobbing, WA",220,2001,1.325486182,2.61,1.86,"voucher DN 3483: collected at Koolyanobbing, WA and planted in arboretum row 220 in 2001"
Eucalyptus microneura,DN 1326,"Forsayth, QLD",192,2000,1.325486182,3.45,2.68,"voucher DN 1326: collected at Forsayth, QLD and planted in arboretum row 192 in 2000"
Eucalyptus vegrandis subsp. recondita,DN 1621,"Borden, WA",134,1997,1.325486182,4.34,3.62,"voucher DN 1621: collected at Borden, WA and planted in arboretum row 134 in 1997"
Eucalyptus dolichocera,DN 3525,"Eurardy Station, WA",205,2002,1.326164875,2.45,2.33,"voucher DN 3525: collected at Eurardy Station, WA and planted in arboretum row 205 in 2002"
Eucalyptus beaniana,DN 6472,"Isla Gorge, QLD",281,2013,1.326844262,2.96,2.39,"voucher DN 6472: collected at Isla Gorge, QLD and planted in arboretum row 281 in 2013"
Eucalyptus canescens subsp. beadellii,DN 1506,"Oak Valleyt, SA",86,1996,1.326844262,2.94,2.45,"voucher DN 1506: collected at Oak Valleyt, SA and planted in arboretum row 86 in 1996"
Eucalyptus phaenophylla,DN 235,"Chinocup Lake, WA",18,1993,1.327524346,6.64,2.8,"voucher DN 235: collected at Chinocup Lake, WA and planted in arboretum row 18 in 1993"
Eucalyptus singularis,DN 3973,"Ravensthorpe, WA",204,2002,1.327524346,2.93,2.18,"voucher DN 3973: collected at Ravensthorpe, WA and planted in arboretum row 204 in 2002"
Eucalyptus moluccana,DN 712,"Mount Larcom, QLD",49,1994,1.329568789,5.57,3,"voucher DN 712: collected at Mount Larcom, QLD and planted in arboretum row 49 in 1994"
Eucalyptus flocktoniae subsp. flocktoniae,DN 1870,"Twertup, WA",137,1997,1.330251669,2.46,2.02,"voucher DN 1870: collected at Twertup, WA and planted in arboretum row 137 in 1997"
Eucalyptus vokesensis,DN 2619,"Ooldea Range, SA",182,2000,1.330935252,2.95,2.67,"voucher DN 2619: collected at Ooldea Range, SA and planted in arboretum row 182 in 2000"
Eucalyptus decorticans,DN 1260,"Eidsvold, QLD",90,1996,1.331619537,2.88,2.64,"voucher DN 1260: collected at Eidsvold, QLD and planted in arboretum row 90 in 1996"
Eucalyptus cambageana,DN 697,"Moura, QLD",54,1994,1.33436373,3,2.41,"voucher DN 697: collected at Moura, QLD and planted in arboretum row 54 in 1994"
Eucalyptus kessellii subsp. eugnosta,DN 164,"Scaddan, WA",13,1993,1.33436373,3.37,2.5,"voucher DN 164: collected at Scaddan, WA and planted in arboretum row 13 in 1993"
Eucalyptus oraria,DN 3527,"Kalbarri, WA",224,2001,1.33436373,3.69,2.57,"voucher DN 3527: collected at Kalbarri, WA and planted in arboretum row 224 in 2001"
Eucalyptus astringens subsp. astringens,DN 3503,"Toodyay, WA",230,2001,1.335051546,3.99,3.04,"voucher DN 3503: collected at Toodyay, WA and planted in arboretum row 230 in 2001"
Eucalyptus yumbarrana,DN 1808,"Koonibba, SA",132,1997,1.336429309,2.67,2.43,"voucher DN 1808: collected at Koonibba, SA and planted in arboretum row 132 in 1997"
Eucalyptus tortilis,DN 130,"Heartbreak Ridge, WA",13,1993,1.338501292,6.1,2.59,"voucher DN 130: collected at Heartbreak Ridge, WA and planted in arboretum row 13 in 1993"
Eucalyptus striaticalyx,DN 1548,"Cue, WA",201,2002,1.339193382,2.18,1.82,"voucher DN 1548: collected at Cue, WA and planted in arboretum row 201 in 2002"
Eucalyptus balladoniensis subsp. sedens,DN 2784,"Zanthus, WA",185,2000,1.34057971,3.04,2.37,"voucher DN 2784: collected at Zanthus, WA and planted in arboretum row 185 in 2000"
Eucalyptus decolor,DN 2545,"Boynedale, QLD",166,1999,1.34057971,4.06,3.17,"voucher DN 2545: collected at Boynedale, QLD and planted in arboretum row 166 in 1999"
Eucalyptus dorrienii,DN 3725,"Tarin Rock, WA",231,2001,1.341273951,4.17,2.53,"voucher DN 3725: collected at Tarin Rock, WA and planted in arboretum row 231 in 2001"
Eucalyptus moderata ,DN 2230,"Cadoux, WA",188,2000,1.341968912,2.36,1.62,"voucher DN 2230: collected at Cadoux, WA and planted in arboretum row 188 in 2000"
Eucalyptus repullulans,DN 5180,"Dulgunja Hill, SA",301,2010,1.341968912,4.67,2.15,"voucher DN 5180: collected at Dulgunja Hill, SA and planted in arboretum row 301 in 2010"
Eucalyptus socialis subsp. viridans,DN 2593,"Kimba, SA",199,2002,1.341968912,2.93,1.78,"voucher DN 2593: collected at Kimba, SA and planted in arboretum row 199 in 2002"
Eucalyptus campaspe,DN 2174,"Coolgardie, WA",176,1999,1.342664593,5.21,2.02,"voucher DN 2174: collected at Coolgardie, WA and planted in arboretum row 176 in 1999"
Eucalyptus eremophila var. pterocarpa,DN 5046,"Hatter Hill, WA",300,2010,1.342664593,2.84,2.05,"voucher DN 5046: collected at Hatter Hill, WA and planted in arboretum row 300 in 2010"
Eucalyptus ochrophloia,DN 2119,"Charleville, QLD",83,1998,1.342664593,2.84,1.95,"voucher DN 2119: collected at Charleville, QLD and planted in arboretum row 83 in 1998"
Eucalyptus moderata,DN 1661,"Ucarty, WA",134,1997,1.343360996,2.46,2.07,"voucher DN 1661: collected at Ucarty, WA and planted in arboretum row 134 in 1997"
Eucalyptus socialis subsp. socialis,DN 2890,"Underbool, VIC",199,2002,1.343360996,2.18,1.73,"voucher DN 2890: collected at Underbool, VIC and planted in arboretum row 199 in 2002"
Eucalyptus suffulgens,DN 1267,"Isla Gorge, QLD",89,1996,1.343360996,3.3,2.94,"voucher DN 1267: collected at Isla Gorge, QLD and planted in arboretum row 89 in 1996"
Eucalyptus calcareana,DN 1074,"Koonibba, SA",67,1995,1.344755971,3.87,2.93,"voucher DN 1074: collected at Koonibba, SA and planted in arboretum row 67 in 1995"
Eucalyptus subangusta subsp. cerina,DN 301,"Chiddarcooping Hill, WA",15,1993,1.344755971,4,2.51,"voucher DN 301: collected at Chiddarcooping Hill, WA and planted in arboretum row 15 in 1993"
Eucalyptus cylindrocarpa,DN 526,"Lake Minigwal, WA",39,1994,1.345454545,5.08,3.21,"voucher DN 526: collected at Lake Minigwal, WA and planted in arboretum row 39 in 1994"
Eucalyptus moderata,DN 2182,"Menzies, WA",186,2000,1.346153846,2.45,2.23,"voucher DN 2182: collected at Menzies, WA and planted in arboretum row 186 in 2000"
Eucalyptus glomerosa,DN 1508,"Vokes Hill, SA",183,2000,1.346853874,2.62,2.55,"voucher DN 1508: collected at Vokes Hill, SA and planted in arboretum row 183 in 2000"
Eucalyptus ornata,DN 5040,"West Holleton, WA",300,2010,1.346853874,3.3,2.14,"voucher DN 5040: collected at West Holleton, WA and planted in arboretum row 300 in 2010"
Eucalyptus cernua,DN 3574,"Mt Short, WA",236,2001,1.347554631,4.85,2.92,"voucher DN 3574: collected at Mt Short, WA and planted in arboretum row 236 in 2001"
Eucalyptus platypus subsp. congregata,DN 3591,"Cascades, WA",235,2001,1.347554631,4.1,2.66,"voucher DN 3591: collected at Cascades, WA and planted in arboretum row 235 in 2001"
Eucalyptus lesouefii,DN 3633,"Fraser Range, WA",225,2001,1.348256117,3.3,2.67,"voucher DN 3633: collected at Fraser Range, WA and planted in arboretum row 225 in 2001"
Eucalyptus prominens,DN 1184,"Cape Range, WA",211,2006,1.348256117,3.39,2.21,"voucher DN 1184: collected at Cape Range, WA and planted in arboretum row 211 in 2006"
Eucalyptus hypolaena,DN 2303,"Coonana, WA",176,1999,1.350364964,3.02,2.4,"voucher DN 2303: collected at Coonana, WA and planted in arboretum row 176 in 1999"
Eucalyptus calcareana,DN 103,"Nundroo, SA",24,1993,1.353187043,4.01,2.94,"voucher DN 103: collected at Nundroo, SA and planted in arboretum row 24 in 1993"
Eucalyptus georgei subsp. georgei,DN 325,"Lake Johnston, WA",16,1993,1.35460251,4.56,3.59,"voucher DN 325: collected at Lake Johnston, WA and planted in arboretum row 16 in 1993"
Eucalyptus falcata,DN 3433,"Kulin, WA",229,2001,1.355311355,2.45,2.21,"voucher DN 3433: collected at Kulin, WA and planted in arboretum row 229 in 2001"
Eucalyptus planipes,DN 131,"Heartbreak Ridge, WA",22,1993,1.355311355,7.52,3.02,"voucher DN 131: collected at Heartbreak Ridge, WA and planted in arboretum row 22 in 1993"
Eucalyptus frenchiana,DN 3660,"Disappointment Rock, WA",221,2001,1.358154169,3.99,2.77,"voucher DN 3660: collected at Disappointment Rock, WA and planted in arboretum row 221 in 2001"
Eucalyptus loxophleba subsp. supralaevis,DN 2211,"Ogilvie, WA",175,1999,1.358154169,3.37,2.73,"voucher DN 2211: collected at Ogilvie, WA and planted in arboretum row 175 in 1999"
Eucalyptus wandoo subsp. pulverea,DN 285,"Watheroo, WA",12,1993,1.359580052,5.95,3.32,"voucher DN 285: collected at Watheroo, WA and planted in arboretum row 12 in 1993"
Eucalyptus optima,DN 2154,"Balladonia, WA",205,2002,1.361008933,2.06,1.64,"voucher DN 2154: collected at Balladonia, WA and planted in arboretum row 205 in 2002"
Eucalyptus purpurata,DN 3579,"Bandalup Hill, WA",233,2001,1.361724501,2.92,2.7,"voucher DN 3579: collected at Bandalup Hill, WA and planted in arboretum row 233 in 2001"
Eucalyptus socialis subsp. victoriensis,DN 2323,"Immarna, SA",179,1999,1.363875724,2.61,2.17,"voucher DN 2323: collected at Immarna, SA and planted in arboretum row 179 in 1999"
Eucalyptus torquata,DN 135,"Norseman, WA",43,1994,1.36459431,4.2,2.82,"voucher DN 135: collected at Norseman, WA and planted in arboretum row 43 in 1994"
Eucalyptus assimilans,DN 1826,"Balladonia, WA",133,1997,1.365313653,2.84,1.98,"voucher DN 1826: collected at Balladonia, WA and planted in arboretum row 133 in 1997"
Eucalyptus sessilis,DN 1352,"Mt Hermannsburg, NT",88,1996,1.368921776,3.28,2.55,"voucher DN 1352: collected at Mt Hermannsburg, NT and planted in arboretum row 88 in 1996"
Eucalyptus thozetiana,DN 1281,"Jericho, QLD",90,1996,1.368921776,3.46,2.85,"voucher DN 1281: collected at Jericho, QLD and planted in arboretum row 90 in 1996"
Eucalyptus canescens subsp. canescens,DN 487,"Oak Valley, SA",39,1994,1.37254902,5.23,2.87,"voucher DN 487: collected at Oak Valley, SA and planted in arboretum row 39 in 1994"
Eucalyptus eremicola subsp. peeneri,DN 1542,"Lake Yeo, WA",86,1996,1.374005305,3.66,2.62,"voucher DN 1542: collected at Lake Yeo, WA and planted in arboretum row 86 in 1996"
Eucalyptus astringens subsp. redacta (pink form),DN 3585,"Desmond, WA",233,2001,1.374734607,2.97,2.04,"voucher DN 3585: collected at Desmond, WA and planted in arboretum row 233 in 2001"
Eucalyptus sp. Haul Road,DN 2787,"Zanthus, WA",186,2000,1.376195537,2.58,2.44,"voucher DN 2787: collected at Zanthus, WA and planted in arboretum row 186 in 2000"
Eucalyptus fraseri subsp. melanobasis,DN 3642,"Fraser Range, WA",222,2001,1.379861481,3.45,2.42,"voucher DN 3642: collected at Fraser Range, WA and planted in arboretum row 222 in 2001"
Eucalyptus urna,DN 1817,"Caiguna, WA",133,1997,1.381333333,3.01,2.46,"voucher DN 1817: collected at Caiguna, WA and planted in arboretum row 133 in 1997"
Eucalyptus kochii subsp. amaryssia ,DN 2190,"Lake Barlee, WA",184,2000,1.387995713,2.61,1.94,"voucher DN 2190: collected at Lake Barlee, WA and planted in arboretum row 184 in 2000"
