genus,subgenus,section,subsection,series,subseries,taxon,common_name,strategy_Nicolle,Resprouter,Epicormic,Lignotuber,distribution,observed_by_Nicolle,collected_by_Nicole,growing_at_CCA,alternate_names,Serotinous,regen_strategy
Corymbia (bloodwoods),subg. Blakella,sect. Naviculares (yellow bloodwoods),NA,NA,NA,Corymbia bunites,Blackdown yellowjacket,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m,E. bunites,NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,sect. Naviculares (yellow bloodwoods),NA,NA,NA,Corymbia aureola,coalfields yellowjacket,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m,E. aureola,NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,sect. Naviculares (yellow bloodwoods),NA,NA,NA,Corymbia bloxsomei,Barakula yellowjacket,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m,E. bloxsomei,NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,sect. Naviculares (yellow bloodwoods),NA,NA,NA,Corymbia leptoloma,Paluma yellowjacket,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m,E. leptoloma,NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,sect. Torellianae,NA,NA,NA,Corymbia torelliana,"cadagi, cadaghi",Regenerative strategy uncertain or variable,NA,NA,NA,Qld,O,C,G(2),E. torelliana,NA,NA
Corymbia (bloodwoods),subg. Blakella,sect. Maculatae (spotted gums),NA,NA,NA,Corymbia citriodora,lemon-scented gum,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m,E. citriodora,NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,sect. Maculatae (spotted gums),NA,NA,NA,Corymbia variegata,northern spotted gum,combination resprouter,yes,yes,yes,"Qld,NSW",O,C,G(2)m,"C. citriodora subsp. variegata, E. variegata",NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,sect. Maculatae (spotted gums),NA,NA,NA,Corymbia maculata,spotted gum,combination resprouter,yes,yes,yes,"NSW,Qld,Vic",O,C,G(3)m,"C. henryi, E. maculata",NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",NA,ser. Tessellatae ms,NA,Corymbia tessellaris,"carbeen, Moreton Bay ash",combination resprouter,yes,yes,yes,"Qld,NSW,PNG",O,C,G(2),E. tessellaris,NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",NA,ser. Tessellatae ms,NA,Corymbia papuana,ghost gum,combination resprouter,yes,yes,yes,"PNG,Qld,Indo",O,C,G(1),"C. paracolpica, E. papuana",NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",NA,ser. Tessellatae ms,NA,?Corymbia arafurica,Darwin ghost gum,combination resprouter,yes,yes,yes,NT,O,C,G(1),Dubious species (possibly = C. papuana),NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",NA,ser. Tessellatae ms,NA,Corymbia bella,weeping ghost gum,combination resprouter,yes,yes,yes,"NT,WA,Qld",O,C,G(2),"E. bella, E. sp. AA in Brooker & Kleinig 1994",NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",NA,ser. Scutiformes ms,NA,Corymbia torta,Kimberley ghost gum,combination resprouter,yes,yes,yes,WA,O,C,-,"C. torta subsp. allanii, C. torta subsp. mixtifolia",NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",NA,ser. Scutiformes ms,NA,Corymbia kombolgiensis,scarp gum,combination resprouter,yes,yes,yes,NT,O,C,G(1),E. kombolgiensis,NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",NA,ser. Scutiformes ms,NA,Corymbia clavigera,Kimberley apple gum,combination resprouter,yes,yes,yes,WA,-,-,-,E. clavigera,NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",NA,ser. Scutiformes ms,NA,Corymbia sp. Prince Regent River (Barrett 3750 & Barrett),NA,combination resprouter,yes,yes,yes,WA,O,C,-,NA,NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",NA,ser. Scutiformes ms,NA,Corymbia polysciada,apple gum,combination resprouter,yes,yes,yes,NT,O,C,G(3),E. polysciada,NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",NA,ser. Scutiformes ms,NA,Corymbia disjuncta,broad-leaved carbeen,combination resprouter,yes,yes,yes,"NT,WA,Qld,PNG",O,C,G(1),NA,NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",NA,ser. Scutiformes ms,NA,Corymbia pauciseta,NA,combination resprouter,yes,yes,yes,NT,O,C,-,NA,NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",NA,ser. Scutiformes ms,NA,?Corymbia karelgica,broad-leaved carbeen,combination resprouter,yes,yes,yes,WA,O,C,-,Dubious species (possibly = C. disjuncta),NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",NA,ser. Scutiformes ms,NA,Corymbia confertiflora,broad-leaved carbeen,combination resprouter,yes,yes,yes,"NT,Qld,WA",O,C,G(1),E. confertiflora,NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",NA,ser. Scutiformes ms,NA,Corymbia dendromerinx,NA,combination resprouter,yes,yes,yes,WA,O,C,-,NA,NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",NA,ser. Scutiformes ms,NA,Corymbia aspera,rough-leaved ghost gum,combination resprouter,yes,yes,yes,"NT,WA,Qld",O,C,G(2),E. aspera,NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",NA,ser. Scutiformes ms,NA,Corymbia candida,desert ghost gum,combination resprouter,yes,yes,yes,"WA,NT",O,C,G(1),"C. candida subsp. dipsoides, E. candida, E. sp. CC in Brooker & Kleinig",NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",NA,ser. Scutiformes ms,NA,Corymbia gilbertensis,Gilbert River ghost gum,combination resprouter,yes,yes,yes,Qld,O,C,G(1),E. gilbertensis,NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",NA,ser. Scutiformes ms,NA,Corymbia ferriticola,Pilbara ghost gum,combination resprouter,yes,yes,yes,WA,O,C,G(1),"C. ferriticola subsp. sitiens, E. ferriticola",NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",NA,ser. Scutiformes ms,NA,Corymbia blakei,duricrust ghost gum,combination resprouter,yes,yes,yes,Qld,O,C,G(1),"C. blakei subsp. rassilis, C. inobvia, E. blakei",NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",NA,ser. Scutiformes ms,NA,Corymbia aparrerinja,"ghost gum, white gum",combination resprouter,yes,yes,yes,"NT,Qld,WA",O,C,G(2),"C. punkapitiensis, E. aparrerinja, E. papuana var. aparrerinja",NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",NA,ser. Scutiformes ms,NA,?Corymbia dallachiana,Queensland ghost gum,combination resprouter,yes,yes,yes,Qld,O,C,G(1),"Dubious species (possibly = C. aparrerinja), E. aparrerinja subsp. dallachiana, E. tessellaris var. dallachiana",NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",NA,ser. Scutiformes ms,NA,Corymbia flavescens,wrinkle-leaf ghost gum,combination resprouter,yes,yes,yes,"WA,NT,Qld",O,C,G(1),"E. flavescens, E. sp. BB in Brooker & Kleinig 1994",NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",NA,ser. Scutiformes ms,NA,Corymbia grandifolia subsp. grandifolia,large-leaved cabbage gum,combination resprouter,yes,yes,yes,"NT,Qld,WA",O,C,G(1),NA,NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",NA,ser. Scutiformes ms,NA,Corymbia grandifolia subsp. lamprocardia,large-leaved cabbage gum,combination resprouter,yes,yes,yes,"WA,NT",O,C,G(2),NA,NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",NA,ser. Scutiformes ms,NA,Corymbia grandifolia ?subsp. longa,large-leaved cabbage gum,combination resprouter,yes,yes,yes,"NT,WA",O,C,G(1),Dubious subspecies (possibly subsp. grandifolia),NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",NA,ser. Scutiformes ms,NA,Corymbia x candida subsp. lautifolia,NA,combination resprouter,yes,yes,yes,WA,O,C,-,C. candida - C. flavescens intergrade,NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",NA,ser. Scutiformes ms,NA,Corymbia x chillagoensis,Chillago ghost gum,combination resprouter,yes,yes,yes,Qld,O,C,-,C. confertiflora x C. dallachiana hybrid swarm,NA,epicormic lignotuber
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",NA,ser. Scutiformes ms,NA,Corymbia x paractia,Broome ghost gum,combination resprouter,yes,yes,yes,WA,O,C,- (1),C. dendromerinx - C. flavescens intergrade,NA,epicormic lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Complanatae (tropical eudesmids),NA,ser. Tetrodontae (tropical stringybarks),NA,Eucalyptus tetrodonta,Darwin stringybark,combination resprouter,yes,yes,yes,"NT,Qld,WA",O,C,- (1),NA,NA,epicormic lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Complanatae (tropical eudesmids),NA,ser. Tetrodontae (tropical stringybarks),NA,Eucalyptus megasepala,messmate,combination resprouter,yes,yes,yes,Qld,O,C,-,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Complanatae (tropical eudesmids),NA,ser. Similes (tropical yellowjackets),NA,Eucalyptus lirata,Kimberely yellowjacket,combination resprouter,yes,yes,yes,WA,O,C,G(1),NA,NA,epicormic lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Complanatae (tropical eudesmids),NA,ser. Similes (tropical yellowjackets),NA,Eucalyptus similis,Queensland yellowjacket,combination resprouter,yes,yes,yes,Qld,O,C,G(2),NA,NA,epicormic lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Complanatae (tropical eudesmids),NA,ser. Miniatae (orange-flowered gums),subser. Inclinatae,Eucalyptus chartaboma,paperbark gum,combination resprouter,yes,yes,yes,Qld,O,C,G(2),NA,NA,epicormic lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Complanatae (tropical eudesmids),NA,ser. Miniatae (orange-flowered gums),subser. Inclinatae,Eucalyptus aurantiaca,melaleuca gum,combination resprouter,yes,yes,yes,"NT,WA,Qld?",O,C,G(3),NA,NA,epicormic lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Complanatae (tropical eudesmids),NA,ser. Miniatae (orange-flowered gums),subser. Inclinatae,Eucalyptus miniata,"northern woollybutt, Darwin woollybutt",combination resprouter,yes,yes,yes,"NT,WA",O,C,-,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Complanatae (tropical eudesmids),NA,ser. Miniatae (orange-flowered gums),subser. Inclinatae,Eucalyptus gigantangion,Kakadu woollybutt,combination resprouter,yes,yes,yes,NT,O,C,G(2),NA,NA,epicormic lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Complanatae (tropical eudesmids),NA,ser. Miniatae (orange-flowered gums),subser. Phoeniceosae,Eucalyptus sp. Battlecamp (Nicolle 1789),NA,combination resprouter,yes,yes,yes,Qld,O,C,G(1),NA,NA,epicormic lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Complanatae (tropical eudesmids),NA,ser. Miniatae (orange-flowered gums),subser. Phoeniceosae,Eucalyptus phoenicea,scarlet gum,combination resprouter,yes,yes,yes,"NT,WA",O,C,G(3),NA,NA,epicormic lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Complanatae (tropical eudesmids),NA,ser. Miniatae (orange-flowered gums),subser. Phoeniceosae,Eucalyptus ceracea,silver yellowjacket,combination resprouter,yes,yes,yes,WA,O,C,- (1),NA,NA,epicormic lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Complanatae (tropical eudesmids),NA,ser. Scutelliformes,NA,Eucalyptus baileyana,Baileys stringybark,combination resprouter,yes,yes,yes,"Qld,NSW",O,C,G(3)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,NA,ser. Heteropterae,subser. Patelliformes,Eucalyptus odontocarpa,Sturt Creek mallee,Lignotuber resprouter,yes,no,yes,"NT,WA,Qld",O,C,G(1)m,NA,NA,lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,NA,ser. Heteropterae,subser. Patelliformes,Eucalyptus gamophylla,twin-leaved mallee,Lignotuber resprouter,yes,no,yes,"NT,WA,SA,Qld",O,C,G(3)m,NA,NA,lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,NA,ser. Heteropterae,subser. Acetabuliformes,Eucalyptus gongylocarpa,"desert gum, marble gum",combination resprouter,yes,yes,yes,"WA,SA,NT",O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,NA,ser. Heteropterae,subser. Tetraedrae,Eucalyptus pallida,NA,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,E. eudesmioides subsp. northern pallid in Brooker & Kleinig 1990,NA,lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,NA,ser. Heteropterae,subser. Tetraedrae,Eucalyptus eudesmioides,Kalbarri mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m,NA,NA,lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,NA,ser. Heteropterae,subser. Tetraedrae,Eucalyptus selachiana,NA,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,E. eudesmioides subsp. northern glossy in Brooker & Kleinig 1990,NA,lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,NA,ser. Heteropterae,subser. Tetraedrae,Eucalyptus gittinsii subsp. gittinsii,northern sandplain mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,NA,ser. Heteropterae,subser. Tetraedrae,Eucalyptus gittinsii subsp. illucida,northern sandplain mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,NA,NA,lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,NA,ser. Heteropterae,subser. Tetraedrae,Eucalyptus pleurocarpa,"tallerack, blue mallee",Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,NA,ser. Heteropterae,subser. Tetraedrae,Eucalyptus extrica,eastern tallerack,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,E. sp. B in Brooker & Kleinig 1990,NA,lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,NA,ser. Heteropterae,subser. Tetraedrae,Eucalyptus x tetragona,Lucky Bay tallerack,Lignotuber resprouter,yes,no,yes,WA,O,C,-,E. extrica - E. pleurocarpa intergrade,NA,lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,NA,ser. Heteropterae,subser. Tetraedrae,Eucalyptus x conveniens,Natta Road mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,"E. gittinsii subsp. illucida - E. pleurocarpa intergrade, E. sp. A in Brooker & Kleinig 1990",NA,lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,NA,ser. Heteropterae,subser. Jucundae,Eucalyptus erythrocorys,"red-capped gum, illyarrie",combination resprouter,yes,yes,yes,WA,O,C,G(3)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,NA,ser. Heteropterae,subser. Jucundae,Eucalyptus roycei,Shark Bay mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,NA,ser. Heteropterae,subser. Jucundae,Eucalyptus jucunda,Yuna mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,NA,ser. Ebbanoenses,NA,Eucalyptus ebbanoensis subsp. glauciramula,waxy sandplain mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,NA,NA,lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,NA,ser. Ebbanoenses,NA,Eucalyptus ebbanoensis subsp. ebbanoensis,sandplain mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,NA,NA,lignotuber
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,NA,ser. Ebbanoenses,NA,Eucalyptus ebbanoensis subsp. photina,glossy-leaved sandplain mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,NA,NA,lignotuber
Eucalyptus,subg. Acerosae,NA,NA,NA,NA,Eucalyptus curtisii subsp. Curtisii,"Brisbane mallee, Plunkett mallee",Lignotuber resprouter,yes,no,yes,Qld,O,C,G(1)m,NA,NA,lignotuber
Eucalyptus,subg. Acerosae,NA,NA,NA,NA,Eucalyptus curtisii subsp. Inland,"Brisbane mallee, Plunkett mallee",Lignotuber resprouter,yes,no,yes,Qld,O,-,-,NA,NA,lignotuber
Eucalyptus,subg. Cuboidea,NA,NA,NA,NA,Eucalyptus tenuipes,narrow-leaved white mahogany,combination resprouter,yes,yes,yes,Qld,O,C,G(3),NA,NA,epicormic lignotuber
Eucalyptus,subg. Alveolata,NA,NA,NA,NA,Eucalyptus microcorys,tallowwood,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Cruciformes,NA,NA,NA,NA,Eucalyptus guilfoylei,yellow tingle,combination resprouter,yes,yes,yes,WA,O,C,G(3)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Bolites,NA,NA,NA,Eucalyptus gomphocephala,tuart,Stem resprouter,yes,yes,no,WA,O,C,G(1)m,E. gomphocephala var. rhodoxylon,NA,epicormic
Eucalyptus,subg. Symphyomyrtus,sect. Bolites,NA,NA,NA,Eucalyptus x mundijongensis,NA,Regenerative strategy uncertain or variable,NA,NA,NA,WA,-,-,-,E. gomphocephala x E. wandoo subsp. wandoo hybrid,NA,NA
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,NA,ser. Accedentes,NA,Eucalyptus laeliae,Darling Range ghost gum,combination resprouter,yes,yes,yes,WA,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,NA,ser. Accedentes,NA,Eucalyptus accedens,powderbark wandoo,combination resprouter,yes,yes,yes,WA,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,NA,ser. Accedentes,NA,Eucalyptus zopherophloia,blackbutt mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,NA,ser. Accedentes,NA,Eucalyptus baiophylla,Giralia Range mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,"E. sp. Giralia Range, E. giraliensis ms",NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,NA,ser. Accedentes,NA,Eucalyptus prominens,Cape Range mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,NA,ser. Accedentes,NA,Eucalyptus pilbarensis,Pilbara mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,E. sp. Mt Bruce (van Leeuwen 3809),NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,NA,ser. Accedentes,NA,Eucalyptus trivalva,desert mallee,Lignotuber resprouter,yes,no,yes,"WA,SA,NT",O,C,G(5)m,E. trivalvis,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,NA,ser. Accedentes,NA,Eucalyptus x crispata,Yandanooka mallee,Regenerative strategy uncertain or variable,NA,NA,NA,WA,O,C,G(1)m,E. accedens x E. arachnaea subsp. arachnaea hybrid,NA,NA
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,NA,ser. Accedentes,NA,Eucalyptus x leprophloia,scaly-butt mallee,Regenerative strategy uncertain or variable,NA,NA,NA,WA,O,C,G(1)m,E. accedens x E. zopherophloia hybrid,NA,NA
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,NA,ser. Accedentes,NA,Eucalyptus x pruiniramis,Midlands gum,Regenerative strategy uncertain or variable,NA,NA,NA,WA,O,C,G(1)m,"E. accedens x E. loxophleba subsp. loxophleba hybrid, E. sp. D in Brooker & Kleinig 1990",NA,NA
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,NA,ser. Loxophlebae,NA,Eucalyptus loxophleba subsp. loxophleba,York gum,combination resprouter,yes,yes,yes,WA,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,NA,ser. Loxophlebae,NA,Eucalyptus loxophleba subsp. supralaevis,blackbutt York gum,combination resprouter,yes,yes,yes,WA,O,C,G(3)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,NA,ser. Loxophlebae,NA,Eucalyptus loxophleba subsp. lissophloia,smooth-barked York gum,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,NA,ser. Loxophlebae,NA,Eucalyptus loxophleba subsp. gratiae,Lake Grace mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,E. gratiae,NA,lignotuber
