genus,subgenus,section,subsection,series,subseries,taxon,common_name,strategy_Nicolle,Resprouter,Epicormic,Lignotuber,distribution,observed_by_Nicolle,collected_by_Nicole,growing_at_CCA,alternate_names
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",,ser. Scutiformes ms,,Corymbia kombolgiensis ,scarp gum,combination resprouter,yes,yes,yes,NT,O,C,G(1),E. kombolgiensis 
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",,ser. Scutiformes ms,,Corymbia clavigera ,Kimberley apple gum,combination resprouter,yes,yes,yes,WA,-,-,-,E. clavigera 
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",,ser. Scutiformes ms,,Corymbia sp. Prince Regent River (Barrett 3750 & Barrett),,combination resprouter,yes,yes,yes,WA,O,C,-,
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",,ser. Scutiformes ms,,Corymbia polysciada ,apple gum,combination resprouter,yes,yes,yes,NT,O,C,G(3),E. polysciada 
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",,ser. Scutiformes ms,,Corymbia disjuncta ,broad-leaved carbeen,combination resprouter,yes,yes,yes,"NT,WA,Qld,PNG",O,C,G(1),
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",,ser. Scutiformes ms,,Corymbia pauciseta,,combination resprouter,yes,yes,yes,NT,O,C,-,
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",,ser. Scutiformes ms,,?Corymbia karelgica ,broad-leaved carbeen,combination resprouter,yes,yes,yes,WA,O,C,-,Dubious species (possibly = C. disjuncta)
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",,ser. Scutiformes ms,,Corymbia confertiflora ,broad-leaved carbeen,combination resprouter,yes,yes,yes,"NT,Qld,WA",O,C,G(1),E. confertiflora 
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",,ser. Scutiformes ms,,Corymbia dendromerinx,,combination resprouter,yes,yes,yes,WA,O,C,-,
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",,ser. Scutiformes ms,,Corymbia aspera ,rough-leaved ghost gum,combination resprouter,yes,yes,yes,"NT,WA,Qld",O,C,G(2),E. aspera 
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",,ser. Scutiformes ms,,Corymbia candida ,desert ghost gum,combination resprouter,yes,yes,yes,"WA,NT",O,C,G(1),"C. candida subsp. dipsoides, E. candida, E. sp. CC in Brooker & Kleinig "
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",,ser. Scutiformes ms,,Corymbia gilbertensis ,Gilbert River ghost gum,combination resprouter,yes,yes,yes,Qld,O,C,G(1),E. gilbertensis 
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",,ser. Scutiformes ms,,Corymbia ferriticola ,Pilbara ghost gum,combination resprouter,yes,yes,yes,WA,O,C,G(1),"C. ferriticola subsp. sitiens, E. ferriticola "
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",,ser. Scutiformes ms,,Corymbia blakei ,duricrust ghost gum,combination resprouter,yes,yes,yes,Qld,O,C,G(1),"C. blakei subsp. rassilis, C. inobvia, E. blakei "
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",,ser. Scutiformes ms,,Corymbia aparrerinja,"ghost gum, white gum",combination resprouter,yes,yes,yes,"NT,Qld,WA",O,C,G(2),"C. punkapitiensis, E. aparrerinja, E. papuana var. aparrerinja"
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",,ser. Scutiformes ms,,?Corymbia dallachiana ,Queensland ghost gum,combination resprouter,yes,yes,yes,Qld,O,C,G(1),"Dubious species (possibly = C. aparrerinja), E. aparrerinja subsp. dallachiana, E. tessellaris var. dallachiana"
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",,ser. Scutiformes ms,,Corymbia flavescens ,wrinkle-leaf ghost gum ,combination resprouter,yes,yes,yes,"WA,NT,Qld",O,C,G(1),"E. flavescens, E. sp. BB in Brooker & Kleinig 1994"
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",,ser. Scutiformes ms,,Corymbia grandifolia subsp. grandifolia ,large-leaved cabbage gum,combination resprouter,yes,yes,yes,"NT,Qld,WA",O,C,G(1),
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",,ser. Scutiformes ms,,Corymbia grandifolia subsp. lamprocardia ,large-leaved cabbage gum,combination resprouter,yes,yes,yes,"WA,NT",O,C,G(2),
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",,ser. Scutiformes ms,,Corymbia grandifolia ?subsp. longa ,large-leaved cabbage gum,combination resprouter,yes,yes,yes,"NT,WA",O,C,G(1),Dubious subspecies (possibly subsp. grandifolia)
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",,ser. Scutiformes ms,,[Corymbia x candida subsp. lautifolia],,combination resprouter,yes,yes,yes,WA,O,C,- ,C. candida - C. flavescens intergrade
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",,ser. Scutiformes ms,,[Corymbia x chillagoensis],Chillago ghost gum,combination resprouter,yes,yes,yes,Qld,O,C,-,C. confertiflora x C. dallachiana hybrid swarm
Corymbia (bloodwoods),subg. Blakella,"sect. Abbreviatae (paper-fruited bloodwoods, ghost gums)",,ser. Scutiformes ms,,[Corymbia x paractia],Broome ghost gum,combination resprouter,yes,yes,yes,WA,O,C,- (1),C. dendromerinx - C. flavescens intergrade
Eucalyptus,subg. Eudesmia (eudesmids),sect. Complanatae (tropical eudesmids),,ser. Tetrodontae (tropical stringybarks),,Eucalyptus tetrodonta ,Darwin stringybark,combination resprouter,yes,yes,yes,"NT,Qld,WA",O,C,- (1),
Eucalyptus,subg. Eudesmia (eudesmids),sect. Complanatae (tropical eudesmids),,ser. Tetrodontae (tropical stringybarks),  ,Eucalyptus megasepala ,messmate,combination resprouter,yes,yes,yes,Qld,O,C,- ,
Eucalyptus,subg. Eudesmia (eudesmids),sect. Complanatae (tropical eudesmids),,ser. Similes (tropical yellowjackets),,Eucalyptus lirata ,Kimberely yellowjacket,combination resprouter,yes,yes,yes,WA,O,C,G(1),
Eucalyptus,subg. Eudesmia (eudesmids),sect. Complanatae (tropical eudesmids),,ser. Similes (tropical yellowjackets),,Eucalyptus similis ,Queensland yellowjacket,combination resprouter,yes,yes,yes,Qld,O,C,G(2),
Eucalyptus,subg. Eudesmia (eudesmids),sect. Complanatae (tropical eudesmids),,ser. Miniatae (orange-flowered gums),subser. Inclinatae,Eucalyptus chartaboma ,paperbark gum,combination resprouter,yes,yes,yes,Qld,O,C,G(2),
Eucalyptus,subg. Eudesmia (eudesmids),sect. Complanatae (tropical eudesmids),,ser. Miniatae (orange-flowered gums),subser. Inclinatae,Eucalyptus aurantiaca ,melaleuca gum,combination resprouter,yes,yes,yes,"NT,WA,Qld?",O,C,G(3),
Eucalyptus,subg. Eudesmia (eudesmids),sect. Complanatae (tropical eudesmids),,ser. Miniatae (orange-flowered gums),subser. Inclinatae,Eucalyptus miniata,"northern woollybutt, Darwin woollybutt",combination resprouter,yes,yes,yes,"NT,WA",O,C,-,
Eucalyptus,subg. Eudesmia (eudesmids),sect. Complanatae (tropical eudesmids),,ser. Miniatae (orange-flowered gums),subser. Inclinatae,Eucalyptus gigantangion ,Kakadu woollybutt,combination resprouter,yes,yes,yes,NT,O,C,G(2),
Eucalyptus,subg. Eudesmia (eudesmids),sect. Complanatae (tropical eudesmids),,ser. Miniatae (orange-flowered gums),subser. Phoeniceosae,Eucalyptus sp. Battlecamp (Nicolle 1789),,combination resprouter,yes,yes,yes,Qld,O,C,G(1),
Eucalyptus,subg. Eudesmia (eudesmids),sect. Complanatae (tropical eudesmids),,ser. Miniatae (orange-flowered gums),subser. Phoeniceosae,Eucalyptus phoenicea ,scarlet gum,combination resprouter,yes,yes,yes,"NT,WA",O,C,G(3),
Eucalyptus,subg. Eudesmia (eudesmids),sect. Complanatae (tropical eudesmids),,ser. Miniatae (orange-flowered gums),subser. Phoeniceosae,Eucalyptus ceracea ,silver yellowjacket,combination resprouter,yes,yes,yes,WA,O,C,- (1),
Eucalyptus,subg. Eudesmia (eudesmids),sect. Complanatae (tropical eudesmids),,ser. Scutelliformes,,Eucalyptus baileyana ,Baileys stringybark,combination resprouter,yes,yes,yes,"Qld,NSW",O,C,G(3)m,
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,,ser. Heteropterae,subser. Patelliformes,Eucalyptus odontocarpa ,Sturt Creek mallee,Lignotuber resprouter,yes,no,yes,"NT,WA,Qld",O,C,G(1)m,
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,,ser. Heteropterae,subser. Patelliformes,Eucalyptus gamophylla ,twin-leaved mallee,Lignotuber resprouter,yes,no,yes,"NT,WA,SA,Qld",O,C,G(3)m,
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,,ser. Heteropterae,subser. Acetabuliformes,Eucalyptus gongylocarpa,"desert gum, marble gum",combination resprouter,yes,yes,yes,"WA,SA,NT",O,C,G(2)m,
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,,ser. Heteropterae,subser. Tetraedrae,Eucalyptus pallida,,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,E. eudesmioides subsp. northern pallid in Brooker & Kleinig 1990
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,,ser. Heteropterae,subser. Tetraedrae,Eucalyptus eudesmioides ,Kalbarri mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m,
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,,ser. Heteropterae,subser. Tetraedrae,Eucalyptus selachiana,,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,E. eudesmioides subsp. northern glossy in Brooker & Kleinig 1990
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,,ser. Heteropterae,subser. Tetraedrae,Eucalyptus gittinsii subsp. gittinsii ,northern sandplain mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,,ser. Heteropterae,subser. Tetraedrae,Eucalyptus gittinsii subsp. illucida ,northern sandplain mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,,ser. Heteropterae,subser. Tetraedrae,Eucalyptus pleurocarpa,"tallerack, blue mallee",Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,,ser. Heteropterae,subser. Tetraedrae,Eucalyptus extrica ,eastern tallerack,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,E. sp. B in Brooker & Kleinig 1990
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,,ser. Heteropterae,subser. Tetraedrae,[Eucalyptus x tetragona],Lucky Bay tallerack,Lignotuber resprouter,yes,no,yes,WA,O,C,- ,E. extrica - E. pleurocarpa intergrade
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,,ser. Heteropterae,subser. Tetraedrae,[Eucalyptus x conveniens],Natta Road mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,"E. gittinsii subsp. illucida - E. pleurocarpa intergrade, E. sp. A in Brooker & Kleinig 1990"
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,,ser. Heteropterae,subser. Jucundae,Eucalyptus erythrocorys,"red-capped gum, illyarrie",combination resprouter,yes,yes,yes,WA,O,C,G(3)m,
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,,ser. Heteropterae,subser. Jucundae,Eucalyptus roycei ,Shark Bay mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,,ser. Heteropterae,subser. Jucundae,Eucalyptus jucunda ,Yuna mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,,ser. Ebbanoenses,,Eucalyptus ebbanoensis subsp. glauciramula ,waxy sandplain mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m ,
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,,ser. Ebbanoenses,,Eucalyptus ebbanoensis subsp. ebbanoensis ,sandplain mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m ,
Eucalyptus,subg. Eudesmia (eudesmids),sect. Limbatae,,ser. Ebbanoenses,,Eucalyptus ebbanoensis subsp. photina ,glossy-leaved sandplain mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,
Eucalyptus,subg. Acerosae,,,,,Eucalyptus curtisii subsp. Curtisii,"Brisbane mallee, Plunkett mallee",Lignotuber resprouter,yes,no,yes,Qld,O,C,G(1)m,
Eucalyptus,subg. Acerosae,,,,,Eucalyptus curtisii subsp. Inland,"Brisbane mallee, Plunkett mallee",Lignotuber resprouter,yes,no,yes,Qld,O,-,-,
Eucalyptus,subg. Cuboidea,,,,,Eucalyptus tenuipes ,narrow-leaved white mahogany,combination resprouter,yes,yes,yes,Qld,O,C,G(3),
Eucalyptus,subg. Alveolata,,,,,Eucalyptus microcorys ,tallowwood,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(1)m,
Eucalyptus,subg. Cruciformes,,,,,Eucalyptus guilfoylei ,yellow tingle,combination resprouter,yes,yes,yes,WA,O,C,G(3)m,
Eucalyptus,subg. Symphyomyrtus,sect. Bolites,,,,Eucalyptus gomphocephala ,tuart,Stem resprouter ,yes,yes,no,WA,O,C,G(1)m,E. gomphocephala var. rhodoxylon
Eucalyptus,subg. Symphyomyrtus,sect. Bolites,,,,[Eucalyptus x mundijongensis],,Regenerative strategy uncertain or variable,,,,WA,-,-,-,E. gomphocephala x E. wandoo subsp. wandoo hybrid
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Accedentes,,Eucalyptus laeliae ,Darling Range ghost gum,combination resprouter,yes,yes,yes,WA,O,C,G(1)m,
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Accedentes,,Eucalyptus accedens ,powderbark wandoo,combination resprouter,yes,yes,yes,WA,O,C,G(1)m,
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Accedentes,,Eucalyptus zopherophloia ,blackbutt mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Accedentes,,Eucalyptus baiophylla ,Giralia Range mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,"E. sp. Giralia Range, E. giraliensis ms"
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Accedentes,,Eucalyptus prominens ,Cape Range mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Accedentes,,Eucalyptus pilbarensis ,Pilbara mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,E. sp. Mt Bruce (van Leeuwen 3809)
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Accedentes,,Eucalyptus trivalva ,desert mallee,Lignotuber resprouter,yes,no,yes,"WA,SA,NT",O,C,G(5)m,E. trivalvis 
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Accedentes,,[Eucalyptus x crispata],Yandanooka mallee,Regenerative strategy uncertain or variable,,,,WA,O,C,G(1)m ,E. accedens x E. arachnaea subsp. arachnaea hybrid
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Accedentes,,[Eucalyptus x leprophloia],scaly-butt mallee,Regenerative strategy uncertain or variable,,,,WA,O,C,G(1)m ,E. accedens x E. zopherophloia hybrid
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Accedentes,,[Eucalyptus x pruiniramis],Midlands gum,Regenerative strategy uncertain or variable,,,,WA,O,C,G(1)m ,"E. accedens x E. loxophleba subsp. loxophleba hybrid, E. sp. D in Brooker & Kleinig 1990"
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Loxophlebae,,Eucalyptus loxophleba subsp. loxophleba ,York gum,combination resprouter,yes,yes,yes,WA,O,C,G(1)m,
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Loxophlebae,,Eucalyptus loxophleba subsp. supralaevis ,blackbutt York gum,combination resprouter,yes,yes,yes,WA,O,C,G(3)m,
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Loxophlebae,,Eucalyptus loxophleba subsp. lissophloia ,smooth-barked York gum,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Loxophlebae,,Eucalyptus loxophleba subsp. gratiae ,Lake Grace mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,E. gratiae 
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Loxophlebae,,Eucalyptus blaxellii ,Howatharra mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,E. sp. I in Brooker & Kleinig 1990
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Loxophlebae,,Eucalyptus articulata ,Ponton Creek mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Loxophlebae,,Eucalyptus semota ,Marymia mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,E. sp. NN in Brooker & Kleinig 1994
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Kruseanae,,Eucalyptus kruseana ,bookleaf mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Kruseanae,,[Eucalyptus x brachyphylla],short-leaved mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m ,E. kruseana x E. loxophleba subsp. lissophloia hybrid
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Contortae (gimlets),,Eucalyptus effusa subsp. exsul ,desert gimlet,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,E. abrupta ms
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Contortae (gimlets),,Eucalyptus effusa subsp. effusa ,rough-barked gimlet,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Contortae (gimlets),,Eucalyptus salubris ,gimlet,Obligate seeder ,no,no,no,WA,O,C,G(4)m,
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Contortae (gimlets),,Eucalyptus ravida ,silver-topped gimlet,Obligate seeder ,no,no,no,WA,O,C,G(2)m,E. salubris var. glauca 
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Contortae (gimlets),,?Eucalyptus jimberlanica ,Norseman gimlet,Obligate seeder ,no,no,no,WA,O,C,G(2)m,Dubious species (possibly = E. ravida - E. tortilis intergrade)
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Contortae (gimlets),,Eucalyptus campaspe ,silver gimlet,Obligate seeder ,no,no,no,WA,O,C,G(3)m,
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Contortae (gimlets),,Eucalyptus tortilis,,Obligate seeder ,no,no,no,WA,O,C,G(1)m,
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Contortae (gimlets),,Eucalyptus terebra ,Balladonia gimlet,Obligate seeder ,no,no,no,WA,O,C,G(2)m,E. sp. G in Brooker & Kleinig 1990
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Contortae (gimlets),,Eucalyptus diptera ,two-winged gimlet,Obligate seeder ,no,no,no,WA,O,C,G(1)m,
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Contortae (gimlets),,Eucalyptus creta ,large-fruited gimlet,Obligate seeder ,no,no,no,WA,O,C,G(2)m,E. sp. H in Brooker & Kleinig 1990
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Obliquae,,Eucalyptus grossa ,coarse-leaved mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Stricklandianae,,Eucalyptus stricklandii ,Stricklands blackbutt,Obligate seeder ,no,no,no,WA,O,C,G(2)m,
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Stricklandianae,,Eucalyptus carnei ,Carnes blackbutt,Obligate seeder ,no,no,no,WA,O,C,G(2)m,
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Elongatae,,Eucalyptus armillata ,flanged mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,E. erythronema var. marginata 
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Elongatae,,Eucalyptus erythronema subsp. erythronema ,red-flowered mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Elongatae,,Eucalyptus erythronema subsp. inornata ,yellow-flowered mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Elongatae,,Eucalyptus dielsii ,cap-fruited mallet,Obligate seeder ,no,no,no,WA,O,C,G(3)m,
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Elongatae,,Eucalyptus cerasiformis ,cherry-fruited mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Elongatae,,Eucalyptus cylindriflora ,goldfields white mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(1)m,
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Clinatae,,Eucalyptus vegrandis subsp. vegrandis ,Ongerup mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(3)m,
Eucalyptus,subg. Symphyomyrtus,sect. Glandulosae ms,,ser. Clinatae,,Eucalyptus vegrandis subsp. recondita ,Cranbrook mallee,Lignotuber resprouter,yes,no,yes,WA,O,C,G(2)m,E. recondita ms in Brooker & Kleinig 1990
