accepted_name,budlength_min,budlength_max,budwidth_min,budwidth_max,frtlength_min,frtlength_max,frtwidth_min,frtwidth_max,bud_n_min,bud_n_max,colours_all,flowering_time_all,leaflength_min,leaflength_max,leafwidth_min,leafwidth_max,euclid_name,juvleaflength_min,juvleaflength_max,juvleaflength_unit,juvleafwidth_min,juvleafwidth_max,juvleafwidth_unit,leaf_length_minimum,leaf_length_maximum,leaf_width_minimum,leaf_width_maximum,leaflength_min2,leaflength_max2,leafwidth_min2,leafwidth_max2
Eucalyptus oldfieldii,1.2,2.2,0.9,1.5,0.5,1.2,1,2,3,3,white_cream,NNNYYYYYYYYN,6.3,11.5,0.9,2.5,eucalyptus_oldfieldii,6,12,cm,1,3.5,cm,63,115,9,25,NA,NA,NA,NA
Eucalyptus oleosa,0.6,1.4,0.3,0.6,0.4,0.8,0.4,0.8,7,11,white_cream,YYYYYYYNYYYY,5,11,0.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,0.5,2
Eucalyptus olida,0.4,NA,0.2,0.3,0.6,0.7,0.5,0.9,7,15,white_cream,NYNNNNNNNNNN,7,18.5,0.9,2.6,eucalyptus_olida,4.5,10,cm,2.5,5.5,cm,70,185,9,26,NA,NA,NA,NA
Eucalyptus oligantha,0.6,1,0.4,0.6,0.6,1.1,0.6,0.9,3,7,white_cream,NNYNNNYNYNNN,6.5,19,5,21.3,eucalyptus_oligantha,5,13.5,cm,3.5,13.5,cm,48,190,50,213,6.5,NA,NA,NA
Eucalyptus olivina,0.5,0.8,0.25,0.35,0.3,0.5,0.3,0.6,7,9,white_cream,NNYNNNNNNNNN,3.5,8.5,0.3,1,eucalyptus_olivina,2.5,6.5,cm,0.2,0.6,cm,35,85,3,10,NA,NA,NA,NA
Eucalyptus olsenii,1,1.7,0.6,0.7,1.2,2.2,1.2,1.8,7,7,white_cream,NNNNNNNNNYYN,5,12,1,2,eucalyptus_olsenii,3,7.5,cm,1.2,4,cm,50,120,10,20,NA,NA,NA,NA
Eucalyptus ophitica,0.8,1,0.4,0.6,0.4,0.6,0.5,0.7,7,7,white_cream,NNNNNNNNNNNN,7.8,17,1.7,2.5,eucalyptus_ophitica,7.5,20,cm,3,7,cm,78,170,17,25,NA,NA,NA,NA
Eucalyptus opimiflora,1,1.5,0.4,0.7,0.5,0.8,0.7,1,7,15,white_cream,NNNNNYNNNNYN,5.5,12,0.8,2,eucalyptus_opimiflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,12,0.8,2
Eucalyptus optima,1.6,2.4,0.6,0.8,0.7,1.1,0.8,1.2,7,9,white_cream,NNNNYNNYYNNN,8,17.5,1.5,3.4,eucalyptus_optima,3,17,cm,2,5,cm,80,140,15,30,NA,17.5,NA,3.4
Eucalyptus oraria,0.45,0.7,0.2,0.4,0.5,0.8,0.4,0.5,9,19,white_cream,NNNNYNNYYYNN,6.5,10,0.8,2.3,eucalyptus_oraria,5,9,cm,1.3,3.5,cm,55,110,8,23,6.5,10,NA,NA
Eucalyptus orbifolia,0.8,1.3,0.6,1.2,0.3,1,0.8,1.5,3,7,yellow_orange,NNNYNYYNYNNN,2.5,5,1.3,5,eucalyptus_orbifolia,NA,NA,NA,NA,NA,NA,25,50,13,50,NA,NA,NA,NA
Eucalyptus ordiana,0.7,1,0.4,0.6,0.4,0.8,0.5,0.7,7,7,white_cream,NNNYNNYNNNNN,6,9,2,8,eucalyptus_ordiana,4,8,cm,4.5,10,cm,35,90,20,80,6,NA,NA,NA
Eucalyptus oreades,0.5,NA,0.3,0.4,0.5,1,0.6,1,7,7,white_cream,NYYNNNNNNNNN,7.5,18,1,3.2,eucalyptus_oreades,8,20,cm,3.5,10,cm,75,180,10,32,NA,NA,NA,NA
Eucalyptus orgadophila,0.7,0.9,0.4,0.6,0.7,1.1,0.6,1,7,7,white_cream,NYNYYNYYYNNN,6.5,18,1,2.5,eucalyptus_orgadophila,3,6,cm,1.8,4,cm,65,180,10,35,NA,NA,NA,2.5
Eucalyptus ornata,1.5,2,0.6,0.9,0.5,1,1,1.7,9,11,white_cream,NNNNNNNNNNNN,7,12,1,2,eucalyptus_ornata,NA,NA,NA,NA,NA,NA,65,130,10,20,7,12,NA,NA
Eucalyptus orthostemon,0.9,1.4,0.3,0.5,0.5,0.8,0.5,0.7,7,7,white_cream,YYNNNNNNNNNN,3,5.5,0.2,0.5,eucalyptus_orthostemon,NA,NA,NA,NA,NA,NA,30,55,2,5,NA,NA,NA,NA
Eucalyptus ovata,0.5,1.1,0.4,0.9,0.3,1,0.4,1.3,7,7,white_cream,NNYYNYYYYYYN,7.5,18,1.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,18,1.6,6
Eucalyptus ovularis,0.45,0.8,0.25,0.4,0.4,0.6,0.4,0.5,9,13,white_cream,NNNNNYNYNNNN,6,10,0.5,1,eucalyptus_ovularis,6.5,10,cm,1.5,2.5,cm,60,100,5,10,NA,NA,NA,NA
Eucalyptus oxymitra,1.1,1.6,0.6,1.3,0.5,1.2,1,2.1,7,7,white_cream,YNNYNNYNNYNY,5.5,12.5,1.5,4,eucalyptus_oxymitra,NA,NA,NA,NA,NA,NA,55,125,15,40,NA,NA,NA,NA
Eucalyptus pachycalyx,0.7,1.2,0.4,0.6,0.4,0.6,0.6,0.9,7,11,white_cream,NYNNNNNNNNNN,6,17,1.2,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,17,1.2,2.5
Eucalyptus pachyloma,0.7,1,0.6,0.9,0.7,1.1,1.2,1.7,7,13,white_cream,YNNNNNNNNYNY,5.8,10.8,0.7,1.3,eucalyptus_pachyloma,4,8,cm,0.9,2,cm,58,108,7,18,NA,NA,NA,1.3
Eucalyptus pachyphylla,1.8,3.2,1.3,2.5,0.6,1.5,1.6,3.5,3,3,yellow_orange,NNYYYYYYYNNY,6,11.5,2,4.5,eucalyptus_pachyphylla,NA,16,cm,NA,5,cm,60,160,15,45,NA,11.5,2,NA
Eucalyptus paedoglauca,0.7,NA,0.4,NA,0.5,0.7,0.5,0.7,7,7,white_cream,NNNNNNNNNNNN,8,14,1.7,3.2,eucalyptus_paedoglauca,8,15,cm,3.5,7,cm,80,140,17,32,NA,NA,NA,NA
Eucalyptus paliformis,0.5,NA,0.3,NA,0.6,0.8,0.5,0.7,7,7,white_cream,NNNNYYYNNNNN,7,13,0.9,2,eucalyptus_paliformis,6.5,11,cm,1.5,2,cm,62,130,9,20,7,NA,NA,NA
Eucalyptus paludicola,1,1.3,0.7,0.9,0.8,1.3,0.9,1.5,7,7,white_cream,NNNNYNNNNYNY,8,21,2,4,eucalyptus_paludicola,4,10,cm,2.8,7,cm,80,210,20,40,NA,NA,NA,NA
Eucalyptus panda,0.4,0.7,0.3,0.4,0.4,0.6,0.5,0.7,7,7,white_cream,NNNNYYNYYYYN,5,11,0.8,2.2,eucalyptus_panda,5,9,cm,1,1.5,cm,50,110,8,22,NA,NA,NA,NA
Eucalyptus paniculata,0.5,1.3,0.4,0.7,0.4,1.3,0.4,1,7,7,white_cream,YNYNYYYYYYYY,5,18,1.2,3.7,eucalyptus_paniculata,3.5,7,cm,1.5,3,cm,50,180,12,30,NA,NA,NA,3.7
Eucalyptus paniculata,0.5,1.3,0.4,0.7,0.4,1.3,0.4,1,7,7,white_cream,YNYNYYYYYYYY,5,18,1.2,3.7,eucalyptus_sp._dorsiventralis,NA,NA,NA,NA,NA,NA,50,180,12,30,NA,NA,NA,3.7
Eucalyptus pantoleuca,1.4,2.5,1.3,2.2,0.9,1.5,1.5,2.4,3,3,white_cream,NNNNNNYNNNNN,9,15,7,16,eucalyptus_pantoleuca,NA,NA,NA,NA,NA,NA,70,170,58,160,9,15,7,NA
Eucalyptus parramattensis,0.4,1.2,0.3,0.6,0.3,0.6,0.5,0.9,7,7,white_cream,NNNNNNNNNNYY,7,20,1.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,20,1.2,3
Eucalyptus parvula,0.4,NA,0.2,0.3,0.3,0.4,0.3,0.5,7,7,white_cream,YYYNNNNNNNNN,3,8,0.5,1.5,eucalyptus_parvula,1.6,4,cm,0.9,1.3,cm,30,80,5,15,NA,NA,NA,NA
Eucalyptus patellaris,0.9,1.6,0.6,0.9,0.6,1.2,0.6,1.3,7,7,white_cream,YYNNNNNNNNYY,9.5,27,1.3,3.5,eucalyptus_patellaris,9,13.5,cm,3.5,6,cm,82,270,13,48,9.5,NA,NA,3.5
Eucalyptus patens,0.7,1.1,0.5,0.7,0.7,1.4,0.7,1.3,7,11,white_cream,YYNNNNNYNNYN,8,17,1.5,3,eucalyptus_patens,8,20,cm,4.5,10.5,cm,80,170,15,30,NA,NA,NA,NA
Eucalyptus pauciflora,0.4,1.2,0.3,0.6,0.5,1.3,0.5,1.5,9,15,white_cream,YYNYNNNYNYYY,5,20,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,20,1,5
Eucalyptus pellita,1.5,1.6,0.9,1,0.6,1.1,0.8,1.4,7,7,white_cream,YYNNNNNYYYYY,10,23,3,6.5,eucalyptus_pellita,NA,NA,NA,NA,NA,NA,100,230,30,65,NA,NA,NA,NA
Eucalyptus pendens,0.7,1,0.5,0.7,1.1,2,1.3,1.6,9,11,white_cream,NNNNYNNYYYNN,5.5,10,1,1.8,eucalyptus_pendens,4,9,cm,2,5,cm,55,100,10,18,NA,NA,NA,NA
Eucalyptus peninsularis,1.2,1.7,0.4,0.6,0.9,1.1,0.6,0.9,7,11,white_cream,NNNNNNNNNNNY,7,13,1,2.3,eucalyptus_peninsularis,NA,NA,NA,NA,NA,NA,60,140,10,23,7,13,NA,NA
Eucalyptus perangusta,0.5,0.9,0.2,0.3,0.4,0.6,0.4,0.5,7,9,white_cream,NNNNNNNNNNNY,4,8,0.2,0.5,eucalyptus_perangusta,1,3.5,cm,0.1,0.3,cm,33,80,2,5,4,NA,NA,NA
Eucalyptus percostata,0.8,1.2,0.6,0.7,0.6,0.8,0.5,0.9,7,7,white_cream,NNNNYYYYYNYN,7,12,1.2,2.5,eucalyptus_percostata,5,10,cm,3,6,cm,70,120,12,25,NA,NA,NA,NA
Eucalyptus perriniana,0.6,0.7,0.4,0.5,0.4,0.6,0.5,0.8,3,3,white_cream,YYYNNNNNNNNN,7,16.5,1.2,5.2,eucalyptus_perriniana,3.2,8.5,cm,5,8,cm,70,165,12,52,NA,NA,NA,NA
Eucalyptus persistens,0.3,0.6,0.2,0.3,0.3,0.5,0.3,0.4,7,7,white_cream,NNNYYYYNYYNN,7,14,0.7,2,eucalyptus_persistens_subsp._persistens,4.5,10,cm,0.4,1,cm,50,165,7,23,7,14,NA,2
Eucalyptus petiolaris,1.1,1.7,0.7,1,1.1,1.7,1,1.5,3,3,red_brown white_cream,YNNNNNNYYYYN,8.5,15,1.2,2.5,eucalyptus_petiolaris,6,9,cm,3.8,6.8,cm,65,175,9,25,8.5,15,1.2,NA
Eucalyptus petraea,0.6,0.9,0.4,0.7,0.4,1,0.5,1,7,7,white_cream,YYYYYYYYYNNN,8,14.5,1.5,3.5,eucalyptus_petraea,6.5,9,cm,2,3.5,cm,80,145,13,35,NA,NA,1.5,NA
Eucalyptus petrensis,1,1.5,0.4,0.6,0.5,0.8,0.7,1,9,15,white_cream,NNNYNYNNYYYN,7,12.7,1,2.8,eucalyptus_petrensis,4.5,11,cm,3,5,cm,60,127,10,28,7,NA,NA,NA
Eucalyptus phaenophylla,1.2,1.9,0.3,0.5,0.5,0.9,0.5,0.7,11,13,white_cream yellow_orange,YYYYNNNYYYYY,4.3,8,0.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,8,0.7,2
Eucalyptus phenax,0.7,1.3,0.4,0.6,0.4,1,0.5,1,7,9,white_cream,YYYYYNNNNYYY,5,12,0.8,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12,0.8,3.5
Eucalyptus phoenicea,0.8,1.9,0.5,0.8,1.9,3,0.9,1.3,7,7,yellow_orange,NYNYYYYYYNYN,6.5,14,1.2,3,eucalyptus_phoenicea,4,13,cm,2,6,cm,65,140,9,45,NA,NA,1.2,3
Eucalyptus pilbarensis,0.9,1.4,0.45,0.6,0.8,1.2,0.6,0.9,7,7,white_cream,NNYNNNYNNNNN,6,11.7,1,2.2,eucalyptus_pilbarensis,5,8,cm,2,5,cm,60,147,7,22,NA,11.7,1,NA
Eucalyptus pileata,0.7,1.2,0.5,0.8,0.6,1,0.7,0.8,7,7,white_cream,NNNNNNYNNYYN,6.5,14,0.7,2.5,eucalyptus_pileata,5.5,9,cm,1,2,cm,55,140,7,25,6.5,NA,NA,NA
Eucalyptus pilularis,0.6,1,0.3,0.5,0.5,1.1,0.7,1.2,7,15,white_cream,YYYYNNYNYYYY,7.5,17,1.2,3.2,eucalyptus_pilularis,5.5,13,cm,1,3.6,cm,75,170,12,32,NA,NA,NA,NA
Eucalyptus pimpiniana,2,3.3,0.7,1,1.4,2,0.9,1.2,9,15,yellow_orange,YNNNNNYNNYNN,6.5,14,1.7,3.3,eucalyptus_pimpiniana,6,8,cm,2.5,4,cm,65,140,17,33,NA,NA,NA,NA
Eucalyptus piperita,0.5,0.7,0.2,0.3,0.5,0.8,0.4,0.8,9,15,white_cream,YYNYYNNNNNYY,7,20,1.2,4.7,eucalyptus_piperita_subsp._piperita,4.3,12.5,cm,1.8,6.5,cm,70,160,12,35,NA,20,NA,4.7
Eucalyptus piperita,0.5,0.7,0.2,0.3,0.5,0.8,0.4,0.8,9,15,white_cream,YYNYYNNNNNYY,7,20,1.2,4.7,eucalyptus_piperita_subsp._urceolaris,4,12.5,cm,1.7,6.5,cm,70,160,12,35,NA,20,NA,4.7
Eucalyptus placita,0.6,0.7,0.3,0.4,0.5,0.9,0.5,0.7,7,7,white_cream,NNNYNYNNYYNN,6,12,1.5,3.5,eucalyptus_placita,5,8,cm,3,5,cm,60,120,15,35,NA,NA,NA,NA
Eucalyptus planchoniana,2,2.9,0.8,1,1.7,2.8,1.6,2.6,7,7,white_cream,NNNNNNNNNYYY,8,26,1.5,3.5,eucalyptus_planchoniana,7,20,cm,2.3,7,cm,80,260,15,35,NA,NA,NA,NA
Eucalyptus platycorys,0.8,1.7,0.6,1,0.8,1.1,0.8,1.1,3,3,white_cream,NYNNYNYYYYNN,7,14,0.8,2.3,eucalyptus_platycorys,6,10,cm,1.5,4,cm,50,140,8,23,7,NA,NA,NA
Eucalyptus platydisca,1.2,1.7,0.8,1,0.7,1.4,1.1,1.6,7,7,white_cream,NNNYNNNNNNNN,6.2,12.3,0.7,1.8,eucalyptus_platydisca,4,11,cm,0.5,1.5,cm,62,123,7,13,NA,NA,NA,1.8
Eucalyptus platyphylla,0.6,0.9,0.5,0.7,0.3,0.6,0.6,1,7,7,white_cream,NNNNNYYYYYNN,5,21,3.5,12,eucalyptus_platyphylla,9,20,cm,6,16.5,cm,50,210,35,120,NA,NA,NA,NA
Eucalyptus platypus,2.5,3.2,0.6,0.9,1,1.9,0.9,1.3,7,7,yellow_orange green red_brown,YYNNNNNNNNNY,3,8.2,1.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8.2,1.5,4
Eucalyptus pleurocarpa,0.8,1.3,0.5,0.9,1.2,2.2,1.4,2,3,3,white_cream,YYNYNNNNNYYY,4.5,14,2.5,7,eucalyptus_pleurocarpa,NA,NA,NA,NA,NA,NA,45,140,25,70,NA,NA,NA,NA
Eucalyptus pluricaulis,1.7,2.8,0.3,0.5,0.7,1.1,0.5,0.7,9,11,white_cream,NNYYYYYYNNNN,5,10.5,0.7,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10.5,0.7,2.5
Eucalyptus polita,0.6,0.7,0.4,NA,0.4,0.5,0.4,0.7,7,11,white_cream,NNNNNNNNNNNN,7,12,0.7,1.5,eucalyptus_polita,5.5,10,cm,0.8,2,cm,70,120,7,15,NA,NA,NA,NA
Eucalyptus polyanthemos,0.3,0.6,0.2,0.4,0.3,0.6,0.3,0.6,7,7,white_cream,YNNNNYYYYYYY,3,15.5,1.5,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,15.5,1.5,6.3
Eucalyptus polybractea,0.4,0.6,0.3,0.4,0.4,0.7,0.3,0.5,7,11,white_cream,NNYYYYYYNNYN,6,17,0.4,2,eucalyptus_polybractea,4,15,cm,0.3,1.6,cm,60,130,4,20,NA,17,NA,NA
Eucalyptus populnea,0.3,0.5,0.2,0.3,0.2,0.4,0.2,0.4,7,15,white_cream,YYYNYNNYYYYY,4,11,1.8,5,eucalyptus_populnea,NA,NA,NA,NA,NA,NA,40,110,13,50,NA,NA,1.8,NA
Eucalyptus porosa,0.4,0.7,0.3,0.5,0.4,0.7,0.4,0.8,7,7,white_cream,YYYYYNYNYYYY,5,12,0.8,2.3,eucalyptus_porosa,5.5,9,cm,1.2,2.2,cm,50,120,8,23,NA,NA,NA,NA
Eucalyptus praetermissa,1.1,1.5,0.25,0.4,0.6,0.8,0.4,0.6,9,15,white_cream,YNNNNNNNNNYN,5,10,1,2,eucalyptus_praetermissa,4,7,cm,1.5,3,cm,50,100,10,20,NA,NA,NA,NA
Eucalyptus prava,1,1.5,0.4,0.6,0.3,0.8,0.5,1,7,7,white_cream,YNNNNNNNNNNN,5.5,16,1.5,3.7,eucalyptus_prava,4.5,10.5,cm,3,7,cm,55,160,15,37,NA,NA,NA,NA
Eucalyptus preissiana,1.5,2.6,1.3,1.8,1.1,2.7,2,5.3,3,3,yellow_orange,NNNNNNNNYYYN,6.2,13.5,2.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,13.5,2.5,7.3
Eucalyptus prolixa,1.1,1.5,0.4,0.5,1,1.5,0.4,0.7,7,7,white_cream,NNNNNNYNYYYY,6,9.5,0.7,1.4,eucalyptus_prolixa,NA,NA,NA,NA,NA,NA,50,103,5,14,6,9.5,0.7,NA
Eucalyptus prominens,0.7,1.1,0.5,0.8,0.6,1.1,0.7,1,7,9,white_cream,NNNNNNNYYYNN,8,14.5,0.7,2.2,eucalyptus_prominens,5.5,8,cm,1.2,2,cm,50,150,6,22,8,14.5,0.7,NA
Eucalyptus propinqua,0.3,0.5,0.3,NA,0.2,0.4,0.4,0.6,7,15,white_cream,YYYYNNNNNNNY,6,17,1.5,2.5,eucalyptus_propinqua,4,7.5,cm,1,2.2,cm,60,170,15,25,NA,NA,NA,NA
Eucalyptus protensa,2.9,4,0.6,0.9,0.6,0.8,0.8,1.3,7,7,yellow_orange,NNNNNNNNYYYN,5,12.5,0.7,1.7,eucalyptus_protensa,NA,NA,NA,NA,NA,NA,43,125,7,17,5,NA,NA,NA
Eucalyptus provecta,0.3,0.5,0.2,0.3,0.3,0.5,0.35,0.5,7,7,white_cream,YNNNYYYNNYNN,6.5,13,0.8,2,eucalyptus_provecta,4.5,9,cm,1,3.2,cm,65,130,8,20,NA,NA,NA,NA
Eucalyptus proxima,0.8,1.5,0.5,0.9,0.9,1.3,0.8,1.4,7,7,red_brown yellow_orange,NNNNNNNNYYYN,4.7,8.5,1.5,2.3,eucalyptus_proxima,4,7.5,cm,1.5,3,cm,NA,NA,NA,NA,4.7,8.5,1.5,2.3
Eucalyptus pruiniramis,1.1,1.6,0.5,0.7,0.8,1.2,0.8,1,7,11,white_cream,NNNNNNNNNNNN,8.5,12.5,1.5,3.3,eucalyptus_pruiniramis,4.5,10.5,cm,4,6.5,cm,85,125,15,33,NA,NA,NA,NA
Eucalyptus pruinosa,0.6,1.2,0.3,0.5,0.5,1.3,0.4,0.8,7,7,white_cream,YNYYYYYYNYYY,4.7,16,2.2,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,16,2.2,10.5
Eucalyptus psammitica,0.6,0.7,0.3,0.5,0.7,0.9,0.8,0.9,7,15,white_cream,NNNNNNNNNYYN,7,18,1.2,3,eucalyptus_psammitica,6.5,11,cm,2,5,cm,70,180,12,30,NA,NA,NA,NA
Eucalyptus pterocarpa,2,2.5,1,1.3,1.2,1.5,1.4,2.3,7,7,white_cream,NNNNNNNNNYNN,8,13.5,1.5,2.5,eucalyptus_pterocarpa,6,10,cm,2.5,4,cm,80,135,15,25,NA,NA,NA,NA
Eucalyptus pulchella,0.3,0.6,0.2,0.3,0.4,0.6,0.5,0.7,9,20,white_cream,NYYNNNNNNNYY,3.3,12,0.3,1,eucalyptus_pulchella,2,3.5,cm,0.2,0.4,cm,33,120,3,10,NA,NA,NA,NA
Eucalyptus pulverulenta,0.9,1.1,0.4,0.7,0.5,1,0.6,1.1,3,3,white_cream,NNNNYYYYYYYN,1.5,10,2,5,eucalyptus_pulverulenta,1.5,5,cm,2,5,cm,15,100,20,50,NA,NA,NA,NA
Eucalyptus pumila,0.7,1.1,0.4,0.6,0.4,0.6,0.7,0.9,7,7,white_cream,NYNYNYNYNNNN,5,16,1,3,eucalyptus_pumila,NA,10,cm,NA,6,cm,50,160,10,30,NA,NA,NA,NA
Eucalyptus punctata,0.6,0.9,0.4,0.9,0.4,0.9,0.6,1,7,7,white_cream,YYYNYNNNNNNY,6,18,1.4,3.7,eucalyptus_punctata,5.5,11.5,cm,1.5,3.5,cm,60,180,14,37,NA,NA,NA,NA
Eucalyptus purpurata,1.1,1.5,0.4,0.5,0.5,0.6,0.6,0.7,7,11,white_cream,NNNNNNNNNNYN,4.5,9.5,0.6,1.6,eucalyptus_purpurata,NA,NA,NA,NA,NA,NA,45,95,6,16,NA,NA,NA,NA
Eucalyptus pyriformis,3.2,6,2,3,2.5,4,3,5.5,3,3,red_brown yellow_orange,NNNNYNYYYNYN,5.5,9.5,1.5,3,eucalyptus_pyriformis,4,7,cm,3,4.5,cm,55,110,15,30,NA,9.5,NA,NA
Eucalyptus pyrocarpa,0.9,1.3,0.6,0.7,1,1.5,0.9,1.7,7,11,white_cream,NYYNNNNYNNNN,9,24,1.5,4,eucalyptus_pyrocarpa,12.5,23,cm,1.6,2.5,cm,90,240,15,40,NA,NA,NA,NA
Eucalyptus quadrangulata,0.4,0.7,0.3,NA,0.4,0.5,0.4,0.6,7,7,white_cream,NYYYNNNNNNNN,10.5,19,1,2.2,eucalyptus_quadrangulata,7,15,cm,1.3,3.5,cm,105,190,10,22,NA,NA,NA,NA
Eucalyptus quadrans,0.5,0.7,0.3,0.6,0.6,0.9,0.4,0.7,7,7,white_cream,NNNNYNNYYNYN,5.5,10.5,0.5,1.5,eucalyptus_quadrans,3,7,cm,0.2,0.6,cm,55,105,5,15,NA,NA,NA,NA
Eucalyptus quadricostata,0.8,1.2,0.4,0.6,0.6,1.3,0.6,1,7,7,white_cream,YNNNNNYNNNNN,8,18,1.2,3.6,eucalyptus_quadricostata,7,12,cm,3.5,7,cm,80,180,12,36,NA,NA,NA,NA
Eucalyptus quaerenda,0.4,0.6,0.3,0.4,0.4,0.5,0.5,0.7,7,7,white_cream,NNNNNNNNYNNN,5.5,9,0.4,0.7,eucalyptus_quaerenda,4.5,8,cm,0.3,0.6,cm,55,90,4,7,NA,NA,NA,NA
Eucalyptus racemosa,0.3,0.5,0.2,0.3,0.3,0.6,0.4,0.7,7,15,white_cream,YYYNNNYYYYYY,6.5,20,1,3.5,eucalyptus_racemosa_subsp._racemosa,5,17,cm,2.5,8.5,cm,65,200,10,35,NA,NA,NA,NA
Eucalyptus radiata,0.3,0.6,0.2,0.3,0.3,0.6,0.4,0.7,9,20,white_cream,YYNNNNNNNYYY,4.5,18,0.6,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,18,0.6,2.7
Eucalyptus rameliana,2.5,3.7,1.5,2.7,1.2,1.7,2.3,3.5,1,1,red_brown yellow_orange,NNNNYNNNNYNN,5,11,2.3,5,eucalyptus_rameliana,NA,NA,NA,NA,NA,NA,50,110,23,50,NA,NA,NA,NA
Eucalyptus raveretiana,0.3,0.4,0.15,0.2,0.05,0.15,0.15,0.3,7,7,white_cream,NYNNNNYNNNNN,8,17.2,1,3.5,eucalyptus_raveretiana,5,12.5,cm,1.7,5.5,cm,65,172,10,42,8,NA,NA,3.5
Eucalyptus ravida,0.8,1.3,0.5,0.6,0.4,0.7,0.6,1,7,7,white_cream,NNYNYNNNNNYY,5.8,13,0.8,2.3,eucalyptus_ravida,5.5,9,cm,1.5,2.5,cm,58,130,8,23,NA,NA,NA,NA
Eucalyptus recta,1.5,2.5,0.6,0.9,0.6,0.9,1,1.4,9,11,white_cream,YYNNYNNNNNNN,7,14.5,1,2.3,eucalyptus_recta,NA,NA,NA,NA,NA,NA,70,145,10,23,NA,NA,NA,NA
Eucalyptus recurva,0.4,0.5,0.3,0.4,0.3,NA,0.4,0.6,3,3,white_cream,YNNNNNNNNNNN,1,3.2,0.4,0.8,eucalyptus_recurva,1,2,cm,0.4,0.8,cm,10,32,4,8,NA,NA,NA,NA
Eucalyptus redunca,1.6,2.6,0.3,0.5,0.7,1.1,0.5,0.8,9,11,yellow_orange,NNNNNNYNNNNN,5,7.5,0.7,2.5,eucalyptus_redunca,NA,NA,NA,NA,NA,NA,50,75,9,25,NA,NA,0.7,NA
Eucalyptus regnans,0.4,0.7,0.2,0.4,0.5,0.8,0.4,0.7,9,15,white_cream,YYYYYNNNNNNY,9,23,1.5,5,eucalyptus_regnans,5.5,12,cm,2.2,5,cm,90,230,15,50,NA,NA,NA,NA
Eucalyptus relicta,0.6,1,0.4,0.7,0.4,0.6,0.7,0.8,7,13,white_cream,YYNNNNNNNNNN,8.8,18,1.5,3,eucalyptus_relicta,NA,NA,NA,NA,NA,NA,88,153,15,30,NA,18,NA,NA
Eucalyptus remota,0.4,0.6,0.3,0.4,0.6,1,0.5,1,9,19,white_cream,YYNNNNNNNNYY,7.5,15,2,4,eucalyptus_remota,5,10.5,cm,3,4.5,cm,75,150,20,40,NA,NA,NA,NA
Eucalyptus repullulans,0.8,1.2,0.5,0.6,0.7,1.2,0.7,0.9,7,13,white_cream,NNNNYNNNNNNN,6.2,13.5,1,2.8,eucalyptus_repullulans,4,8,cm,2.2,4,cm,62,160,10,28,NA,13.5,NA,NA
Eucalyptus resinifera,1,1.9,0.3,0.7,0.3,0.8,0.6,1,7,11,white_cream,YNNNNNNNNNYY,6,18,1.3,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,18,1.3,3.6
Eucalyptus retinens,0.7,1,0.3,0.5,0.5,1,0.7,1,7,7,white_cream,NNNNNNNNNNNN,9,30,1,4,eucalyptus_retinens,3.5,10,cm,2.5,8,cm,90,300,10,40,NA,NA,NA,NA
Eucalyptus retusa,NA,NA,NA,NA,0.8,NA,0.7,1,13,19,green,NNNNNNNNNNNN,3,5.5,1.4,2.1,eucalyptus_retusa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5.5,1.4,2.1
Eucalyptus rhodantha,2.8,5.3,2.3,3.7,1.6,2.8,3.3,4.5,1,1,red_brown,NYNNYNYYYNNN,4.5,9,3,7.5,eucalyptus_rhodantha,4.5,9,cm,3,7.5,cm,45,135,30,75,NA,9,NA,NA
Eucalyptus rhombica,0.8,1.4,0.5,0.6,0.7,1,0.7,1,7,7,white_cream,YNYNNNNNYNYN,9,15,1.5,3.5,eucalyptus_rhombica,6.5,10,cm,2,3,cm,90,230,15,35,NA,15,NA,NA
Eucalyptus rhomboidea,1.2,NA,0.6,NA,0.7,0.8,0.7,0.9,7,7,yellow_orange,NNNNNNNNYYNN,8,15.5,1.5,3.5,eucalyptus_rhomboidea,NA,NA,NA,NA,NA,NA,80,155,15,22,NA,NA,NA,3.5
