species,Fruit.Type.Botany,Fruit.Type.Specific,Fruit.Type.Function,Adaptive.Trait,Fruit.Length (mm),Fruit.Diameter (mm),Seed.Length (mm),Seed.Diameter (mm),flowering_time_start,flowering_time_end
Petrophile striata,dry,nut,dry,NA,NA,NA,NA,NA,8,12
Petrophile stricta,dry,nut,dry,NA,NA,NA,NA,NA,10,12
Petrophile teretifolia,dry,nut,dry,NA,NA,NA,NA,NA,9,1
Petrophile trifurcata,dry,nut,dry,NA,NA,NA,NA,NA,9,9
Petrophile wonganensis,dry,nut,dry,NA,NA,NA,NA,NA,8,1
Phaleria chermsideana,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,NA,NA
Phaleria clerodendron,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,10,4
Phaleria octandra,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,7,2
Philydrella drummondii,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Philydrella pygmaea,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Phlebocarya ciliata,dry,nut,dry,NA,NA,NA,NA,NA,9,11
Phlebocarya filifolia,dry,nut,dry,NA,NA,NA,NA,NA,10,12
Phlebocarya pilosissima,dry,nut,dry,NA,NA,NA,NA,NA,NA,NA
Pilostyles collina,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Pilostyles hamiltonii,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Pimelea aeruginosa,dry,nut,dry,NA,NA,NA,NA,NA,6,10
Pimelea alpina,dry,nut,dry,NA,NA,NA,NA,NA,7,3
Pimelea ammocharis,dry,nut,dry,NA,NA,NA,NA,NA,3,10
Pimelea angustifolia,dry,nut,dry,NA,NA,NA,NA,NA,8,1
Pimelea aquilonia,dry,nut,dry,NA,NA,NA,NA,NA,5,7
Pimelea argentea,dry,nut,dry,NA,NA,NA,NA,NA,7,11
Pimelea avonensis,dry,nut,dry,NA,NA,NA,NA,NA,7,10
Pimelea axiflora,dry,nut,dry,NA,NA,NA,NA,NA,NA,NA
Pimelea biflora,dry,nut,dry,NA,NA,NA,NA,NA,11,1
Pimelea brachyphylla,dry,nut,dry,NA,NA,NA,NA,NA,7,10
Pimelea bracteata,dry,nut,dry,NA,NA,NA,NA,NA,11,2
Pimelea brevifolia,dry,nut,dry,NA,NA,NA,NA,NA,NA,NA
Pimelea brevistyla,dry,nut,dry,NA,NA,NA,NA,NA,8,10
Pimelea calcicola,dry,nut,dry,NA,NA,NA,NA,NA,9,11
Pimelea ciliata,dry,nut,dry,NA,NA,NA,NA,NA,8,12
Pimelea ciliolaris,dry,nut,dry,NA,NA,NA,NA,NA,10,12
Pimelea cinerea,dry,nut,dry,NA,NA,NA,NA,NA,11,1
Pimelea clavata,dry,nut,dry,NA,NA,NA,NA,NA,9,2
Pimelea cracens,dry,nut,dry,NA,NA,NA,NA,NA,7,11
Pimelea curviflora,dry,nut,dry,NA,NA,NA,NA,NA,NA,NA
Pimelea decora,dry,nut,dry,NA,NA,NA,NA,NA,1,12
Pimelea drummondii,dry,nut,dry,NA,NA,NA,NA,NA,6,8
Pimelea drupacea,dry,nut,dry,NA,NA,NA,NA,NA,9,1
Pimelea elongata,dry,nut,dry,NA,NA,NA,NA,NA,4,10
Pimelea erecta,dry,nut,dry,NA,NA,NA,NA,NA,7,3
Pimelea ferruginea,dry,nut,dry,NA,NA,NA,NA,NA,8,2
Pimelea filiformis,dry,nut,dry,NA,NA,NA,NA,NA,11,1
Pimelea flava,dry,nut,dry,NA,NA,NA,NA,NA,8,12
Pimelea floribunda,dry,nut,dry,NA,NA,NA,NA,NA,7,10
Pimelea forrestiana,dry,nut,dry,NA,NA,NA,NA,NA,6,9
Pimelea gilgiana,dry,nut,dry,NA,NA,NA,NA,NA,5,9
Pimelea glauca,dry,nut,dry,NA,NA,NA,NA,NA,7,2
Pimelea graniticola,dry,nut,dry,NA,NA,NA,NA,NA,9,12
Pimelea haematostachya,dry,nut,dry,NA,NA,NA,NA,NA,6,2
Pimelea halophila,dry,nut,dry,NA,NA,NA,NA,NA,8,10
Pimelea hewardiana,dry,nut,dry,NA,NA,NA,NA,NA,4,10
Pimelea hispida,dry,nut,dry,NA,NA,NA,NA,NA,9,12
Pimelea holroydii,dry,nut,dry,NA,NA,NA,NA,NA,NA,NA
Pimelea humilis,dry,nut,dry,NA,NA,NA,NA,NA,9,1
Pimelea imbricata,dry,nut,dry,NA,NA,NA,NA,NA,8,3
Pimelea interioris,dry,nut,dry,NA,NA,NA,NA,NA,7,11
Pimelea lanata,dry,nut,dry,NA,NA,NA,NA,NA,NA,NA
Pimelea latifolia,dry,nut,dry,NA,NA,NA,NA,NA,8,10
Pimelea lehmanniana,dry,nut,dry,NA,NA,NA,NA,NA,NA,NA
Pimelea leptospermoides,dry,nut,dry,NA,NA,NA,NA,NA,5,10
Pimelea leucantha,dry,nut,dry,NA,NA,NA,NA,NA,8,10
Pimelea ligustrina,dry,nut,dry,NA,NA,NA,NA,NA,NA,NA
Pimelea linifolia,dry,nut,dry,NA,NA,NA,NA,NA,NA,NA
Pimelea longiflora,dry,nut,dry,NA,NA,NA,NA,NA,NA,NA
Pimelea macrostegia,dry,nut,dry,NA,NA,NA,NA,NA,11,2
Pimelea micrantha,dry,nut,dry,NA,NA,NA,NA,NA,8,12
Pimelea microcephala,dry,nut,dry,NA,NA,NA,NA,NA,5,10
Pimelea milliganii,dry,nut,dry,NA,NA,NA,NA,NA,12,3
Pimelea neo-anglica,dry,nut,dry,NA,NA,NA,NA,NA,9,10
Pimelea nivea,dry,nut,dry,NA,NA,NA,NA,NA,9,2
Pimelea octophylla,dry,nut,dry,NA,NA,NA,NA,NA,8,2
Pimelea pagophila,dry,nut,dry,NA,NA,NA,NA,NA,10,11
Pimelea pauciflora,dry,nut,dry,NA,NA,NA,NA,NA,10,12
Pimelea pelinos,dry,nut,dry,NA,NA,NA,NA,NA,6,7
Pimelea pendens,dry,nut,dry,NA,NA,NA,NA,NA,5,8
Pimelea penicillaris,dry,nut,dry,NA,NA,NA,NA,NA,7,10
Pimelea petrophila,dry,nut,dry,NA,NA,NA,NA,NA,8,11
Pimelea phylicoides,dry,nut,dry,NA,NA,NA,NA,NA,8,1
Pimelea physodes,dry,nut,dry,NA,NA,NA,NA,NA,7,10
Pimelea preissii,dry,nut,dry,NA,NA,NA,NA,NA,9,12
Pimelea pygmaea,dry,nut,dry,NA,NA,NA,NA,NA,9,12
Pimelea rara,dry,nut,dry,NA,NA,NA,NA,NA,12,1
Pimelea rosea,dry,nut,dry,NA,NA,NA,NA,NA,9,12
Pimelea sericea,dry,nut,dry,NA,NA,NA,NA,NA,11,2
Pimelea sericostachya,dry,nut,dry,NA,NA,NA,NA,NA,2,9
Pimelea serpyllifolia,dry,nut,dry,NA,NA,NA,NA,NA,NA,NA
Pimelea sessilis,dry,nut,dry,NA,NA,NA,NA,NA,8,10
Pimelea simplex,dry,nut,dry,NA,NA,NA,NA,NA,6,10
Pimelea spectabilis,dry,nut,dry,NA,NA,NA,NA,NA,9,11
Pimelea spicata,dry,nut,dry,NA,NA,NA,NA,NA,5,1
Pimelea spiculigera,dry,nut,dry,NA,NA,NA,NA,NA,7,10
Pimelea spinescens,dry,nut,dry,NA,NA,NA,NA,NA,4,10
Pimelea stricta,dry,nut,dry,NA,NA,NA,NA,NA,8,11
Pimelea strigosa,dry,nut,dry,NA,NA,NA,NA,NA,9,5
Pimelea suaveolens,dry,nut,dry,NA,NA,NA,NA,NA,6,10
Pimelea subvillifera,dry,nut,dry,NA,NA,NA,NA,NA,9,11
Pimelea sulphurea,dry,nut,dry,NA,NA,NA,NA,NA,7,11
Pimelea sylvestris,dry,nut,dry,NA,NA,NA,NA,NA,9,12
Pimelea tinctoria,dry,nut,dry,NA,NA,NA,NA,NA,8,10
Pimelea treyvaudii,dry,nut,dry,NA,NA,NA,NA,NA,5,1
Pimelea trichostachya,dry,nut,dry,NA,NA,NA,NA,NA,NA,NA
Pimelea umbratica,dry,nut,dry,NA,NA,NA,NA,NA,4,7
Pimelea venosa,dry,nut,dry,NA,NA,NA,NA,NA,10,12
Pimelea villifera,dry,nut,dry,NA,NA,NA,NA,NA,10,4
Pimelea williamsonii,dry,nut,dry,NA,NA,NA,NA,NA,10,11
Piper caninum,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,4,6
Piper fungiforme,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,9,9
Piper hederaceum,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,NA,NA
Piper interruptum,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,NA,NA
Piper macropiper,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,12,1
Piper mestonii,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,4,4
Piper umbellatum,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,4,7
Pipturus argenteus,dry,achene,dry,NA,NA,NA,NA,NA,NA,NA
Placospermum coriaceum,dry,follicle,dry,NA,NA,NA,NA,NA,10,11
Platycapnos spicata,NA,NA,NA,NA,NA,NA,NA,NA,9,9
Pleogyne australis,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,NA,NA
Pleomele angustifolia,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Polyalthia australis,fleshy,berry,fleshy,NA,NA,NA,NA,NA,11,6
Polyalthia michaelii,fleshy,berry,fleshy,NA,NA,NA,NA,NA,11,3
Polyalthia nitidissima,fleshy,berry,fleshy,NA,NA,NA,NA,NA,11,3
Polyalthia patinata,fleshy,berry,fleshy,NA,NA,NA,NA,NA,4,4
Pouzolzia hirta,dry,achene,dry,NA,NA,NA,NA,NA,NA,NA
Pouzolzia zeylanica,dry,achene,dry,NA,NA,NA,NA,NA,NA,NA
Procris pedunculata,dry,achene,dry,NA,NA,NA,NA,NA,NA,NA
Proiphys alba,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Proiphys amboinensis,dry,capsule,dry,NA,NA,22.5,NA,NA,NA,NA
Proiphys cunninghamii,dry,capsule,dry,NA,NA,16,NA,NA,NA,NA
Protasparagus racemosus,fleshy,berry,fleshy,NA,NA,NA,NA,NA,8,1
Psammomoya choretroides,dry,capsule,fleshy,aril,NA,NA,NA,NA,NA,NA
Psammomoya ephedroides,dry,capsule,fleshy,aril,NA,NA,NA,NA,NA,NA
Pseuduvaria froggattii,NA,NA,NA,NA,NA,NA,NA,NA,9,12
Pseuduvaria hylandii,NA,NA,NA,NA,NA,NA,NA,NA,9,10
Pseuduvaria villosa,NA,NA,NA,NA,NA,NA,NA,NA,12,5
Psychrophila introloba,NA,NA,NA,NA,NA,NA,NA,NA,11,1
Psychrophila phylloptera,NA,NA,NA,NA,NA,NA,NA,NA,12,3
Pycnarrhena novoguineensis,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,NA,NA
Pycnarrhena ozantha,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,NA,NA
Quassia baileyana,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,NA,NA
Quassia bidwillii,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,NA,NA
Ranunculus acaulis,dry,achene,dry,NA,NA,NA,NA,NA,8,2
Ranunculus acrophilus,dry,achene,dry,NA,NA,NA,NA,NA,1,2
Ranunculus amphitrichus,dry,achene,dry,NA,NA,NA,NA,NA,10,5
Ranunculus amplus,dry,achene,dry,NA,NA,NA,NA,NA,10,11
Ranunculus anemoneus,dry,achene,dry,NA,NA,NA,NA,NA,NA,NA
Ranunculus clivicola,dry,achene,dry,NA,NA,NA,NA,NA,1,3
Ranunculus collicola,dry,achene,dry,NA,NA,NA,NA,NA,1,4
Ranunculus collinus,dry,achene,dry,NA,NA,NA,NA,NA,10,1
Ranunculus colonorum,dry,achene,dry,NA,NA,NA,NA,NA,8,12
Ranunculus decurvus,dry,achene,dry,NA,NA,NA,NA,NA,10,2
Ranunculus diminutus,dry,achene,dry,NA,NA,NA,NA,NA,9,2
Ranunculus dissectifolius,dry,achene,dry,NA,NA,NA,NA,NA,12,3
Ranunculus eichlerianus,dry,achene,dry,NA,NA,NA,NA,NA,11,1
Ranunculus glabrifolius,dry,achene,dry,NA,NA,NA,NA,NA,9,1
Ranunculus graniticola,dry,achene,dry,NA,NA,NA,NA,NA,12,3
Ranunculus gunnianus,dry,achene,dry,NA,NA,NA,NA,NA,10,1
Ranunculus hamatosetosus,dry,achene,dry,NA,NA,NA,NA,NA,7,9
Ranunculus inundatus,dry,achene,dry,NA,NA,NA,NA,NA,9,2
Ranunculus jugosus,dry,achene,dry,NA,NA,NA,NA,NA,10,2
Ranunculus lappaceus,dry,achene,dry,NA,NA,NA,NA,NA,7,12
Ranunculus meristus,dry,achene,dry,NA,NA,NA,NA,NA,8,1
Ranunculus millanii,dry,achene,dry,NA,NA,NA,NA,NA,12,3
Ranunculus muelleri,dry,achene,dry,NA,NA,NA,NA,NA,12,2
Ranunculus nanus,dry,achene,dry,NA,NA,NA,NA,NA,10,3
Ranunculus niphophilus,dry,achene,dry,NA,NA,NA,NA,NA,12,2
Ranunculus pachycarpus,dry,achene,dry,NA,NA,NA,NA,NA,7,11
Ranunculus papulentus,dry,achene,dry,NA,NA,NA,NA,NA,11,3
Ranunculus pascuinus,dry,achene,dry,NA,NA,NA,NA,NA,10,1
Ranunculus pentandrus,dry,achene,dry,NA,NA,NA,NA,NA,NA,NA
Ranunculus pimpinellifolius,dry,achene,dry,NA,NA,NA,NA,NA,10,2
Ranunculus plebeius,dry,achene,dry,NA,NA,NA,NA,NA,11,3
Ranunculus prasinus,dry,achene,dry,NA,NA,NA,NA,NA,10,2
Ranunculus productus,dry,achene,dry,NA,NA,NA,NA,NA,12,3
Ranunculus pumilio,dry,achene,dry,NA,NA,NA,NA,NA,NA,NA
Ranunculus robertsonii,dry,achene,dry,NA,NA,NA,NA,NA,8,12
Ranunculus scapiger,dry,achene,dry,NA,NA,NA,NA,NA,11,3
Ranunculus sessiliflorus,dry,achene,dry,NA,NA,NA,NA,NA,NA,NA
Ranunculus triplodontus,dry,achene,dry,NA,NA,NA,NA,NA,11,2
Ranunculus undosus,dry,achene,dry,NA,NA,NA,NA,NA,8,4
Ranunculus victoriensis,dry,achene,dry,NA,NA,NA,NA,NA,11,1
Rhizophora apiculata,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Rhizophora lamarckii,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Rhizophora mucronata,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Rhizophora stylosa,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Rhodosphaera rhodanthema,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,NA,NA
Ripogonum album,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Ripogonum brevifolium,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Ripogonum discolor,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Ripogonum elseyanum,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Ripogonum fawcettianum,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Romnalda grallata,dry,capsule,dry,NA,10,NA,5.5,NA,NA,NA
Romnalda strobilacea,dry,capsule,dry,NA,NA,NA,4.5,NA,NA,NA
Rotala diandra,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Rotala mexicana,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Rotala occultiflora,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Rotala rosea,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Rotala tripartita,dry,capsule,dry,NA,NA,NA,NA,NA,NA,NA
Ryticaryum longifolium,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,NA,NA
Salacia chinensis,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Salacia disepala,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Salacia erythrocarpa,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Santalum acuminatum,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,NA,NA
Santalum album,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,NA,NA
Santalum lanceolatum,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,NA,NA
Santalum murrayanum,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,NA,NA
Santalum obtusifolium,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,NA,NA
Santalum spicatum,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,NA,NA
Sarcopetalum harveyanum,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,10,3
Sarcopteryx acuminata,dry,capsule,fleshy,fleshy wings/capsule,NA,NA,NA,NA,NA,NA
Sarcopteryx martyana,dry,capsule,fleshy,fleshy wings/capsule,NA,NA,NA,NA,NA,NA
Sarcopteryx montana,dry,capsule,fleshy,fleshy wings/capsule,NA,NA,NA,NA,NA,NA
Sarcopteryx reticulata,dry,capsule,fleshy,fleshy wings/capsule,NA,NA,NA,NA,NA,NA
Sarcopteryx stipata,dry,capsule,fleshy,fleshy wings/capsule,NA,NA,NA,NA,NA,NA
Scaevola acacioides,NA,NA,NA,NA,NA,NA,NA,NA,5,5
Scaevola aemula,NA,NA,NA,NA,NA,NA,NA,NA,8,3
Scaevola albida,NA,NA,NA,NA,NA,NA,NA,NA,1,12
Scaevola anchusifolia,NA,NA,NA,NA,NA,NA,NA,NA,7,11
Scaevola angulata,NA,NA,NA,NA,NA,NA,NA,NA,1,12
Scaevola angustata,NA,NA,NA,NA,NA,NA,NA,NA,8,11
Scaevola auriculata,NA,NA,NA,NA,NA,NA,NA,NA,9,1
Scaevola basedowii,NA,NA,NA,NA,NA,NA,NA,NA,5,9
Scaevola brookeana,NA,NA,NA,NA,NA,NA,NA,NA,12,12
Scaevola bursariifolia,NA,NA,NA,NA,NA,NA,NA,NA,10,2
Scaevola calendulacea,NA,NA,NA,NA,NA,NA,NA,NA,1,12
Scaevola calliptera,NA,NA,NA,NA,NA,NA,NA,NA,8,12
Scaevola canescens,NA,NA,NA,NA,NA,NA,NA,NA,3,11
Scaevola chrysopogon,NA,NA,NA,NA,NA,NA,NA,NA,8,10
Scaevola collaris,NA,NA,NA,NA,NA,NA,NA,NA,5,11
Scaevola collina,NA,NA,NA,NA,NA,NA,NA,NA,5,8
Scaevola crassifolia,dry,nut,dry,"indehiscent, woody",NA,NA,NA,NA,8,1
Scaevola cuneiformis,NA,NA,NA,NA,NA,NA,NA,NA,9,11
Scaevola cunninghamii,NA,NA,NA,NA,NA,NA,NA,NA,5,9
Scaevola densifolia,NA,NA,NA,NA,NA,NA,NA,NA,10,12
Scaevola depauperata,NA,NA,NA,NA,NA,NA,NA,NA,4,12
Scaevola enantophylla,NA,NA,NA,NA,NA,NA,NA,NA,7,11
Scaevola eneabba,NA,NA,NA,NA,NA,NA,NA,NA,12,12
Scaevola glabrata,NA,NA,NA,NA,NA,NA,NA,NA,5,10
Scaevola glandulifera,NA,NA,NA,NA,NA,NA,NA,NA,9,12
Scaevola globosa,NA,NA,NA,NA,NA,NA,NA,NA,10,10
Scaevola globulifera,NA,NA,NA,NA,NA,NA,NA,NA,9,11
Scaevola glutinosa,NA,NA,NA,NA,NA,NA,NA,NA,2,9
Scaevola hamiltonii,NA,NA,NA,NA,NA,NA,NA,NA,8,12
Scaevola hookeri,NA,NA,NA,NA,NA,NA,NA,NA,12,3
Scaevola humifusa,NA,NA,NA,NA,NA,NA,NA,NA,8,11
Scaevola humilis,NA,NA,NA,NA,NA,NA,NA,NA,5,10
Scaevola laciniata,NA,NA,NA,NA,NA,NA,NA,NA,4,8
Scaevola lanceolata,NA,NA,NA,NA,NA,NA,NA,NA,8,12
Scaevola macrostachya,NA,NA,NA,NA,NA,NA,NA,NA,3,10
Scaevola microphylla,NA,NA,NA,NA,NA,NA,NA,NA,9,1
Scaevola myrtifolia,NA,NA,NA,NA,NA,NA,NA,NA,5,10
Scaevola nitida,NA,NA,NA,NA,NA,NA,NA,NA,8,12
Scaevola obovata,NA,NA,NA,NA,NA,NA,NA,NA,5,8
Scaevola oldfieldii,NA,NA,NA,NA,NA,NA,NA,NA,8,12
Scaevola ovalifolia,NA,NA,NA,NA,NA,NA,NA,NA,1,12
Scaevola oxyclona,NA,NA,NA,NA,NA,NA,NA,NA,8,12
Scaevola paludosa,NA,NA,NA,NA,NA,NA,NA,NA,12,12
Scaevola parvibarbata,NA,NA,NA,NA,NA,NA,NA,NA,5,10
Scaevola phlebopetala,NA,NA,NA,NA,NA,NA,NA,NA,6,10
Scaevola pilosa,NA,NA,NA,NA,NA,NA,NA,NA,9,12
Scaevola platyphylla,NA,NA,NA,NA,NA,NA,NA,NA,8,12
Scaevola porocarya,NA,NA,NA,NA,NA,NA,NA,NA,7,10
Scaevola pulchella,NA,NA,NA,NA,NA,NA,NA,NA,6,10
Scaevola pulvinaris,NA,NA,NA,NA,NA,NA,NA,NA,8,11
Scaevola ramosissima,NA,NA,NA,NA,NA,NA,NA,NA,8,3
Scaevola sericophylla,NA,NA,NA,NA,NA,NA,NA,NA,5,6
Scaevola spicigera,NA,NA,NA,NA,NA,NA,NA,NA,6,2
Scaevola spinescens,NA,NA,NA,NA,NA,NA,NA,NA,1,12
Scaevola taccada,NA,NA,NA,NA,NA,NA,NA,NA,1,12
Scaevola tenuifolia,NA,NA,NA,NA,NA,NA,NA,NA,8,1
Scaevola tomentosa,NA,NA,NA,NA,NA,NA,NA,NA,5,10
Scaevola virgata,NA,NA,NA,NA,NA,NA,NA,NA,7,11
Schelhammera multiflora,dry,capsule,dry,strophiole on seed,NA,NA,NA,NA,3,9
Schelhammera undulata,dry,capsule,dry,strophiole on seed,NA,NA,NA,NA,9,11
Selliera radicans,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Semecarpus australiensis,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,NA,NA
Senna acclinis,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna aciphylla,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna alicia,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna artemisioides,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna barclayana,dry,pod,dry,NA,NA,NA,NA,NA,1,12
Senna cardiosperma,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna charlesiana,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna chatelainiana,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna circinnata,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna cladophylla,dry,pod,dry,NA,NA,NA,NA,NA,2,7
Senna clavigera,dry,pod,dry,NA,NA,NA,NA,NA,1,12
Senna coriacea,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna coronilloides,dry,pod,dry,NA,NA,NA,NA,NA,1,12
Senna costata,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna curvistyla,dry,pod,dry,NA,NA,NA,NA,NA,1,8
Senna cuthbertsonii,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna ferraria,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna filifolia,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna flexuosa,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna form,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna gaudichaudii,dry,pod,dry,NA,NA,NA,NA,NA,2,10
Senna gawlerensis,dry,pod,dry,NA,NA,NA,NA,NA,1,12
Senna glaucifolia,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna glutinosa,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna goniodes,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna hamersleyensis,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna helmsii,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna heptanthera,dry,pod,dry,NA,NA,NA,NA,NA,2,3
Senna leptoclada,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna luerssenii,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna magnifolia,dry,pod,dry,NA,NA,NA,NA,NA,5,7
Senna manicula,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna microphylla,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna notabilis,dry,pod,dry,NA,NA,NA,NA,NA,5,10
Senna odorata,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna oligoclada,dry,pod,dry,NA,NA,NA,NA,NA,1,12
Senna oligophylla,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna pilocarina,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna planitiicola,dry,pod,dry,NA,NA,NA,NA,NA,1,12
Senna pleurocarpa,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna procumbens,dry,pod,dry,NA,NA,NA,NA,NA,1,6
Senna pruinosa,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna quadrifolia,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna siamea,dry,pod,dry,NA,NA,NA,NA,NA,1,12
Senna stowardii,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna stricta,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna sturtii,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna surattensis,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna symonii,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Senna timorensis,dry,pod,dry,NA,NA,NA,NA,NA,5,12
Senna venusta,dry,pod,dry,NA,NA,NA,NA,NA,2,9
Senna zygophylla,dry,pod,dry,NA,NA,NA,NA,NA,NA,NA
Siphonodon australis,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,NA,NA
Siphonodon membranaceus,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,NA,NA
Siphonodon pendulus,fleshy,drupe,fleshy,NA,NA,NA,NA,NA,NA,NA
Smilax aculeatissima,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Smilax australis,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Smilax blumei,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Smilax calophylla,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Smilax glyciphylla,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Smilax kaniensis,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Smilax leucophylla,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Sonneratia alba,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Sonneratia caseolaris,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Sonneratia lanceolata,fleshy,berry,fleshy,NA,NA,NA,NA,NA,NA,NA
Sowerbaea alliacea,dry,capsule,fleshy,fleshy dehiscent capsule,NA,NA,NA,NA,NA,NA
Sowerbaea juncea,dry,capsule,fleshy,fleshy dehiscent capsule,NA,NA,NA,NA,NA,NA
Sowerbaea laxiflora,dry,capsule,fleshy,fleshy dehiscent capsule,NA,NA,NA,NA,NA,NA
Sowerbaea multicaulis,dry,capsule,fleshy,fleshy dehiscent capsule,NA,NA,NA,NA,NA,NA
Sowerbaea subtilis,dry,capsule,fleshy,fleshy dehiscent capsule,NA,NA,NA,NA,NA,NA
Sparganium subglobosum,dry,NA,dry,NA,NA,NA,NA,NA,10,3
