taxon_name,family,plant_growth_form_to_use,woodiness_to_use
Stylidium araeophyllum,Stylidiaceae,herb,herbaceous
Stylidium arenicola,Stylidiaceae,herb,herbaceous
Stylidium armeria,Stylidiaceae,herb,herbaceous
Stylidium armeria subsp. armeria,Stylidiaceae,herb,herbaceous
Stylidium armeria subsp. pilosifolium,Stylidiaceae,herb,herbaceous
Stylidium articulatum,Stylidiaceae,herb,herbaceous
Stylidium assimile,Stylidiaceae,herb,herbaceous
Stylidium asteroideum,Stylidiaceae,geophyte,herbaceous
Stylidium asymmetricum,Stylidiaceae,herb,herbaceous
Stylidium austrocapense,Stylidiaceae,herb,herbaceous
Stylidium barleei,Stylidiaceae,herb,herbaceous
Stylidium beaugleholei,Stylidiaceae,herb,herbaceous
Stylidium bellum,Stylidiaceae,herb,herbaceous
Stylidium bicolor,Stylidiaceae,herb,herbaceous
Stylidium bindoon,Stylidiaceae,herb,herbaceous
Stylidium breviscapum,Stylidiaceae,herb,herbaceous
Stylidium brunonianum,Stylidiaceae,herb,herbaceous
Stylidium bulbiferum,Stylidiaceae,herb,herbaceous
Stylidium burbidgeanum,Stylidiaceae,herb,herbaceous
Stylidium caespitosum,Stylidiaceae,herb,herbaceous
Stylidium calcaratum,Stylidiaceae,herb,herbaceous
Stylidium candelabrum,Stylidiaceae,herb,herbaceous
Stylidium capillare,Stylidiaceae,herb,herbaceous
Stylidium caricifolium,Stylidiaceae,herb,herbaceous
Stylidium carlquistii,Stylidiaceae,herb,herbaceous
Stylidium carnosum,Stylidiaceae,herb,herbaceous
Stylidium carnosum subsp. Narrow leaves (J.A.Wege 490),Stylidiaceae,herb,herbaceous
Stylidium centrolepidoides,Stylidiaceae,herb,herbaceous
Stylidium ceratophorum,Stylidiaceae,herb,herbaceous
Stylidium chiddarcoopingense,Stylidiaceae,herb,herbaceous
Stylidium choreanthum,Stylidiaceae,herb,herbaceous
Stylidium ciliatum,Stylidiaceae,herb,herbaceous
Stylidium cilium,Stylidiaceae,herb,herbaceous
Stylidium clarksonii,Stylidiaceae,herb,herbaceous
Stylidium clavatum,Stylidiaceae,herb,herbaceous
Stylidium claytonioides,Stylidiaceae,herb,herbaceous
Stylidium coatesianum,Stylidiaceae,herb,herbaceous
Stylidium confertum,Stylidiaceae,herb,herbaceous
Stylidium confluens,Stylidiaceae,herb,herbaceous
Stylidium cordifolium,Stylidiaceae,herb,herbaceous
Stylidium cornuatum,Stylidiaceae,geophyte,herbaceous
Stylidium coroniforme,Stylidiaceae,herb,herbaceous
Stylidium coroniforme subsp. amblyphyllum,Stylidiaceae,herb,herbaceous
Stylidium coroniforme subsp. coroniforme,Stylidiaceae,herb,herbaceous
Stylidium corymbosum,Stylidiaceae,herb,herbaceous
Stylidium corymbosum var. corymbosum,Stylidiaceae,herb,herbaceous
Stylidium corymbosum var. proliferum,Stylidiaceae,herb,herbaceous
Stylidium costulatum,Stylidiaceae,herb,herbaceous
Stylidium crassifolium,Stylidiaceae,herb,herbaceous
Stylidium crossocephalum,Stylidiaceae,herb,herbaceous
Stylidium cygnorum,Stylidiaceae,herb,herbaceous
Stylidium cymiferum,Stylidiaceae,herb,herbaceous
Stylidium daphne,Stylidiaceae,herb,herbaceous
Stylidium debile,Stylidiaceae,herb,herbaceous
Stylidium decipiens,Stylidiaceae,herb,herbaceous
Stylidium delicatum,Stylidiaceae,herb,herbaceous
Stylidium desertorum,Stylidiaceae,herb,herbaceous
Stylidium despectum,Stylidiaceae,herb,herbaceous
Stylidium diademum,Stylidiaceae,herb,herbaceous
Stylidium diceratum,Stylidiaceae,herb,herbaceous
Stylidium dichotomum,Stylidiaceae,herb,herbaceous
Stylidium dielsianum,Stylidiaceae,herb,herbaceous
Stylidium diffusum,Stylidiaceae,herb,herbaceous
Stylidium diplectroglossum,Stylidiaceae,herb,herbaceous
Stylidium diplotrichum,Stylidiaceae,herb,herbaceous
Stylidium dispermum,Stylidiaceae,herb,herbaceous
Stylidium diuroides,Stylidiaceae,herb,herbaceous
Stylidium diuroides subsp. diuroides,Stylidiaceae,herb,herbaceous
Stylidium diuroides subsp. nanum,Stylidiaceae,herb,herbaceous
Stylidium diuroides subsp. paucifoliatum,Stylidiaceae,herb,herbaceous
Stylidium divaricatum,Stylidiaceae,herb,herbaceous
Stylidium divergens,Stylidiaceae,herb,herbaceous
Stylidium diversifolium,Stylidiaceae,herb,herbaceous
Stylidium drummondianum,Stylidiaceae,herb,herbaceous
Stylidium dunlopianum,Stylidiaceae,herb,herbaceous
Stylidium ecorne,Stylidiaceae,herb,herbaceous
Stylidium edentatum,Stylidiaceae,herb,herbaceous
Stylidium eglandulosum,Stylidiaceae,herb,herbaceous
Stylidium egralliforme MS,Stylidiaceae,herb,herbaceous
Stylidium elachophyllum,Stylidiaceae,herb,herbaceous
Stylidium elongatum,Stylidiaceae,herb,herbaceous
Stylidium emarginatum,Stylidiaceae,herb,herbaceous
Stylidium emarginatum subsp. emarginatum,Stylidiaceae,herb,herbaceous
Stylidium ensatum,Stylidiaceae,herb,herbaceous
Stylidium ericksoniae,Stylidiaceae,herb,herbaceous
Stylidium eriopodum,Stylidiaceae,herb,herbaceous
Stylidium eriorhizum,Stylidiaceae,herb,herbaceous
Stylidium exappendiculatum,Stylidiaceae,herb,herbaceous
Stylidium exiguum,Stylidiaceae,herb,herbaceous
Stylidium expeditionis,Stylidiaceae,herb,herbaceous
Stylidium falcatum,Stylidiaceae,herb,herbaceous
Stylidium fasciculatum,Stylidiaceae,herb,herbaceous
Stylidium fasciculatum subsp. gigantic (J.A.Wege JAW1174),Stylidiaceae,herb,herbaceous
Stylidium ferricola,Stylidiaceae,herb,herbaceous
Stylidium fimbriatum,Stylidiaceae,herb,herbaceous
Stylidium fissilobum,Stylidiaceae,herb,herbaceous
Stylidium flagellum,Stylidiaceae,herb,herbaceous
Stylidium floodii,Stylidiaceae,herb,herbaceous
Stylidium floribundum,Stylidiaceae,herb,herbaceous
Stylidium fluminense,Stylidiaceae,herb,herbaceous
Stylidium foveolatum,Stylidiaceae,herb,herbaceous
Stylidium galioides,Stylidiaceae,herb,herbaceous
Stylidium glabrifolium,Stylidiaceae,herb,herbaceous
Stylidium glandulosissimum,Stylidiaceae,herb,herbaceous
Stylidium glandulosum,Stylidiaceae,herb,herbaceous
Stylidium glaucum,Stylidiaceae,herb,herbaceous
Stylidium gloeophyllum,Stylidiaceae,herb,herbaceous
Stylidium graminifolium,Stylidiaceae,herb,herbaceous
Stylidium guttatum,Stylidiaceae,herb,herbaceous
Stylidium hesperium,Stylidiaceae,herb,herbaceous
Stylidium hirsutum,Stylidiaceae,herb,herbaceous
Stylidium hispidum,Stylidiaceae,herb,herbaceous
Stylidium hortiorum,Stylidiaceae,herb,herbaceous
Stylidium humphreysii,Stylidiaceae,herb,herbaceous
Stylidium hygrophilum,Stylidiaceae,herb,herbaceous
Stylidium hymenocraspedum,Stylidiaceae,herb,herbaceous
Stylidium imbricatum,Stylidiaceae,herb,herbaceous
Stylidium inaequipetalum,Stylidiaceae,herb,herbaceous
Stylidium induratum,Stylidiaceae,herb,herbaceous
Stylidium insensitivum,Stylidiaceae,herb,herbaceous
Stylidium inundatum,Stylidiaceae,herb,herbaceous
Stylidium inversiflorum,Stylidiaceae,herb,herbaceous
Stylidium involucratum,Stylidiaceae,herb,herbaceous
Stylidium ireneae,Stylidiaceae,herb,herbaceous
Stylidium junceum,Stylidiaceae,herb,herbaceous
Stylidium kalbarriense,Stylidiaceae,herb,herbaceous
Stylidium keigheryi,Stylidiaceae,herb,herbaceous
Stylidium korijekup,Stylidiaceae,herb,herbaceous
Stylidium laciniatum,Stylidiaceae,climber_herbaceous herb,herbaceous
Stylidium laricifolium,Stylidiaceae,subshrub,semi_woody
Stylidium lateriticola,Stylidiaceae,herb,herbaceous
Stylidium leeuwinense,Stylidiaceae,herb,herbaceous
Stylidium leiophyllum,Stylidiaceae,herb,herbaceous
Stylidium lepidum,Stylidiaceae,herb,herbaceous
Stylidium leptocalyx,Stylidiaceae,herb,herbaceous
Stylidium leptophyllum,Stylidiaceae,herb,herbaceous
Stylidium leptorrhizum,Stylidiaceae,herb,herbaceous
Stylidium limbatum,Stylidiaceae,herb,herbaceous
Stylidium lineare,Stylidiaceae,herb,herbaceous
Stylidium lineatum,Stylidiaceae,herb,herbaceous
Stylidium lithophilum,Stylidiaceae,herb,herbaceous
Stylidium lobuliflorum,Stylidiaceae,herb,herbaceous
Stylidium longibracteatum,Stylidiaceae,herb,herbaceous
Stylidium longicornu,Stylidiaceae,herb,herbaceous
Stylidium longissimum,Stylidiaceae,herb,herbaceous
Stylidium longitubum,Stylidiaceae,herb,herbaceous
Stylidium lowrieanum,Stylidiaceae,herb,herbaceous
Stylidium luteum,Stylidiaceae,herb,herbaceous
Stylidium macranthum,Stylidiaceae,herb,herbaceous
Stylidium maitlandianum,Stylidiaceae,herb,herbaceous
Stylidium maritimum,Stylidiaceae,herb,herbaceous
Stylidium marradongense,Stylidiaceae,herb,herbaceous
Stylidium megacarpum,Stylidiaceae,herb,herbaceous
Stylidium merrallii,Stylidiaceae,herb,herbaceous
Stylidium miniatum,Stylidiaceae,herb,herbaceous
Stylidium montanum,Stylidiaceae,herb,herbaceous
Stylidium monticola,Stylidiaceae,herb,herbaceous
Stylidium mucronatum,Stylidiaceae,herb,herbaceous
Stylidium multiscapum,Stylidiaceae,herb,herbaceous
Stylidium muscicola,Stylidiaceae,herb,herbaceous
Stylidium neglectum,Stylidiaceae,herb,herbaceous
Stylidium neurophyllum,Stylidiaceae,herb,herbaceous
Stylidium nitidum,Stylidiaceae,herb,herbaceous
Stylidium nominatum,Stylidiaceae,herb,herbaceous
Stylidium nonscandens,Stylidiaceae,herb,herbaceous
Stylidium notabile,Stylidiaceae,herb,herbaceous
Stylidium nungarinense,Stylidiaceae,herb,herbaceous
Stylidium nymphaeum,Stylidiaceae,herb,herbaceous
Stylidium obtusatum,Stylidiaceae,herb,herbaceous
Stylidium oreophilum,Stylidiaceae,herb,herbaceous
Stylidium ornatum,Stylidiaceae,herb,herbaceous
Stylidium osculum,Stylidiaceae,herb,herbaceous
Stylidium oviflorum,Stylidiaceae,herb,herbaceous
Stylidium pachyrrhizum,Stylidiaceae,herb,herbaceous
Stylidium paludicola,Stylidiaceae,herb,herbaceous
Stylidium paniculatum,Stylidiaceae,herb,herbaceous
Stylidium paulineae,Stylidiaceae,herb,herbaceous
Stylidium pedunculatum,Stylidiaceae,herb,herbaceous
Stylidium pendulum,Stylidiaceae,herb,herbaceous
Stylidium periscelianthum,Stylidiaceae,herb,herbaceous
Stylidium perizoster,Stylidiaceae,herb,herbaceous
Stylidium perplexum,Stylidiaceae,subshrub,semi_woody
Stylidium perpusillum,Stylidiaceae,herb,herbaceous
Stylidium perula,Stylidiaceae,herb,herbaceous
Stylidium petiolare,Stylidiaceae,herb,herbaceous
Stylidium piliferum,Stylidiaceae,herb,herbaceous
Stylidium pilosum,Stylidiaceae,herb,herbaceous
Stylidium pingrupense,Stylidiaceae,herb,herbaceous
Stylidium planirosula,Stylidiaceae,herb,herbaceous
Stylidium plantagineum,Stylidiaceae,herb,herbaceous
Stylidium ponticulus,Stylidiaceae,herb,herbaceous
Stylidium preissii,Stylidiaceae,herb,herbaceous
Stylidium pritzelianum,Stylidiaceae,herb,herbaceous
Stylidium productum,Stylidiaceae,herb,herbaceous
Stylidium prophyllum,Stylidiaceae,herb,herbaceous
Stylidium pseudocaespitosum,Stylidiaceae,herb,herbaceous
Stylidium pseudohirsutum,Stylidiaceae,herb,herbaceous
Stylidium pseudosacculatum,Stylidiaceae,herb,herbaceous
Stylidium pubigerum,Stylidiaceae,herb,herbaceous
Stylidium pulchellum,Stylidiaceae,herb,herbaceous
Stylidium pulviniforme,Stylidiaceae,herb,herbaceous
Stylidium purpureum,Stylidiaceae,herb,herbaceous
Stylidium pycnostachyum,Stylidiaceae,herb,herbaceous
Stylidium pygmaeum,Stylidiaceae,herb,herbaceous
Stylidium ramosissimum,Stylidiaceae,herb,herbaceous
Stylidium recurvum,Stylidiaceae,herb,herbaceous
Stylidium repens,Stylidiaceae,herb,herbaceous
Stylidium rhipidium,Stylidiaceae,herb,herbaceous
Stylidium rhynchocarpum,Stylidiaceae,herb,herbaceous
Stylidium ricae,Stylidiaceae,herb,herbaceous
Stylidium rigidulum,Stylidiaceae,herb,herbaceous
Stylidium rivulosum,Stylidiaceae,herb,herbaceous
Stylidium roseoalatum,Stylidiaceae,herb,herbaceous
Stylidium roseonanum,Stylidiaceae,herb,herbaceous
Stylidium rosulatum,Stylidiaceae,herb,herbaceous
Stylidium rotundifolium,Stylidiaceae,herb,herbaceous
Stylidium rubricalyx,Stylidiaceae,herb,herbaceous
Stylidium rubriscapum,Stylidiaceae,herb,herbaceous
Stylidium rupestre,Stylidiaceae,herb,herbaceous
Stylidium sacculatum,Stylidiaceae,herb,herbaceous
Stylidium salmoneum,Stylidiaceae,herb,herbaceous
Stylidium scabridum,Stylidiaceae,herb,herbaceous
Stylidium scandens,Stylidiaceae,climber_herbaceous herb,herbaceous
Stylidium scariosum,Stylidiaceae,herb,herbaceous
Stylidium schizanthum,Stylidiaceae,herb,herbaceous
Stylidium schoenoides,Stylidiaceae,herb,herbaceous
Stylidium scintillans,Stylidiaceae,geophyte,herbaceous
Stylidium sejunctum,Stylidiaceae,herb,herbaceous
Stylidium semaphorum,Stylidiaceae,herb,herbaceous
Stylidium semipartitum,Stylidiaceae,herb,herbaceous
Stylidium septentrionale,Stylidiaceae,herb,herbaceous
Stylidium simulans,Stylidiaceae,herb,herbaceous
Stylidium soboliferum,Stylidiaceae,herb,herbaceous
Stylidium sp. Aurukun (C.Dalliston CC429),Stylidiaceae,,
Stylidium sp. Banovich Road (F. & J.Hort 1884),Stylidiaceae,,
Stylidium sp. Boulder Rock (A.H.Burbidge 2536),Stylidiaceae,herb,herbaceous
"Stylidium sp. cormaceous ephemeral (F.Hort, J.Hort & J.Shanks 2382)",Stylidiaceae,,
Stylidium sp. King Cascade (K.F.Kenneally 11173),Stylidiaceae,,
Stylidium sp. Kordabup (A.R.Annels 1660),Stylidiaceae,,
Stylidium sp. Moora (J.A.Wege 713),Stylidiaceae,,
Stylidium sp. Scott River Plain (N.G.Marchant 74/23),Stylidiaceae,,
Stylidium sp. Three Springs (J.A.Wege & C.Wilkins JAW 600),Stylidiaceae,,
Stylidium spathulatum,Stylidiaceae,herb,herbaceous
Stylidium spiciforme,Stylidiaceae,herb,herbaceous
Stylidium spinulosum,Stylidiaceae,herb,herbaceous
Stylidium spinulosum subsp. montanum,Stylidiaceae,herb,herbaceous
Stylidium spinulosum subsp. spinulosum,Stylidiaceae,herb,herbaceous
Stylidium squamellosum,Stylidiaceae,herb,herbaceous
Stylidium squamosotuberosum,Stylidiaceae,herb,herbaceous
Stylidium stenophyllum,Stylidiaceae,herb,herbaceous
Stylidium stenosepalum,Stylidiaceae,herb,herbaceous
Stylidium striatum,Stylidiaceae,herb,herbaceous
Stylidium symonii,Stylidiaceae,herb,herbaceous
Stylidium tenerrimum,Stylidiaceae,herb,herbaceous
Stylidium tenerum,Stylidiaceae,herb,herbaceous
Stylidium tenue,Stylidiaceae,herb,herbaceous
Stylidium tenue subsp. majusculum,Stylidiaceae,herb,herbaceous
Stylidium tenue subsp. tenue,Stylidiaceae,herb,herbaceous
Stylidium tenuicarpum,Stylidiaceae,herb,herbaceous
Stylidium tepperianum,Stylidiaceae,herb,herbaceous
Stylidium thesioides,Stylidiaceae,herb,herbaceous
Stylidium thryonides,Stylidiaceae,herb,herbaceous
Stylidium thylax,Stylidiaceae,herb,herbaceous
Stylidium tinkeri,Stylidiaceae,herb,herbaceous
Stylidium torticarpum,Stylidiaceae,herb,herbaceous
Stylidium trichopodum,Stylidiaceae,herb,herbaceous
Stylidium trudgenii,Stylidiaceae,herb,herbaceous
Stylidium turbinatum,Stylidiaceae,herb,herbaceous
Stylidium turleyae,Stylidiaceae,herb,herbaceous
Stylidium tylosum,Stylidiaceae,herb,herbaceous
Stylidium udusicola,Stylidiaceae,herb,herbaceous
Stylidium uniflorum,Stylidiaceae,herb,herbaceous
Stylidium uniflorum subsp. extensum,Stylidiaceae,herb,herbaceous
Stylidium uniflorum subsp. uniflorum,Stylidiaceae,herb,herbaceous
Stylidium utricularioides,Stylidiaceae,herb,herbaceous
Stylidium validum,Stylidiaceae,herb,herbaceous
Stylidium velleioides,Stylidiaceae,herb,herbaceous
Stylidium verticillatum,Stylidiaceae,herb,herbaceous
Stylidium vinosum,Stylidiaceae,herb,herbaceous
Stylidium violaceum,Stylidiaceae,herb,herbaceous
Stylidium warriedarense,Stylidiaceae,herb,herbaceous
Stylidium weeliwolli,Stylidiaceae,herb,herbaceous
Stylidium wilroyense,Stylidiaceae,herb,herbaceous
Stylidium xanthellum,Stylidiaceae,geophyte,herbaceous
Stylidium xanthopis,Stylidiaceae,herb,herbaceous
Stylidium yilgarnense,Stylidiaceae,herb,herbaceous
Stylidium zeicolor,Stylidiaceae,herb,herbaceous
Cadellia pentastylis,Surianaceae,tree,woody
Guilfoylia monostylis,Surianaceae,shrub tree,woody
Stylobasium australe,Surianaceae,shrub,woody
Stylobasium spathulatum,Surianaceae,shrub,woody
Suriana maritima,Surianaceae,shrub,woody
Symplocos ampulliformis,Symplocaceae,tree,woody
Symplocos baeuerlenii,Symplocaceae,shrub tree,woody
Symplocos boonjee,Symplocaceae,shrub,woody
Symplocos bullata,Symplocaceae,shrub tree,woody
Symplocos candelabrum,Symplocaceae,tree,woody
Symplocos crassiramifera,Symplocaceae,shrub,woody
Symplocos cyanocarpa,Symplocaceae,shrub,woody
Symplocos cyanocarpa var. cyanocarpa,Symplocaceae,shrub,woody
Symplocos cyanocarpa var. pilosa,Symplocaceae,shrub,woody
Symplocos gittinsii,Symplocaceae,tree,woody
Symplocos glabra,Symplocaceae,tree,woody
Symplocos graniticola,Symplocaceae,shrub,woody
Symplocos harroldii,Symplocaceae,shrub tree,woody
Symplocos hayesii,Symplocaceae,shrub,woody
Symplocos hylandii,Symplocaceae,shrub tree,woody
Symplocos oresbia,Symplocaceae,shrub tree,woody
Symplocos paucistaminea,Symplocaceae,shrub tree,woody
Symplocos puberula,Symplocaceae,tree,woody
Symplocos stawellii,Symplocaceae,shrub tree,woody
Symplocos thwaitesii,Symplocaceae,shrub tree,woody
Symplocos wooroonooran,Symplocaceae,shrub tree,woody
Tacca leontopetaloides,Taccaceae,herb,herbaceous
Tacca maculata,Taccaceae,herb,herbaceous
Tamarix aphylla,Tamaricaceae,tree,woody
Tamarix gallica,Tamaricaceae,shrub tree,woody
Tamarix indica,Tamaricaceae,shrub tree,woody
Tamarix parviflora,Tamaricaceae,shrub,woody
Tamarix ramosissima,Tamaricaceae,shrub tree,woody
Cyanella hyacinthoides,Tecophilaeaceae,herb,herbaceous
Arthropteris beckleri,Tectariaceae,fern,herbaceous
Arthropteris palisotii,Tectariaceae,fern,herbaceous
Arthropteris submarginalis,Tectariaceae,fern,herbaceous
Arthropteris tenella,Tectariaceae,fern,herbaceous
Pteridrys syrmatica,Tectariaceae,fern,herbaceous
Tectaria brachiata,Tectariaceae,fern,herbaceous
Tectaria confluens,Tectariaceae,fern,herbaceous
Tectaria devexa,Tectariaceae,fern,herbaceous
Tectaria devexa var. devexa,Tectariaceae,fern,herbaceous
Tectaria devexa var. minor,Tectariaceae,fern,herbaceous
Tectaria dissecta,Tectariaceae,fern,herbaceous
Tectaria siifolia,Tectariaceae,fern,herbaceous
Polypremum procumbens,Tetrachondraceae,herb,herbaceous
Camellia sinensis,Theaceae,shrub tree,woody
Ampelopteris prolifera,Thelypteridaceae,fern,herbaceous
Amphineuron immersum,Thelypteridaceae,fern,herbaceous
Amphineuron opulentum,Thelypteridaceae,fern,herbaceous
Amphineuron queenslandicum,Thelypteridaceae,fern,herbaceous
Amphineuron terminans,Thelypteridaceae,fern,herbaceous
Chingia australis,Thelypteridaceae,fern,herbaceous
Christella arida,Thelypteridaceae,fern,herbaceous
Christella dentata,Thelypteridaceae,fern,herbaceous
Christella dentata x Christella parasitica,Thelypteridaceae,fern,herbaceous
Christella hispidula,Thelypteridaceae,fern,herbaceous
Christella parasitica,Thelypteridaceae,fern,herbaceous
Christella subpubescens,Thelypteridaceae,fern,herbaceous
Cyclosorus interruptus,Thelypteridaceae,fern,herbaceous
Macrothelypteris polypodioides,Thelypteridaceae,fern,herbaceous
Macrothelypteris torresiana,Thelypteridaceae,fern,herbaceous
Plesioneuron tuberculatum,Thelypteridaceae,fern,herbaceous
Pneumatopteris costata,Thelypteridaceae,fern,herbaceous
Pneumatopteris pennigera,Thelypteridaceae,fern,herbaceous
Pneumatopteris sogerensis,Thelypteridaceae,fern,herbaceous
Pneumatopteris truncata,Thelypteridaceae,fern,herbaceous
Pronephrium asperum,Thelypteridaceae,fern,herbaceous
Pronephrium triphyllum,Thelypteridaceae,fern,herbaceous
Sphaerostephanos heterocarpus,Thelypteridaceae,fern,herbaceous
Sphaerostephanos unitus,Thelypteridaceae,fern,herbaceous
Sphaerostephanos unitus var. unitus,Thelypteridaceae,fern,herbaceous
Thelypteris confluens,Thelypteridaceae,fern,herbaceous
Thismia clavarioides,Thismiaceae,herb,herbaceous
Thismia hawkesii,Thismiaceae,herb,herbaceous
Thismia hillii,Thismiaceae,herb,herbaceous
Thismia lanternata,Thismiaceae,herb,herbaceous
Thismia megalongensis,Thismiaceae,herb,herbaceous
Thismia rodwayi,Thismiaceae,herb,herbaceous
Thismia tectipora,Thismiaceae,herb,herbaceous
Thismia yorkensis,Thismiaceae,herb,herbaceous
Arnhemia cryptantha,Thymelaeaceae,shrub,woody
Daphne laureola,Thymelaeaceae,shrub,woody
Gnidia squarrosa,Thymelaeaceae,shrub,woody
Jedda multicaulis,Thymelaeaceae,shrub,woody
Kelleria bogongensis,Thymelaeaceae,shrub subshrub,woody
Kelleria dieffenbachii,Thymelaeaceae,shrub subshrub,woody
Lethedon setosa,Thymelaeaceae,tree,woody
Phaleria biflora,Thymelaeaceae,tree,woody
Phaleria chermsideana,Thymelaeaceae,shrub tree,woody
Phaleria clerodendron,Thymelaeaceae,shrub tree,woody
Phaleria macrocarpa,Thymelaeaceae,tree,woody
Phaleria octandra,Thymelaeaceae,shrub,woody
Pimelea aeruginosa,Thymelaeaceae,shrub,woody
Pimelea alpina,Thymelaeaceae,shrub,woody
Pimelea altior,Thymelaeaceae,shrub subshrub,woody
Pimelea amabilis,Thymelaeaceae,shrub,woody
Pimelea ammocharis,Thymelaeaceae,shrub,woody
Pimelea angustifolia,Thymelaeaceae,shrub,woody
Pimelea approximans,Thymelaeaceae,shrub,woody
Pimelea aquilonia,Thymelaeaceae,shrub,woody
Pimelea argentea,Thymelaeaceae,shrub,woody
Pimelea avonensis,Thymelaeaceae,shrub,woody
Pimelea axiflora,Thymelaeaceae,shrub subshrub,woody
