"Species","Trait","Value","Unit","Citation_author","Citation_full"
"Pultenaea villosa","height","3","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Pycnosorus chrysanthes","height","0.6","m","The Royal Botanic Gardens and Domain Trust, 2014","Plantnet"
"Quintinia sieberi","height","25","m","Floyd, 2008","Floyd, A. G. 2008. Rainforest Trees of Mainland South-eastern Australia. Terania Rainforest Publishing, Lismore, Australia."
"Quintinia verdonii","height","17","m","Floyd, 2008","Floyd, A. G. 2008. Rainforest Trees of Mainland South-eastern Australia. Terania Rainforest Publishing, Lismore, Australia."
"Randia moorei","height","10","m","Floyd, 2008","Floyd, A. G. 2008. Rainforest Trees of Mainland South-eastern Australia. Terania Rainforest Publishing, Lismore, Australia."
"Rhagodia parabolica","height","3","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Rhagodia spinescens","height","3","m","The Royal Botanic Gardens and Domain Trust, 2014","Plantnet"
"Rhaphiolepis indica","height","1.5","m","The Royal Botanic Gardens and Domain Trust, 2014","Plantnet"
"Rhodamnia acuminata","height","25","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Rhodamnia argentea","height","30","m","Floyd, 2008","Floyd, A. G. 2008. Rainforest Trees of Mainland South-eastern Australia. Terania Rainforest Publishing, Lismore, Australia."
"Rhodamnia dumicola","height","5","m","Leiper, 2008","Leiper, G., J. Glazebrook, D. Cox, and K. Rathie. 2008. Mangroves to Mountains. Society for Growing Australian Plants (Queensland Region) Inc., Brisbane, Australia."
"Rhodamnia maideniana","height","5","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Rhodamnia pauciovulata","height","6","m","Snow, 2007","Snow, N. 2007. Systematics of the Australian Species of Rhodamnia (Myrtaceae). Systematic Botany Monographs 82:1-69."
"Rhodamnia rubescens","height","30","m","Floyd, 2008","Floyd, A. G. 2008. Rainforest Trees of Mainland South-eastern Australia. Terania Rainforest Publishing, Lismore, Australia."
"Rhodomyrtus psidioides","height","12","m","Floyd, 2008","Floyd, A. G. 2008. Rainforest Trees of Mainland South-eastern Australia. Terania Rainforest Publishing, Lismore, Australia."
"Rhodosphaera rhodanthema","height","27","m","Floyd, 2008","Floyd, A. G. 2008. Rainforest Trees of Mainland South-eastern Australia. Terania Rainforest Publishing, Lismore, Australia."
"Rhysotoechia bifoliolata","height","20","m","The Royal Botanic Gardens and Domain Trust, 2014","Plantnet"
"Rhysotoechia bifoliolata","height","30","m","Floyd, 2008","Floyd, A. G. 2008. Rainforest Trees of Mainland South-eastern Australia. Terania Rainforest Publishing, Lismore, Australia."
"Ricinocarpos linearifolius","height","2","m","The Royal Botanic Gardens and Domain Trust, 2014","Plantnet"
"Ricinocarpos pinifolius","height","3","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Ricinocarpos speciosus","height","3","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Ripogonum elseyanum","height","8","m","The Royal Botanic Gardens and Domain Trust, 2014","Plantnet"
"Rivina humilis","height","1","m","The Royal Botanic Gardens and Domain Trust, 2014","Plantnet"
"Salix babylonica","height","12","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Sambucus gaudichaudiana","height","2","m","The Royal Botanic Gardens and Domain Trust, 2014","Plantnet"
"Sambucus nigra","height","5","m","The Royal Botanic Gardens and Domain Trust, 2014","Plantnet"
"Sannantha collina","height","4","m","The Royal Botanic Gardens and Domain Trust, 2014","Plantnet"
"Sannantha similis","height","4","m","The Royal Botanic Gardens and Domain Trust, 2014","Plantnet"
"Santalum obtusifolium","height","1.5","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Sarcomelicope simplicifolia","height","18","m","Floyd, 2008","Floyd, A. G. 2008. Rainforest Trees of Mainland South-eastern Australia. Terania Rainforest Publishing, Lismore, Australia."
"Sarcopteryx stipata","height","40","m","Floyd, 2008","Floyd, A. G. 2008. Rainforest Trees of Mainland South-eastern Australia. Terania Rainforest Publishing, Lismore, Australia."
"Sauropus hirtellus","height","0.3","m","The Royal Botanic Gardens and Domain Trust, 2014","Plantnet"
"Scaevola ramosissima","height","0.4","m","The Royal Botanic Gardens and Domain Trust, 2014","Plantnet"
"Schinus terebinthifolius","height","16","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Sclerolaena birchii","height","0.8","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Sclerolaena stelligera","height","0.3","m","The Royal Botanic Gardens and Domain Trust, 2014","Plantnet"
"Senecio amygdalifolius","height","1.5","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Senecio pinnatifolius","height","1","m","The Royal Botanic Gardens and Domain Trust, 2014","Plantnet"
"Senna acclinis","height","3","m","The Royal Botanic Gardens and Domain Trust, 2014","Plantnet"
"Senna clavigera","height","1.5","m","The Royal Botanic Gardens and Domain Trust, 2014","Plantnet"
"Senna occidentalis","height","2","m","The Royal Botanic Gardens and Domain Trust, 2014","Plantnet"
"Senna pendula","height","3","m","The Royal Botanic Gardens and Domain Trust, 2014","Plantnet"
"Senna pendula","height","3","m","The Royal Botanic Gardens and Domain Trust, 2014","Plantnet"
"Senna septemtrionalis","height","3","m","The Royal Botanic Gardens and Domain Trust, 2014","Plantnet"
"Seringia arborescens","height","8","m","The Royal Botanic Gardens and Domain Trust, 2014","Plantnet"
"Seringia corollata","height","1","m","Leiper, 2008","Leiper, G., J. Glazebrook, D. Cox, and K. Rathie. 2008. Mangroves to Mountains. Society for Growing Australian Plants (Queensland Region) Inc., Brisbane, Australia."
"Seringia hillii","height","2","m","Leiper, 2008","Leiper, G., J. Glazebrook, D. Cox, and K. Rathie. 2008. Mangroves to Mountains. Society for Growing Australian Plants (Queensland Region) Inc., Brisbane, Australia."
"Sida cardiophylla","height","1","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Sida platycalyx","height","0.3","m","Western Australian Herbarium, 2014","http://florabase.dpaw.wa.gov.au"
"Sida rhombifolia","height","1","m","The Royal Botanic Gardens and Domain Trust, 2014","Plantnet"
"Sida spinosa","height","1","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Sloanea woollsii","height","55","m","Floyd, 2008","Floyd, A. G. 2008. Rainforest Trees of Mainland South-eastern Australia. Terania Rainforest Publishing, Lismore, Australia."
"Solanum aviculare","height","4","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Solanum brownii","height","1.8","m","The Royal Botanic Gardens and Domain Trust, 2014","Plantnet"
"Solanum capsicoides","height","1","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Solanum chrysotrichum","height","4","m","The Royal Botanic Gardens and Domain Trust, 2014","Plantnet"
"Solanum densevestitum","height","2","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Solanum discolor","height","1","m","Department of Environment, 2014","http://www.flora.sa.gov.au"
"Solanum erianthum","height","4","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Solanum ferocissimum","height","2","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Solanum furfuraceum","height","2","m","The Royal Botanic Gardens and Domain Trust, 2014","Plantnet"
"Solanum gympiense","height","1","m","Department of Environment, 2014","http://www.flora.sa.gov.au"
"Solanum inaequilaterum","height","2","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Solanum jucundum","height","1.8","m","The Royal Botanic Gardens and Domain Trust, 2014","Plantnet"
"Solanum lythrocarpum","height","0.9","m","Department of Environment, 2014","http://www.flora.sa.gov.au"
"Solanum mauritianum","height","4","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Solanum mitchellianum","height","1.8","m","Department of Environment, 2014","http://www.flora.sa.gov.au"
"Solanum nemophilum","height","1.5","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Solanum nigrum","height","1","m","Department of Environment, 2014","http://www.flora.sa.gov.au"
"Solanum nodiflorum","height","1.3","m","Department of Environment, 2014","http://www.flora.sa.gov.au"
"Solanum pseudocapsicum","height","2","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Solanum serpens","height","0.3","m","Department of Environment, 2014","http://www.flora.sa.gov.au"
"Solanum shirleyanum","height","1.8","m","Department of Environment, 2014","http://www.flora.sa.gov.au"
"Solanum stupefactum","height","2","m","Department of Environment, 2014","http://www.flora.sa.gov.au"
"Solanum sturtianum","height","3","m","Department of Environment, 2014","http://www.flora.sa.gov.au"
"Solanum tetrathecum","height","0.6","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Solanum torvum","height","3","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Sophora fraseri","height","2","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Spermacoce remota","height","0.3","m","Western Australian Herbarium, 2014","http://florabase.dpaw.wa.gov.au"
"Spermacoce stenophylla","height","0.7","m","Western Australian Herbarium, 2014","http://florabase.dpaw.wa.gov.au"
"Sphaerolobium vimineum","height","0.7","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Sprengelia sprengelioides","height","1","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Stachytarpheta jamaicensis","height","1.2","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Stenocarpus salignus","height","30","m","Floyd, 2008","Floyd, A. G. 2008. Rainforest Trees of Mainland South-eastern Australia. Terania Rainforest Publishing, Lismore, Australia."
"Strangea linearis","height","1","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Styphelia viridis","height","1.5","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Swainsona brachycarpa","height","0.6","m","Stanley, 1983","Stanley, T. D., and E. M. Ross. 1983. Flora of South-eastern Queensland. Queensland Department of Primary Industries, Brisbane, Australia."
"Swainsona queenslandica","height","1","m","The Royal Botanic Gardens and Domain Trust, 2014","Plantnet"
"Syagrus romanzoffiana","height","12","m","Department of Agriculture, 2014","http://www.daff.qld.gov.au/plants/weeds-pest-animals-ants/weeds/a-z-listing-of-weeds"
"Symplocos baeuerlenii","height","7","m","Floyd, 2008","Floyd, A. G. 2008. Rainforest Trees of Mainland South-eastern Australia. Terania Rainforest Publishing, Lismore, Australia."
"Syncarpia verecunda","height","40","m","Leiper, 2008","Leiper, G., J. Glazebrook, D. Cox, and K. Rathie. 2008. Mangroves to Mountains. Society for Growing Australian Plants (Queensland Region) Inc., Brisbane, Australia."
"Synoum glandulosum","height","20","m","Leiper, 2008","Leiper, G., J. Glazebrook, D. Cox, and K. Rathie. 2008. Mangroves to Mountains. Society for Growing Australian Plants (Queensland Region) Inc., Brisbane, Australia."
"Synoum glandulosum","height","20","m","Leiper, 2008","Leiper, G., J. Glazebrook, D. Cox, and K. Rathie. 2008. Mangroves to Mountains. Society for Growing Australian Plants (Queensland Region) Inc., Brisbane, Australia."
"Syzygium crebrinerve","height","40","m","Floyd, 2008","Floyd, A. G. 2008. Rainforest Trees of Mainland South-eastern Australia. Terania Rainforest Publishing, Lismore, Australia."
"Syzygium francisii","height","45","m","Floyd, 2008","Floyd, A. G. 2008. Rainforest Trees of Mainland South-eastern Australia. Terania Rainforest Publishing, Lismore, Australia."
"Syzygium moorei","height","40","m","Floyd, 2008","Floyd, A. G. 2008. Rainforest Trees of Mainland South-eastern Australia. Terania Rainforest Publishing, Lismore, Australia."
