taxon_name,trait_name,entity_measured,trait_value,units,value_type
Eryngium vesiculosum,leaf_shape_a,NA,oblong oblanceolate obtriangular,NA,NA
Anethum graveolens,leaf_shape_a,NA,oblong obovate,NA,NA
Hydrocotyle trachycarpa,leaf_base_shape_a,NA,cuneate,NA,NA
Hydrocotyle trachycarpa,leaf_margin_a,NA,toothed,NA,NA
Hydrocotyle trachycarpa,leaf_shape_a,NA,oblong obovate obtriangular,NA,NA
Eryngium expansum,leaf_margin_a,NA,toothed,NA,NA
Eryngium expansum,leaf_shape_a,NA,oblong obovate,NA,NA
Impatiens sodenii,leaf_base_shape_a,NA,attenuate cuneate,NA,NA
Impatiens sodenii,leaf_margin_a,NA,toothed,NA,NA
Impatiens sodenii,leaf_phyllotaxis_a,NA,whorled,NA,NA
Impatiens sodenii,leaf_shape_a,NA,oblong obovate,NA,NA
Schefflera actinophylla,leaf_base_shape_a,NA,rounded,NA,NA
Schefflera actinophylla,leaf_margin_a,NA,entire,NA,NA
Schefflera actinophylla,leaf_shape_a,NA,oblong obovate,NA,NA
Marsdenia hemiptera,leaf_base_shape_a,NA,cordate,NA,NA
Marsdenia hemiptera,leaf_shape_a,NA,oblong ovate,NA,NA
Alternanthera sp. A Flora of New South Wales (M.Gray 5187),leaf_shape_a,NA,oblong ovate obovate,NA,NA
Araujia sericifera,leaf_base_shape_a,NA,truncate cordate,NA,NA
Araujia sericifera,leaf_shape_a,NA,oblong ovate triangular,NA,NA
Tylophora grandiflora,leaf_base_shape_a,NA,truncate cordate,NA,NA
Tylophora grandiflora,leaf_shape_a,NA,oblong ovate triangular,NA,NA
Parsonsia longipetiolata,leaf_base_shape_a,NA,cordate rounded,NA,NA
Parsonsia longipetiolata,leaf_shape_a,NA,oblong ovate triangular,NA,NA
Marsdenia liisae,leaf_base_shape_a,NA,cordate rounded,NA,NA
Marsdenia liisae,leaf_shape_a,NA,oblong ovate triangular,NA,NA
Coriandrum sativum,leaf_margin_a,NA,toothed_serrate,NA,NA
Coriandrum sativum,leaf_shape_a,NA,oblong ovate,NA,NA
Pastinaca sativa,leaf_margin_a,NA,toothed,NA,NA
Pastinaca sativa,leaf_shape_a,NA,oblong ovate,NA,NA
Pastinaca sativa subsp. sativa,leaf_margin_a,NA,toothed,NA,NA
Pastinaca sativa subsp. sativa,leaf_shape_a,NA,oblong ovate,NA,NA
Rostellularia adscendens,leaf_shape_a,NA,oblong ovate,NA,NA
Marsdenia lloydii,leaf_shape_a,NA,oblong ovate,NA,NA
Gomphrena celosioides,leaf_shape_a,NA,oblong spathulate,NA,NA
Oreomyrrhis brevipes,leaf_shape_a,NA,oblong,NA,NA
Oreomyrrhis eriopoda,leaf_shape_a,NA,oblong,NA,NA
Hoffmannseggia glauca,leaf_shape_a,NA,oblong,NA,NA
Viburnum odoratissimum,leaf_base_shape_a,NA,cuneate rounded,NA,NA
Viburnum odoratissimum,leaf_margin_a,NA,entire toothed_serrate,NA,NA
Viburnum odoratissimum,leaf_shape_a,NA,oblong elliptical orbicular obovate,NA,NA
Uvaria leichhardtii,leaf_margin_a,NA,entire,NA,NA
Uvaria leichhardtii,leaf_shape_a,NA,oblong narrowly_elliptical,NA,NA
Zaleya galericulata,leaf_shape_a,NA,oblong ovate,NA,NA
Zaleya galericulata subsp. galericulata,leaf_shape_a,NA,oblong ovate,NA,NA
Amaranthus macrocarpus,leaf_shape_a,NA,oblong ovate,NA,NA
Amaranthus macrocarpus var. macrocarpus,leaf_shape_a,NA,oblong ovate,NA,NA
Platysace stephensonii,leaf_arrangement_a,NA,crowded,NA,NA
Platysace stephensonii,leaf_shape_a,NA,obovate,NA,NA
Trianthema cypseleoides,leaf_shape_a,NA,obovate clavate,NA,NA
Phlegmatospermum eremaeum,leaf_base_shape_a,NA,attenuate,NA,NA
Phlegmatospermum eremaeum,leaf_margin_a,NA,entire toothed,NA,NA
Phlegmatospermum eremaeum,leaf_shape_a,NA,obovate,NA,NA
Phlegmatospermum eremaeum,plant_growth_habit_a,NA,rosette,NA,NA
Ptilotus latifolius,leaf_shape_a,NA,obovate,NA,NA
Ptilotus sessilifolius,leaf_shape_a,NA,obovate,NA,NA
Hibbertia planifolia,leaf_arrangement_a,NA,clustered,NA,NA
Hibbertia planifolia,leaf_shape_a,NA,obtriangular,NA,NA
Hydrocotyle acutiloba,leaf_base_shape_a,NA,cordate,NA,NA
Hydrocotyle acutiloba,leaf_shape_a,NA,orbicular cordate reniform,NA,NA
Hydrocotyle hirta,leaf_base_shape_a,NA,cordate,NA,NA
Hydrocotyle hirta,leaf_shape_a,NA,orbicular cordate reniform,NA,NA
Hydrocotyle pterocarpa,leaf_base_shape_a,NA,cordate,NA,NA
Hydrocotyle pterocarpa,leaf_margin_a,NA,entire toothed_crenate,NA,NA
Hydrocotyle pterocarpa,leaf_shape_a,NA,orbicular cordate reniform,NA,NA
Hydrocleys nymphoides,leaf_shape_a,NA,orbicular widely_ovate,NA,NA
Trachymene scapigera,leaf_shape_a,NA,ovate,NA,NA
Trachymene scapigera,plant_growth_habit_a,NA,rosette,NA,NA
Pultenaea cunninghamii,leaf_lamina_posture_a,NA,flat,NA,NA
Pultenaea cunninghamii,leaf_margin_posture_a,NA,flat involute,NA,NA
Pultenaea cunninghamii,leaf_phyllotaxis_a,NA,opposite whorled,NA,NA
Pultenaea cunninghamii,leaf_shape_a,NA,ovate,NA,NA
Tetrapanax papyrifer,leaf_margin_a,NA,toothed_dentate,NA,NA
Tetrapanax papyrifer,leaf_shape_a,NA,ovate,NA,NA
Arisarum vulgare,leaf_base_shape_a,NA,saggitate,NA,NA
Arisarum vulgare,leaf_shape_a,NA,ovate,NA,NA
Arisarum vulgare subsp. vulgare,leaf_base_shape_a,NA,saggitate,NA,NA
Arisarum vulgare subsp. vulgare,leaf_shape_a,NA,ovate,NA,NA
Daucus glochidiatus,leaf_shape_a,NA,ovate,NA,NA
Oreomyrrhis eriopoda,leaf_shape_a,NA,ovate,NA,NA
Oreomyrrhis pulvinifica,leaf_shape_a,NA,ovate,NA,NA
Trachymene cyanopetala,leaf_shape_a,NA,ovate,NA,NA
Trachymene glaucifolia,leaf_shape_a,NA,ovate,NA,NA
Trachymene incisa,leaf_shape_a,NA,ovate,NA,NA
Trachymene ornata,leaf_shape_a,NA,ovate,NA,NA
Trachymene procumbens,leaf_shape_a,NA,ovate,NA,NA
Trachymene thysanocarpa,leaf_shape_a,NA,ovate,NA,NA
Alocasia brisbanensis,leaf_base_shape_a,NA,saggitate,NA,NA
Alocasia brisbanensis,leaf_shape_a,NA,ovate,NA,NA
Deeringia arborescens,leaf_shape_a,NA,ovate,NA,NA
Platylobium montanum subsp. montanum,leaf_base_shape_a,NA,cordate,NA,NA
Platylobium montanum subsp. montanum,leaf_phyllotaxis_a,NA,opposite,NA,NA
Platylobium montanum subsp. montanum,leaf_shape_a,NA,ovate,NA,NA
Aristolochia meridionalis,leaf_base_shape_a,NA,saggitate cordate,NA,NA
Aristolochia meridionalis,leaf_shape_a,NA,ovate,NA,NA
Platylobium montanum,leaf_base_shape_a,NA,cordate,NA,NA
Platylobium montanum,leaf_phyllotaxis_a,NA,alternate opposite,NA,NA
Platylobium montanum,leaf_shape_a,NA,ovate,NA,NA
Apium graveolens,leaf_base_shape_a,NA,cuneate,NA,NA
Apium graveolens,leaf_margin_a,NA,toothed toothed_crenate,NA,NA
Apium graveolens,leaf_shape_a,NA,ovate obtriangular,NA,NA
Gingidia algens,leaf_base_shape_a,NA,sheathing,NA,NA
Gingidia algens,leaf_margin_a,NA,toothed,NA,NA
Gingidia algens,leaf_shape_a,NA,ovate obovate,NA,NA
Hydrocotyle trachycarpa,leaf_shape_a,NA,ovate reniform,NA,NA
Amaranthus spinosus,leaf_shape_a,NA,ovate rhomboidal,NA,NA
Mesembryanthemum aitonis,leaf_lamina_posture_a,NA,concave,NA,NA
Mesembryanthemum aitonis,leaf_shape_a,NA,ovate spathulate,NA,NA
Mesembryanthemum crystallinum,leaf_shape_a,NA,ovate spathulate,NA,NA
Galenia pubescens,leaf_shape_a,NA,ovate spathulate,NA,NA
Guilleminea densa,leaf_shape_a,NA,ovate spathulate,NA,NA
Aristolochia meridionalis subsp. meridionalis,leaf_base_shape_a,NA,saggitate cordate,NA,NA
Aristolochia meridionalis subsp. meridionalis,leaf_shape_a,NA,ovate triangular,NA,NA
Houttuynia cordata,leaf_base_shape_a,NA,cordate,NA,NA
Houttuynia cordata,leaf_shape_a,NA,ovate widely_ovate,NA,NA
Parsonsia largiflorens,leaf_base_shape_a,NA,cuneate cordate,NA,NA
Parsonsia largiflorens,leaf_shape_a,NA,ovate widely_ovate,NA,NA
Tylophora woollsii,leaf_base_shape_a,NA,cordate,NA,NA
Tylophora woollsii,leaf_shape_a,NA,ovate widely_ovate,NA,NA
Pultenaea subternata,leaf_lamina_posture_a,NA,flat concave,NA,NA
Pultenaea subternata,leaf_margin_posture_a,NA,involute,NA,NA
Pultenaea subternata,leaf_phyllotaxis_a,NA,opposite whorled,NA,NA
Pultenaea subternata,leaf_shape_a,NA,ovate,NA,NA
Xanthosia scopulicola,leaf_margin_a,NA,toothed_crenate,NA,NA
Xanthosia scopulicola,leaf_shape_a,NA,ovate,NA,NA
Hedera helix,leaf_margin_a,NA,entire,NA,NA
Hedera helix,leaf_shape_a,NA,ovate,NA,NA
Thunbergia alata,leaf_base_shape_a,NA,hastate saggitate,NA,NA
Thunbergia alata,leaf_margin_a,NA,entire toothed,NA,NA
Thunbergia alata,leaf_shape_a,NA,ovate,NA,NA
Rostellularia obtusa,leaf_margin_a,NA,entire,NA,NA
Rostellularia obtusa,leaf_shape_a,NA,ovate,NA,NA
Asystasia gangetica,leaf_shape_a,NA,ovate,NA,NA
Rostellularia adscendens var. pogonanthera,leaf_shape_a,NA,ovate,NA,NA
Xerothamnella parvifolia,leaf_shape_a,NA,ovate,NA,NA
Oreomyrrhis brevipes,leaf_shape_a,NA,ovate,NA,NA
Asparagus asparagoides,leaf_shape_a,NA,ovate,NA,NA
Cistus salviifolius,leaf_shape_a,NA,ovate,NA,NA
Oreomyrrhis argentea,leaf_shape_a,NA,ovate,NA,NA
Parsonsia velutina,leaf_base_shape_a,NA,cordate,NA,NA
Parsonsia velutina,leaf_shape_a,NA,ovate,NA,NA
Alisma plantago-aquatica,leaf_base_shape_a,NA,cordate rounded,NA,NA
Alisma plantago-aquatica,leaf_shape_a,NA,ovate cordate,NA,NA
Astrotricha cordata,leaf_base_shape_a,NA,cordate,NA,NA
Astrotricha cordata,leaf_margin_a,NA,entire,NA,NA
Astrotricha cordata,leaf_shape_a,NA,ovate cordate peltate,NA,NA
Vinca major,leaf_base_shape_a,NA,truncate cordate rounded,NA,NA
Vinca major,leaf_shape_a,NA,ovate,NA,NA
Mandevilla laxa,leaf_base_shape_a,NA,cordate,NA,NA
Mandevilla laxa,leaf_shape_a,NA,ovate,NA,NA
Proiphys cunninghamii,leaf_base_shape_a,NA,cordate rounded,NA,NA
Proiphys cunninghamii,leaf_margin_posture_a,NA,flat,NA,NA
Proiphys cunninghamii,leaf_shape_a,NA,ovate,NA,NA
Saururus cernuus,leaf_base_shape_a,NA,cordate,NA,NA
Saururus cernuus,leaf_shape_a,NA,ovate,NA,NA
Stephanophysum longifolium,leaf_base_shape_a,NA,attenuate cuneate,NA,NA
Stephanophysum longifolium,leaf_margin_a,NA,toothed_crenate,NA,NA
Stephanophysum longifolium,leaf_shape_a,NA,ovate,NA,NA
Amaranthus quitensis,leaf_shape_a,NA,ovate rhomboidal,NA,NA
Buddleja dysophylla,leaf_base_shape_a,NA,truncate cordate,NA,NA
Buddleja dysophylla,leaf_margin_a,NA,toothed_dentate toothed_crenate,NA,NA
Buddleja dysophylla,leaf_shape_a,NA,ovate rhomboidal,NA,NA
Cynanchum elegans,leaf_base_shape_a,NA,truncate cordate,NA,NA
Cynanchum elegans,leaf_shape_a,NA,ovate widely_ovate,NA,NA
Hydrocotyle bonariensis,leaf_margin_a,NA,toothed_crenate,NA,NA
Hydrocotyle bonariensis,leaf_shape_a,NA,peltate,NA,NA
Hydrocotyle algida,leaf_margin_a,NA,toothed_crenate,NA,NA
Hydrocotyle algida,leaf_shape_a,NA,reniform,NA,NA
Hydrocotyle callicarpa,leaf_shape_a,NA,reniform,NA,NA
Actinotus gibbonsii,leaf_shape_a,NA,rhomboidal obtriangular,NA,NA
Lomandra gracilis,leaf_margin_a,NA,toothed,NA,NA
Lomandra gracilis,leaf_shape_a,NA,terete,NA,NA
Sowerbaea juncea,leaf_shape_a,NA,terete,NA,NA
Lomandra elongata,leaf_lamina_posture_a,NA,convex,NA,NA
Lomandra elongata,leaf_margin_a,NA,toothed,NA,NA
Lomandra elongata,leaf_shape_a,NA,terete,NA,NA
Mesembryanthemum nodiflorum,leaf_lamina_posture_a,NA,flat,NA,NA
Mesembryanthemum nodiflorum,leaf_shape_a,NA,terete,NA,NA
Alstroemeria aurea,leaf_shape_a,NA,spathulate,NA,NA
Alstroemeria psittacina,leaf_shape_a,NA,spathulate,NA,NA
Ptilotus spathulatus,leaf_shape_a,NA,spathulate,NA,NA
Astrotricha asperifolia,leaf_margin_posture_a,NA,recurved,NA,NA
Astrotricha asperifolia,leaf_shape_a,NA,linear narrowly_elliptical,NA,NA
Astrotricha ledifolia,leaf_margin_a,NA,entire,NA,NA
Astrotricha ledifolia,leaf_shape_a,NA,linear narrowly_oblong elliptical,NA,NA
Marsdenia tubulosa,leaf_shape_a,NA,orbicular,NA,NA
Platysace linearifolia,leaf_base_shape_a,NA,attenuate,NA,NA
Platysace linearifolia,leaf_shape_a,NA,subulate strap-shaped,NA,NA
Gingidia rupicola,plant_growth_habit_a,NA,rosette,NA,NA
Zephyranthes candida,leaf_shape_a,NA,terete,NA,NA
Juncus pallescens,leaf_shape_a,NA,terete,NA,NA
Laxmannia orientalis,leaf_margin_a,NA,entire,NA,NA
Laxmannia orientalis,leaf_shape_a,NA,terete,NA,NA
Lomandra multiflora,leaf_lamina_posture_a,NA,flat conacve,NA,NA
Lomandra multiflora,leaf_margin_a,NA,entire,NA,NA
Lomandra multiflora,leaf_shape_a,NA,terete,NA,NA
Lomandra multiflora subsp. multiflora,leaf_lamina_posture_a,NA,flat concave,NA,NA
Lomandra multiflora subsp. multiflora,leaf_margin_a,NA,entire,NA,NA
Lomandra multiflora subsp. multiflora,leaf_shape_a,NA,terete,NA,NA
Lomandra briggsiana,leaf_margin_a,NA,entire,NA,NA
Lomandra briggsiana,leaf_shape_a,NA,terete,NA,NA
Lomandra collina,leaf_lamina_posture_a,NA,flat concave,NA,NA
Lomandra collina,leaf_margin_a,NA,toothed,NA,NA
Lomandra collina,leaf_shape_a,NA,terete,NA,NA
Lomandra cylindrica,leaf_margin_a,NA,toothed,NA,NA
Lomandra cylindrica,leaf_shape_a,NA,terete,NA,NA
Gunniopsis quadrifida,leaf_shape_a,NA,terete,NA,NA
Asparagus africanus,leaf_shape_a,NA,terete,NA,NA
Asparagus officinalis,leaf_shape_a,NA,terete,NA,NA
Asparagus plumosus,leaf_shape_a,NA,terete,NA,NA
Asparagus virgatus,leaf_shape_a,NA,terete,NA,NA
Thysanotus patersonii,leaf_shape_a,NA,terete,NA,NA
Asphodelus fistulosus,leaf_shape_a,NA,terete,NA,NA
Genoplesium ectopum,leaf_shape_a,NA,terete,NA,NA
Malephora crocea,leaf_arrangement_a,NA,crowded,NA,NA
Malephora crocea,leaf_phyllotaxis_a,NA,opposite,NA,NA
Malephora crocea,leaf_shape_a,NA,triangular,NA,NA
Conium maculatum,leaf_base_shape_a,NA,sheathing,NA,NA
Conium maculatum,leaf_shape_a,NA,triangular,NA,NA
Washingtonia robusta,leaf_margin_a,NA,entire toothed,NA,NA
Washingtonia robusta,leaf_shape_a,NA,triangular,NA,NA
Typhonium brownii,leaf_base_shape_a,NA,hastate,NA,NA
Typhonium brownii,leaf_shape_a,NA,triangular,NA,NA
Typhonium eliosurum,leaf_base_shape_a,NA,hastate,NA,NA
Typhonium eliosurum,leaf_shape_a,NA,triangular,NA,NA
Drimiopsis maculata,leaf_shape_a,NA,triangular,NA,NA
Euryops virgineus,leaf_margin_a,NA,toothed,NA,NA
Euryops virgineus,leaf_shape_a,NA,obtriangular,NA,NA
Platysace lanceolata,leaf_base_shape_a,NA,cuneate,NA,NA
Platysace lanceolata,leaf_shape_a,NA,widely_elliptical orbicular oblanceolate,NA,NA
Hoya australis,leaf_shape_a,NA,widely_elliptical orbicular ovate,NA,NA
Hoya australis subsp. australis,leaf_shape_a,NA,widely_elliptical orbicular ovate,NA,NA
Alyxia buxifolia,leaf_margin_posture_a,NA,recurved,NA,NA
Alyxia buxifolia,leaf_phyllotaxis_a,NA,opposite whorled,NA,NA
Alyxia buxifolia,leaf_shape_a,NA,widely_elliptical obovate,NA,NA
Capparis canescens,leaf_base_shape_a,NA,acute cuneate,NA,NA
Capparis canescens,leaf_shape_a,NA,widely_elliptical obovate,NA,NA
Gaudium multicaule,leaf_base_shape_a,NA,attenuate,NA,NA
Gaudium multicaule,leaf_lamina_posture_a,NA,concave flat,NA,NA
Gaudium multicaule,leaf_shape_a,NA,widely_elliptical,NA,NA
Parsonsia lanceolata,leaf_base_shape_a,NA,cuneate,NA,NA
Parsonsia lanceolata,leaf_shape_a,NA,widely_elliptical lanceolate,NA,NA
Gaudium blakelyi,leaf_base_shape_a,NA,attenuate,NA,NA
Gaudium blakelyi,leaf_lamina_posture_a,NA,concave,NA,NA
Gaudium blakelyi,leaf_shape_a,NA,widely_elliptical obovate,NA,NA
Carissa spinarum,leaf_shape_a,NA,widely_elliptical ovate,NA,NA
Tylophora barbata,leaf_base_shape_a,NA,cuneate rounded,NA,NA
Tylophora barbata,leaf_shape_a,NA,widely_lanceolate ovate,NA,NA
Hypoestes phyllostachya,leaf_base_shape_a,NA,attenuate,NA,NA
Hypoestes phyllostachya,leaf_margin_a,NA,entire toothed_crenate,NA,NA
Hypoestes phyllostachya,leaf_shape_a,NA,widely_lanceolate ovate,NA,NA
Gaudium parvifolium,leaf_base_shape_a,NA,attenuate,NA,NA
Gaudium parvifolium,leaf_shape_a,NA,widely_obovate,NA,NA
Hydrangea macrophylla,leaf_margin_a,NA,toothed_serrate,NA,NA
Hydrangea macrophylla,leaf_shape_a,NA,widely_ovate obovate,NA,NA
Pistia stratiotes,leaf_shape_a,NA,widely_ovate spathulate obtriangular,NA,NA
Araucaria heterophylla,leaf_arrangement_a,NA,imbricate,NA,NA
Araucaria heterophylla,leaf_shape_a,NA,widely_ovate,NA,NA
Rostellularia adscendens var. latifolia,leaf_shape_a,NA,widely_ovate,NA,NA
Aptenia cordifolia,leaf_base_shape_a,NA,cordate,NA,NA
Aptenia cordifolia,leaf_shape_a,NA,widely_ovate cordate,NA,NA
Tylophora benthamii,leaf_base_shape_a,NA,cordate,NA,NA
Tylophora benthamii,leaf_shape_a,NA,widely_ovate cordate,NA,NA
Parsonsia dorrigoensis,leaf_base_shape_a,NA,cordate rounded truncate,NA,NA
Parsonsia dorrigoensis,leaf_shape_a,NA,widely_ovate narrowly_triangular,NA,NA
Platanus x hispanica,leaf_base_shape_a,NA,truncate cordate,NA,NA
Platanus x hispanica,leaf_margin_a,NA,toothed,NA,NA
Platanus x hispanica,leaf_shape_a,NA,widely_ovate cordate,NA,NA
Platanus x hispanica cv. Acerifolia,leaf_base_shape_a,NA,truncate cordate,NA,NA
Platanus x hispanica cv. Acerifolia,leaf_margin_a,NA,toothed,NA,NA
Platanus x hispanica cv. Acerifolia,leaf_shape_a,NA,widely_ovate,NA,NA
Trachymene humilis,leaf_base_shape_a,NA,sheathing,NA,NA
Trachymene humilis,leaf_margin_a,NA,entire,NA,NA
Trachymene humilis,leaf_shape_a,NA,oblong ovate,NA,NA
Trachymene humilis,plant_growth_habit_a,NA,rosette,NA,NA
Viburnum suspensum,leaf_base_shape_a,NA,cuneate rounded,NA,NA
Viburnum suspensum,leaf_margin_a,NA,toothed toothed_crenate,NA,NA
Viburnum suspensum,leaf_shape_a,NA,oblong elliptical ovate,NA,NA
Ptilotus seminudus,plant_growth_habit_a,NA,rosette,NA,NA
Crinum moorei,plant_growth_habit_a,NA,rosette,NA,NA
Acanthus mollis,leaf_margin_a,NA,toothed,NA,NA
Acanthus mollis,plant_growth_habit_a,NA,rosette,NA,NA
Euroschinus falcatus,leaf_base_shape_a,NA,oblique obtuse,NA,NA
Euroschinus falcatus,leaf_phyllotaxis_a,NA,alternate opposite,NA,NA
Euroschinus falcatus var. falcatus,leaf_base_shape_a,NA,oblique obtuse,NA,NA
Euroschinus falcatus var. falcatus,leaf_phyllotaxis_a,NA,alternate opposite,NA,NA
Calamus muelleri,leaf_phyllotaxis_a,NA,alternate,NA,NA
Margyricarpus pinnatus,leaf_phyllotaxis_a,NA,alternate,NA,NA
Apium prostratum,leaf_phyllotaxis_a,NA,opposite,NA,NA
Mesembryanthemum guerichianum,leaf_arrangement_a,NA,decussate,NA,NA
Mesembryanthemum guerichianum,leaf_margin_posture_a,NA,undulate,NA,NA
Mesembryanthemum guerichianum,leaf_phyllotaxis_a,NA,opposite,NA,NA
Cynanchum viminale subsp. australe,leaf_phyllotaxis_a,NA,opposite,NA,NA
Cynanchum viminale subsp. brunonianum,leaf_phyllotaxis_a,NA,opposite,NA,NA
Pultenaea sp. Wide Bay (D.A.Halford Q8883 ;amp; G.P.Guymer),leaf_phyllotaxis_a,NA,whorled,NA,NA
Hydrocotyle acutiloba,leaf_margin_a,NA,toothed_crenate,NA,NA
Hydrocotyle hirta,leaf_margin_a,NA,toothed_dentate toothed_crenate,NA,NA
Lomandra filiformis subsp. coriacea,leaf_lamina_posture_a,NA,flat,NA,NA
Lomandra filiformis subsp. coriacea,leaf_margin_a,NA,entire,NA,NA
Alternanthera denticulata,leaf_margin_a,NA,entire toothed,NA,NA
Astrotricha crassifolia,leaf_lamina_posture_a,NA,convex,NA,NA
Astrotricha crassifolia,leaf_margin_a,NA,entire,NA,NA
Lomandra brevis,leaf_lamina_posture_a,NA,concave,NA,NA
Lomandra brevis,leaf_margin_a,NA,toothed,NA,NA
Lomandra bracteata,leaf_lamina_posture_a,NA,flat concave,NA,NA
Lomandra bracteata,leaf_margin_a,NA,toothed,NA,NA
Lomandra laxa,leaf_lamina_posture_a,NA,flat,NA,NA
Lomandra laxa,leaf_margin_a,NA,toothed,NA,NA
Lomandra confertifolia subsp. leptostachya,leaf_lamina_posture_a,NA,concave,NA,NA
Lomandra confertifolia subsp. leptostachya,leaf_margin_a,NA,toothed,NA,NA
Lomandra confertifolia subsp. pallida,leaf_lamina_posture_a,NA,flat concave,NA,NA
Lomandra confertifolia subsp. pallida,leaf_margin_a,NA,toothed,NA,NA
Lomandra confertifolia subsp. rubiginosa,leaf_lamina_posture_a,NA,concave,NA,NA
Lomandra confertifolia subsp. rubiginosa,leaf_margin_a,NA,toothed,NA,NA
Lomandra patens,leaf_lamina_posture_a,NA,flat,NA,NA
Lomandra patens,leaf_margin_a,NA,entire toothed,NA,NA
Lomandra micrantha,leaf_lamina_posture_a,NA,flat folded convex,NA,NA
Lomandra micrantha,leaf_margin_a,NA,toothed,NA,NA
Lomandra micrantha subsp. tuberculata,leaf_lamina_posture_a,NA,flat folded convex,NA,NA
Lomandra micrantha subsp. tuberculata,leaf_margin_a,NA,toothed,NA,NA
Lomandra confertifolia subsp. similis,leaf_lamina_posture_a,NA,flat,NA,NA
Lomandra confertifolia subsp. similis,leaf_margin_a,NA,toothed,NA,NA
Lomandra filiformis,leaf_margin_a,NA,toothed,NA,NA
Passiflora miniata,leaf_margin_a,NA,toothed_serrate toothed_crenate,NA,NA
Lomandra hystrix,leaf_lamina_posture_a,NA,flat,NA,NA
Lomandra hystrix,leaf_margin_a,NA,toothed,NA,NA
Lomandra spicata,leaf_lamina_posture_a,NA,flat,NA,NA
Lomandra spicata,leaf_margin_a,NA,toothed,NA,NA
Cyrtomium falcatum  Rochfordii,leaf_margin_a,NA,toothed,NA,NA
Lomandra longifolia,leaf_lamina_posture_a,NA,flat convex,NA,NA
Lomandra longifolia,leaf_margin_a,NA,toothed,NA,NA
Lomandra montana,leaf_lamina_posture_a,NA,flat,NA,NA
Lomandra montana,leaf_margin_a,NA,toothed,NA,NA
Lomandra fluviatilis,leaf_margin_a,NA,toothed,NA,NA
Hydrocotyle digitata,leaf_margin_a,NA,toothed,NA,NA
Lomandra effusa,leaf_lamina_posture_a,NA,flat,NA,NA
Lomandra effusa,leaf_margin_a,NA,toothed,NA,NA
Lomandra confertifolia,leaf_margin_a,NA,toothed,NA,NA
Allium neapolitanum,leaf_lamina_posture_a,NA,flat,NA,NA
Allium triquetrum,leaf_lamina_posture_a,NA,flat,NA,NA
Ornithogalum umbellatum,leaf_lamina_posture_a,NA,flat,NA,NA
Lomandra glauca,leaf_arrangement_a,NA,crowded,NA,NA
Lomandra glauca,leaf_lamina_posture_a,NA,flat concave,NA,NA
Lomandra sp. Tenterfield (L.M. Copeland 3546 ;amp; I.R. Telford),leaf_arrangement_a,NA,crowded,NA,NA
Lomandra sp. Tenterfield (L.M. Copeland 3546 ;amp; I.R. Telford),leaf_lamina_posture_a,NA,flat concave,NA,NA
Lomandra obliqua,leaf_lamina_posture_a,NA,flat,NA,NA
Narcissus pseudonarcissus,leaf_lamina_posture_a,NA,flat,NA,NA
Narcissus tazetta,leaf_lamina_posture_a,NA,flat,NA,NA
Albuca bracteata,leaf_lamina_posture_a,NA,flat,NA,NA
Lomandra leucocephala,leaf_lamina_posture_a,NA,flat,NA,NA
Ornithogalum pyramidale,leaf_lamina_posture_a,NA,flat,NA,NA
Lomandra filiformis subsp. filiformis,leaf_lamina_posture_a,NA,flat folded,NA,NA
Lomandra filiformis subsp. flavior,leaf_lamina_posture_a,NA,flat folded,NA,NA
Arum italicum,leaf_base_shape_a,NA,hastate saggitate,NA,NA
Sagittaria calycina var. calycina,leaf_base_shape_a,NA,saggitate,NA,NA
Zantedeschia aethiopica,leaf_base_shape_a,NA,saggitate,NA,NA
Aegopodium podagraria,leaf_base_shape_a,NA,sheathing,NA,NA
Archontophoenix cunninghamiana,leaf_base_shape_a,NA,sheathing,NA,NA
Gingidia harveyana,leaf_base_shape_a,NA,sheathing,NA,NA
Daucus carota,leaf_base_shape_a,NA,sheathing,NA,NA
Scleranthus sp. Fitzs Hill (J.G.West 5342),leaf_arrangement_a,NA,clustered,NA,NA
Araucaria cunninghamii,leaf_arrangement_a,NA,imbricate clustered,NA,NA
Asparagus falcatus,plant_photsynthetic_organ_a,NA,cladode,NA,NA
Pteris nipponica,plant_photsynthetic_organ_a,NA,leaf,NA,NA
Ptisana howeana,plant_photsynthetic_organ_a,NA,leaf,NA,NA
Cyrtomium falcatum  Rochfordii,plant_photsynthetic_organ_a,NA,leaf,NA,NA
Marsdenia tubulosa,plant_photsynthetic_organ_a,NA,leaf,NA,NA
Lomandra filiformis,plant_photsynthetic_organ_a,NA,leaf,NA,NA
Atherosperma moschatum subsp. moschatum,plant_photsynthetic_organ_a,NA,leaf,NA,NA
Caladenia moschata,plant_photsynthetic_organ_a,NA,leaf,NA,NA
Genoplesium ectopum,plant_photsynthetic_organ_a,NA,leaf,NA,NA
Genoplesium geminatum,plant_photsynthetic_organ_a,NA,leaf,NA,NA
