taxon_name,authors
Aristida holathera,"Citation: Domin, Biblthca bot. 85:340 (1915) var. holathera."
Aristida inaequiglumis,"Citation: Domin, Biblthca Bot. 85:347 (1915)."
Aristida latifolia,"Citation: Domin, Biblthca Bot. 85:339 (1915)."
Aristida nitidula,"Citation: S.T. Blake ex J. Black, Fl. S. Aust. 83 (1943)."
Aristida obscura,"Citation: Henrard, Meded. Herb. Leid. 54A:385 (1927)."
Aristida ramosa,"Citation: R. Br., Prod. Fl. Nov. Holl. 173 (1810) var. speciosa Henrard, Meded. Herb. Leid. 58A:260 (1932)."
Aristida strigosa,"Citation:  S.T. Blake ex J. Black, Fl. S. Aust. 83 (1943)."
Arrhenatherum,"Citation: P. Beauv., Agrost. 55 (1812)."
Arrhenatherum elatius,"Citation:  J.S. & C. Presl, Fl. Czech. 17 (1819) subsp. bulbosum (Willd.) Schuebler & Martens, Fl. W irtemb. 70 (1834)."
Arundo,"Citation: L., Sp. Pl. 81 (1753)."
Arundo donax,"Citation: L., Sp. Pl. 81 (1753)."
Astrebla,"Citation: F. Muell., in Benth., Fl. Aust. 7:602 (1878)."
Astrebla lappacea,"Citation:  Domin, Biblthca bot. 85:372 (1915)."
Astrebla pectinata,"Citation:  F. Muell. in Benth., Fl. Aust. 7:602 (1878)."
Festuca littoralis,"Citation: Labill., Nov. Holl. Pl. Sp. 1:22 (1805)."
Stipa acrociliata,"Citation: Reader, Victorian Nat. 13:167 (1897)."
Stipa blackii,"Citation: C.E. Hubb., Kew Bull. 1925:431 (1925)."
Stipa breviglumis,"Citation: J. Black, Trans. R. Soc. S. Aust. 65:333 (1941)."
Stipa curticoma,"Citation: Vick., Telopea 2:11 (1980)."
Stipa densiflora,"Citation: Hughes, Kew Bull. 1921:18, fig. 20 (1921)."
Stipa drummondii,"Citation: Steudel, Synops. Pl. glumac. 1:128 (1854)."
Stipa echinata,"Citation: Vick., S.W.L. Jacobs & Everett m.s."
Stipa elegantissima,"Citation: Labill., Nov. Holl. Pl. Sp. 1:23, t. 29 (1904)."
Stipa eremophila,"Citation: Reader, Victorian Nat. 17:154 (1901)."
Stipa exilis,"Citation: Vick., Telopea 2:13 (1980)."
Stipa flavescens,"Citation: Labill., Nov. Holl. Pl. Sp. 1:24, pl. 30 (1804)."
Stipa scabra,"Citation: Lindley in T.L. Mitchell, J. Trop. Austral. 31 (1848)."
Stipa variabilis,"Citation: Hughes, Kew Bull. 1921:15 (1921)."
Stipa hemipogon,"Citation: Benth., Fl. Aust. 7:569 (1878)."
Stipa semibarbata,"Citation: R. Br., Prod. Fl. Nov. Holl. 174 (1910)."
Stipa lanata,"Citation: Vick., S.W.L. Jacobs & Everett m.s."
Stipa macalpinei,"Citation: Reader, Victorian Nat. 15:143 (1899)."
Stipa setacea,"Citation: R. Br., Prod. Fl. Nov. Holl. 174 (1810)."
Stipa mollis,"Citation: R. Br., Prod. Fl. Nov. Holl. 174 (1810)."
Stipa muelleri,"Citation: Tale, Trans. R. Soc. S. Aust. 7:70 (1885)."
Stipa multispiculis,"Citation: J. Black, Trans. R. Soc. S. Aust. 65:333 (1941)."
Stipa mundula,"Citation: J. Black, Trans. R. Soc. S. Aust. 65:333 (1941)."
Stipa nitida,"Citation: Summerh. & C.E. Hubb., Kew Bull. 1927:60 (1927)."
Stipa nodosa,"Citation: S.T. Blake, Proc. R. Soc. Qld 62:89 (1952)."
Stipa oligostachya,"Citation: Hughes, Kew Bull, 1921:12 (1921)."
Stipa petraea,"Citation: Vick., Telopea 2:15 (1980)."
Stipa pilata,Citation: S.W.L. Jacobs & Everett m.s.
Stipa platychaeta,"Citation: Hughes, Kew Bull. 1921:16 (1921)."
Stipa plumigera,"Citation: Hughes, Kew Bull. 1921:20 (1921)."
Stipa puberula,"Citation: Steudel, Synops. Pl. glumuc. 1:128 (1854)."
Stipa pubinodis,"Citation: Trin. & Rupr., Mem. Acad. Sci. St Pelersb. 5, 1:50 (1842)."
Stipa scabra falcata,"Citation:  Vick., S.W.L. Jacobs & Everett m.s."
Stipa scabra scabra,Citation: Rough spear-grass.
Stipa stipoides,"Citation: Veldk., Blumea 22:11 (1974)."
Stipa stuposa,"Citation: Hughes, Kew Bull. 1921:20 (1921)."
Stipa tenuifolia,"Citation: Steudel, Synops. Pl. glumac. 1:128 (1854)."
Stipa trichophylla,"Citation: Benth., Fl. Aust. 7:570 (1878)."
Stipa tuckeri,"Citation: F. Muell., Fragm. Phyt. Aust. 9:129 (1881)."
Stipa velutina,"Citation: Vick., S.W.L. Jacobs & Everett m.s."
Stipa vickeryana,"Citation: Everett & S.W.L. Jacobs, Telopea 2:397 (1983)."
Avellinia,"Citation: Parl., Pl. Nov. 59 (1842)."
Avellinia michelii,"Citation:  Parl., Pl. Nov. 61 (1842)."
Avena,"Citation: L., Sp. Pl. 79 (1753)."
Avena barbata,"Citation: Port ex Link, Schrad. J. Bot. 2:315 (1799)."
Avena fatua,"Citation: L., Sp. Pl. 80 (1753)."
Avena sativa,"Citation: L., Sp. Pl. 79 (1753)."
Avena sterilis,"Citation: L., Sp. Pl. edn 2:118 (1762) subsp. ludoviciana (Durieu) Nyman, Consp. 810 (1882)."
Bothriochloa,"Citation: Kuntze, Rev. Gen. Pl. 2:762 (1891)."
Bothriochloa bladhii,"Citation:  S.T. Blake, Proc. R. Soc. Qld 80:62 (1969)."
Bothriochloa ewartiana,"Citation:  C.E. Hubb., Kew Bull. 1934:444 (1934)."
Bothriochloa macra,"Citation:  S.T. Blake, Proc. R. Soc. QM 80:64 (1969)."
Brachyachne,"Citation:  Stapf, Fl. Trop. Afr. 9:20 (1917)."
Brachyachne ciliaris,"Citation:  C.E. Hubb., Kew Bull. 1934:448 (1934)."
Brachypodium,"Citation: P. Beauv., Agrost. 100 (1812)."
Brachypodium distachyon,"Citation: P. Beauv., Agrost. 101 (1812)."
Briza,"Citation: L., Sp. Pl. 70 (1753)."
Briza maxima,"Citation: L., Sp. Pl. 70 (1753)."
Briza minor,"Citation: L., Sp. Pl. 70 (1753)."
Bromus,"Citation: L., Sp. Pl. 76 (1753)."
Bromus lanceolatus,"Citation: Roth, Catal. Bot. 1:18 (1797)."
Bromus arenarius,"Citation: Labill., Nov. Holl. Pl. Sp. 1:23 (1805)."
Bromus catharticus,"Citation: M. Vahl., Symb. Bot. 2:22 (1791)."
Bromus diandrus,"Citation: Roth, Bot. Abh. 44 (1787)."
Bromus rigidus,"Citation: Roth., Bot. Mag.(Z rich) 4(10):21 (1790)."
Bromus hordeaceus,"Citation: L., Sp. Pl. 77 (1753) subsp. hordeaceus."
Bromus madritensis,"Citation: L., Cent. 1 Pl. 5 (1755)."
Bromus rubens,"Citation: L., Cent. 1 Pl. 5 (1755)."
Desmazeria rigida,"Citation:  Tutin in Clapham, Tutin & Warburg, Fl. Brit. Isles 1434 (1952)."
Cenchrus,"Citation: L., Sp. Pl. 1049 (1753)."
Cenchrus ciliaris,"Citation: L., Mant. Alt. 302 (1771)."
Pennisetum clandestinum,"Citation: Hochst. ex Chiov., Ann. Bot., Roma 8:41 (1903)."
Pennisetum villosum,"Citation: R. Br. ex Fresen., Mus. Senckenb. Abh. 2:134 (1837)."
Cenchrus longispinus,"Citation:  Fern., Rhodora 45:388 (1943)."
Pennisetum macrourum,"Citation: Chiov., Bull. Soc. Bot. Ital. 1923:113 (1923)."
Pennisetum setaceum,"Citation: Chiov., Bull. Soc. Bot. Ital. 1923:113 (1923)."
Cenchrus incertus,"Citation: M. Curtis, Boston J. Nat. Hist. 1:135 (1837)."
Cenchrus tribuloides,"Citation: L., Sp. Pl. 1050 (1753)."
Chloris,"Citation: Sw., Prod. 1:25 (1788)."
Chloris gayana,"Citation: Kunth, Rev. Gram. 293 (1830)."
Chloris pectinata,"Citation: Benth., Fl. Aust. 7:612 (1878)."
Chloris truncata,"Citation: R. Br., Prod. Fl. Nov. Holl. 186 (1810)."
Chloris virgata,"Citation: Sw., Fl. Ind. Occid. 1:203 (1797)."
Chrysopogon,"Citation: Trin., Fund. Agrost. 187 (1820)."
Chrysopogon fallax,"Citation: S.T. Blake, Pap. Dep. Biol. Univ. Qld 2, 3:9 (1944)."
Cortaderia,"Citation: Stapf, Gdnrs' Chron. ser. 3, 22:378 (1897)."
Cortaderia selloana,"Citation:  Asch. & Graebner, Syn. Mitteleur. Fl. 2:325 (1900)."
Cymbopogon,"Citation: Sprengel, Pl. Pugill. 2:14 (1815)."
Cymbopogon ambiguus,"Citation:  A. Camus, Rev. Bot. Appl. 1:289 (1921)."
Cymbopogon obtectus,"Citation: S.T. Blake, Pap. Dep. Biol. Univ. Qld 2, 3:55 (1944)."
Cynodon,"Citation: Rich., in Pers., Syn. Pl. 1:85 (1805)."
Cynodon dactylon,"Citation: Pers., Syn. Pl. 1:85 (1805)."
Cynosurus,"Citation: L., Sp. Pl. 72 (1753)."
Cynosurus cristatus,"Citation: L., Sp. Pl. 72 (1753)."
Cynosurus echinatus,"Citation: L., Sp. Pl. (1753)."
Dactylis,"Citation: L., Sp. Pl. 71 (1753)."
Dactylis glomerata,"Citation: L., Sp. Pl. 71 (1753)."
Dactyloctenium,"Citation: Wiltd., Enum. Hort. Berol. 1029 (1809)."
Dactyloctenium aegyptium,"Citation: P. Beauv., Agrost. pl. 15 (1812)."
Dactyloctenium radulans,"Citation: P. Beauv., Agrost. 72 (1812)."
Deschampsia,"Citation: P. Beauv., Agrost. 91 (1812)."
Deschampsia caespitosa,"Citation: P. Beauv., Agrost. 91 (1812)."
Deyeuxia,"Citation: Clarion ex P. Beauv., Agrost. 43 ( 1812)."
Deyeuxia densa,"Citation: Benth., Fl. Aust. 7:582 (1878)."
Deyeuxia minor,"Citation: F. Muell. ex Benth., Fl. Aust. 7:582 (1878)."
Deyeuxia quadriseta,"Citation:  Benth., Fl. Aust. 7:581 (1878)."
Dichanthium,"Citation: Willem., in Usteri, Neue Ann. der Bot. 18:11 (1796)."
Dichanthium sericeum,"Citation:  A. Camus, Bull. Mus. Hist. Nat. (Paris) 27:549 (1921)."
Dichanthium affine,"Citation:  A. Camus, Bull. Mus. Hist. Nat.(Paris) 27:549 (1921)."
Dichelachne,"Citation: Endl., Prod. Fl. Norfolk. 20 (1833)."
Dichelachne longiseta,"Citation: Trin. & Rupr., M m. Acad. Sci. St Petersb. 5:5 (1842)."
Dichelachne inaequiglumis,"Citation:  Edgar & Connor, New Zealand J. Bot. 20:307 (1982)."
Dichelachne micrantha,"Citation:  Domin, Biblthca hot. 85:353 (1915)."
Digitaria,"Citation: A. Hailer, Hist. Stirp. Helv. 2:244 (1768)."
Digitaria aequiglumis,"Citation:  Parodi, Rev. Fac. Agron. Vet. 4:47 (1922)."
Digitaria ammophila,"Citation: Hughes, Kew Bull. 1923:313 (1923)."
Digitaria brownii,"Citation: Hughes, Kew Bull. 1923:313 (1923)."
Digitaria ciliaris,"Citation:  Koel., Descr. Gram. Gall. & Germ. 27 (1802)."
Digitaria ctenantha,"Citation:  Hughes, Kew Bull. 1923:310 (1923)."
Digitaria coenicola,"Citation:  Hughes, Kew Bull. 1923:313 (1923) var. coenicola."
Digitaria ischaemum,"Citation:  Schreber ex Muhlenb., Descr. Gram. 131 (1817)."
Digitaria sanguinalis,"Citation: Scop., Fl. Carniolica edn 2, 1:52 (1772)."
Digitaria violascens,"Citation: Link, Hort. bot. Berol. 1:229 (1827)."
Diplachne,"Citation: P. Beauv., Agrost. 80 ( 1812)."
Diplachne fusca,"Citation: P. Beauv. ex Roemer & Schultes, Syst. Veg. 2:615 (1817)."
Diplachne parviflora,"Citation:  Benth., Fl. Aust. 7:620 (1878)."
Distichlis,"Citation: Raft, J. Phys. Chim. Hist. Nat. Arts 89:104 ( 1819)."
Distichlis distichophylla,"Citation:  Fassett, Rhodora 27:71 (1925)."
Echinochloa,"Citation: P. Beauv., Agrost. 53 (1812)."
Echinochloa colona,"Citation: Link, Hort. Bot. Berol. 2:209 (1833)."
Echinochloa crus-galli,"Citation: -galli, (L.)P. Beauv., Agrost. 53 (1812)."
Echinochloa utilis,"Citation: Ohwi & Yab. in Ohwi, Acta Phytotax.& Geobot. Kyoto 20:50 (1962)"
Echinochloa inundata,"Citation: Michael & Vick., Telopea 1:46 (1975)."
Echinopogon,"Citation: P. Beauv., Agrost. 42 (1812)."
Echinopogon ovatus,"Citation:  P. Beauv., Agrost. 42 (1812)."
Ehrharta,"Citation: Thunb., K. Svenska Vet. Acad. Handl. 40:216 (1779)."
Ehrharta calycina,"Citation: Smith, Pl. Icon. t. 32 (1789)."
Ehrharta erecta,"Citation: Lam., Encycl. 2:347 (1786)."
Ehrharta longiflora,"Citation: Smith, Pl. Icon, t. 32 (1789)."
Ehrharta villosa,"Citation: Schultes f. ex Schultes & Schultes f., Syst. Veg. 7:1374 (1830) var. maxima Stapf, Fl. Capens. 7:681 (1900). Pyp grass."
Eleusine,"Citation: Gaertner, Fruct. 1, 7:t. 1 (1788)."
Eleusine indica,"Citation:  Gaertner, Fruct. 1:8 (1789)."
Eleusine tristachya,"Citation: Lam., Tabl. Encycl. 1:203 (1792)."
Elymus repens,"Citation: Gould, Madrono 9:127 (1947)."
Elytrophorus,"Citation: P. Beauv., Agrost. 67 (1812)."
Elytrophorus spicatus,"Citation: A. Camus in Lecomte, Flor. g n. l'Ind.-Chin. 7:547 (1923)."
Enneapogon,"Author:Prepared by E. K. Z. Kakudidi and M. Lazarides; Citation: Desv. ex P. Beauv., Agrost. 81 (1812)."
Enneapogon avenaceus,"Citation: C.E. Hubb., Kew Bull. 1934:450 (1934)."
Enneapogon caerulescens,"Citation:  N. Burb., Proc. Linn. Soc., Lond. 153:87 (1941)."
Enneapogon cylindricus,"Citation: N. Burb., Proc. Linn. Soc., Lond. 153:89 (1941)."
Enneapogon intermedius,"Citation: N. Burb., Proc. Linn. Soc., Lond. 153:67, 68 (1941)."
Enneapogon oblongus,"Citation: N. Burb., Proc. Linn. Soc., Lond. 153:85 (1941)."
Enneapogon nigricans,"Citation: P. Beauv., Agrost. 82, 162 (1812)."
Enneapogon polyphyllus,"Citation: N. Burb., Proc. Linn. Soc., Lond. 153:69 (1941)."
Enneapogon clelandii,"Citation: N. Burb., Proc. Linn. Soc., Lond. 153:80 (1941)."
Enteropogon,"Citation: Nees, in Lindley, Nal. Syst. Bot. edn 2:448 (1836)."
Enteropogon acicularis,"Citation:  Lazarides, Aust. J. Bot. suppl, ser. 5:31 (1972)."
Eragrostis,"Citation: Wolf, Gen. Pl. 23 (1776)."
Eragrostis australasica,"Citation: C.E. Hubb., Kew Bull. 1941:26 (1941)."
Eragrostis barrelieri,"Citation: Daveau, J. Bot., Paris 8:289 (1894)."
Eragrostis basedowii,"Citation: Jedwabn., Bot. Archiv. 4:328 (1923)."
Eragrostis benthamii,"Citation: Mattei in Borzi, Contr. Biol. Veg. 4:237 (1909)."
Eragrostis cilianensis,"Citation: Vign. ex Janchen, Mitt. Naturw. Ver. Univ. Wien 5, 9:110 (1907)."
Eragrostis confertiflora,"Citation:  J. Black, Trans. R. Soc. S. Aust. 55:136 (1931)."
Eragrostis curvula,"Citation:  Nees, Fl. Afr. Austr. 1:397 (1841)."
Eragrostis dielsii,"Citation: Pilger in Diels & E. Pritzel, Bot. Jb. 35:76 (1904) var. dielsii."
Eragrostis falcata,"Citation:  Gaudich. ex Steudel, Nom. Bot. edn 2, 1:563 (1840)."
Eragrostis elongata,"Citation:  Jacq.f., Eclog. Gram. far. 1:3 (1813)."
Eragrostis eriopoda,"Citation: Benth., Fl. Aust. 7:648 (1878)."
Eragrostis infecunda,"Citation: J. Black, Trans. R. Soc. S. Aust. 55:137 (1931)."
Eragrostis kennedyae,"Citation: Turner, Proc. Linn. Soc. N.S.W., set. 2, 8:535 (1894)."
Eragrostis lacunaria,"Citation: F. Muell. ex Benth., Fl. Aust. 7:649 (1878)."
Eragrostis laniflora,"Citation: Benth., Fl. Aust. 7:648 (1878)."
Eragrostis lanipes,"Citation: C.E. Hubb., Kew Bull. 1934:449 (1934)."
Eragrostis leptocarpa,"Citation: Benth., Fl. Aust. 7:644 (1878)."
Eragrostis mexicana,"Citation: Link, Hort. bot. Berol. 1:190 (1827)."
Eragrostis minor,"Citation: Host, Gram. Aust. 4:15 (1809)."
Eragrostis parviflora,"Citation:  Trin., M m. Acad. Sci. St Petersb. s r. 6, Sci. math. phys. & nat. 1:411 (1831)."
Eragrostis pergracilis,"Citation: S.T. Blake, Proc. Roy. Soc. Qld 59, 7:154 (1948)."
Eragrostis setifolia,"Citation: Nees, Hook. Lond. J. Bot. 2:419 (1843)."
Eragrostis speciosa,"Citation:  Steudel, Synops. Pl. glumac. 1:279 (1854)."
Eragrostis superba,"Citation: Peyr., Sber. Acad. Wien Math. Nat. 38:584 (1860)."
Eragrostis tenellula,"Citation:  Steudel, Synops. Pl. glumac. 1:279 (1854)."
Eragrostis xerophila,"Citation: Domin, J. Linn. Soc. (Bot.) 41:281 (1912)."
Eriachne,"Citation: R. Br., Prod. Fl. Nov. Holl. 183 (1810)."
Eriachne aristidea,"Citation: F. Muell., Fragm. Phyt. Aust. 5:205 (1866)."
Eriachne helmsii,"Citation: Hartley, J. Linn. Soc.(Bot.) 52:346 (1942)."
Eriachne mucronata,"Citation: R. Br., Prod. Fl. Nov. Holl. 184 (1810)."
Eriachne ovata,"Citation: Nees, London J. Bot. 2:416 (1843)."
Eriochloa,"Citation: Kunth, in Humb., Bonpl. & Kunth, Nov. Gert. & Sp. Pl. 1:94 (1816)."
Eriochloa australiensis,"Citation: Stapf ex Thell., Vjshr. naturf. Gesch. Z?rich 64:697 (1919)."
Eriochloa crebra,"Citation: S.T. Blake, Proc. R.Soc. QM 59:156 (1948)."
Eriochloa pseudoacrotricha,"Citation:  J. Black, Fl. S. Aust. 68 (1943)."
Eulalia fulva,"Citation:  Kuntze, Rev. Pl. Gen. 2:775 (1891)."
Eustachys,"Citation: Desv., Nouv. Bull. Sci. Soc. Philom. Paris 2:188 ( 1810)."
Eustachys distichophylla,"Citation:  Nees, Agrost. Bras. 418 (1829)."
Festuca,"Citation: L., Sp. Pl. 73 (1753)."
Festuca arundinacea,"Citation: Schreber, Spicil. Fl. Lips. 57 (1771)."
Festuca benthamiana,"Citation: Vick., Contr. N.S.W. natn. Herb. 1:13 (1939)."
Festuca pratensis,"Citation: Hudson, Fl. Angl. 37 (1762)."
Festuca rubra,"Citation: L., Sp. Pl. 74 (1753)."
Gastridium,"Citation: P. Beauv., Agrost. 21 (1812)."
Gastridium phleoides,"Citation: C.E. Hubb., Kew Bull. 1954:375 (1954)."
Glyceria,"Citation: R. Br., Prod. Fl. Nov. Holl. 179 (1810)."
Glyceria australis,"Citation: C.E. Hubb., Kew Bull. 1934:450 (1934)."
Glyceria declinata,"Citation: Breb., Fl. Normand. edn 3:354 (1859)."
Hainardia,"Citation: Greuter, in Greuter & Rech. f, Boissiera i3:178 (1967)."
Hainardia cylindrica,"Citation:  Greuter in Greuter & Rech. f., Boissiera 13:177 (1967)."
Hemarthria,Citation: R. Br. Prod. Fl. Nov. Holl. 207 (1810).
Hemarthria uncinata,"Citation: R. Br., Prod. Fl. Nov. Holl. 207 (1810) var. uncinata."
Holcus,"Citation: L., Sp. Pl. 1047 (1753)."
Holcus lanatus,"Citation: L., Sp. Pl. 1048 (1753)."
Hordeum,"Citation: L., Sp. Pl. 84 (1753)."
Hordeum vulgare,"Citation: L., Sp. Pl. 84 (1753)."
Hordeum vulgare distichon,"Citation: Hook. f., Fl. Brit. India 7:371 (1896)."
Hordeum glaucum,"Citation: Steudel, Synops. Pl. glumac. 1:332 (1854)."
Hordeum leporinum,"Citation: Link, Linnaea 9:133 (1834-5)."
Hordeum hystrix,"Citation: Roth, Catal. bot. 1:23 (1797)."
Hordeum marinum,"Citation: Hudson, Fl. Angl. edn 2, 1:57 (1778)."
Hyparrhenia,"Citation: Andersson ex Fourn., Mex. Pl. Gram. 51 (1886)."
Hyparrhenia hirta,"Citation:  Stapf, Fl. Trop. Afr. 9:315 (1919)."
Imperata,"Citation: Cyr., Pl. Rar. Neap. 2:26 (1792)."
Imperata cylindrica,"Citation:  Raeuschel, Nomencl. Bot. edn 3:10 (1797) var. major (Nees) C.E. Hubb. in C.E. Hubb. & Rich. Eng. Vaughan, Grass. Maur. 96 (1940)."
Isachne,"Citation: R. Br., Prod. Fl. Nov. Holl. 196 (1810)."
Isachne globosa,"Citation: Kuntze, Rev. Gen. Pl. 2:778 (1891)."
Iseilema,"Citation: Andersson, Nova Acta Soc. Sci. Upsal. ser. 3, 2:250 (1856)."
Iseilema eremaeum,"Citation: S.T. Blake, Proc. R. Soc. Qld 49:82 (1938)."
Iseilema membranaceum,"Citation:  Domin, Biblthca Bot. 85:280 (1915)."
Iseilema vaginiflorum,"Citation: Domin, Biblthca Bot. 85:281 (1915)."
Agrostis aemula,"Citation: R. Br., Prod. Fl. Nov. Holl. 172 (1810)."
Agrostis avenacea,"Citation: J. Gmelin, Syst. Nat. 1:171 (1791)."
Agrostis limitanea,"Citation: J. Black, Trans. R. Soc. S. Aust. 55:137 (1931)."
Agrostis avenacea perennis,"Citation: Vick., Contr. N.S.W. natn. Herb. 1:114 (1941)."
Agrostis billardieri,"Citation: R. Br., Prod. Fl. Nov. Holl. 1:24 (1804)."
Agrostis billardieri robusta,"Citation: Vick., Contr. N.S.W. natn. Herb. 1:110 (1941)."
Agrostis aequata,"Citation: Nees, Hook. Lond. J. Bot. 2:412 (1843)."
Agrostis rudis,"Citation: Roemer & Schultes, Syst. Veg. 2:360 (1817)."
Agrostis billardieri filifolia,"Citation: Vick., Contr. N.S. W. natn. Herb. 1:110 (1941)."
Lagurus,"Citation: L., Sp. Pl. 81 (1753)."
Lagurus ovatus,"Citation: L., Sp. Pl. 81 (1753)."
Lamarckia,"Citation: Moench, Meth. 201 (1794)."
Lamarckia aurea,"Citation: Moench, Merle. 201 (1794)."
Leptochloa,"Citation: P. Beauv., Agrost. 71 (1812)."
Lolium,"Author:Prepared by P.M. Kloot; Citation: L., Sp. Pl. 83 (1753)."
Lolium multiflorum,"Citation: Lam., Fl. Franc. 3:621 (1779)."
Lolium rigidum,"Citation: Gaudin, Agrost. Heh,. 1:334 (1811 )."
Lolium hybridum,"Citation: Hausskn., Mitt. Bot. Vet. Jena 5:32 (1887)."
Lolium perenne,"Citation: L., Sp. Pl. 83 (1753)."
Lolium loliaceum,"Citation: Hand-Mazz., Annln naturh. Mus. Wien 28:32 (1914)."
Lolium temulentum,"Citation: L., Sp. Pl. 83 (1753)."
Rhynchelytrum repens,"Citation:  C.E. Hubb., Kew Bull. 1934:110 (1934)."
Microlaena,"Citation: R. Br., Prod. Fl. Nov. Holl. 210 (1810)."
Microlaena stipoides,"Citation:  R. Br., Prod. Fl. Nov. Holl. 210 (1810) var. stipoides."
Molineriella,"Citation: Rouy, Fl. France 14:102 (1913)."
Molineriella minuta,"Citation:  Rouy, Fl. France 14:102 (1913)."
Neurachne alopecuroidea,"Citation: R. Br., Prod. Fl. Nov. Holl. 196 (1810)."
Neurachne lanigera,"Citation: S.T. Blake, Contr. Qld Herb. 13:10 (1972)."
Neurachne munroi,"Citation:  F. Muell., Fragm. Phyt. Aust. 8:200 (1874)."
Chloris scariosa,"Citation: F. Muell., Fragm. Phyl. Aust. 6:85 (1867)."
Panicum,"Citation: L., Sp. Pl. 55 (1753)."
Panicum capillare,"Citation: L., Sp. Pl. 58 (1753)."
Panicum effusum,"Citation: R. Br., Prod. Fl. Nov. Holl. 191 (1810) var. effusum."
Panicum whitei,"Citation: J. Black, Trans. R. Soc. S. Aust. 41:632 (1917)."
Panicum miliaceum,"Citation: L., Sp. Pl. 58 (1753)."
Panicum schinzii,"Citation: Hackel, Verh.bot. Ver. Prov. Brandenb. 30:142 (1888)."
Paractaenum,"Citation: P. Beauv., Agrost. 47 (1812)."
Plagiosetum refractum,"Citation:  Benth., Hook. Ic. 13:33 (1877)."
Paraneurachne,"Citation: S.T. Blake, Contr. Qld Herb. 13:20 (1972)."
Paraneurachne muelleri,"Citation:  S.T. Blake, Contr. Qld Herb. 13:21 (1972)."
Parapholis,"Citation: C.E. Hubb., Blumea, supp. 3:14 (1946)."
Parapholis incurva,"Citation:  C.E. Hubb., Blumea, supp. 3:14 (1946)."
Paspalum,"Citation: L., Syst. Nat. edn 10:855 (1759)."
Paspalum dilatatum,"Citation: Poiret, Encycl. 5:35 (1804)."
Paspalum distichum,"Citation: L., Syst. Nat. edn 10:855 (1750)."
Paspalum vaginatum,"Citation: Sw., Prod. 21 (1788)."
Pentaschistis airoides,"Citation: Stapf, Fl. Capens. 7:511 (1899)."
Pentaschistis thunbergii,"Citation: Stapf, Fl. Capens. 7:507 (1899)."
Pentapogon,"Citation: R. Br., Prod. Fl. Nov. Holl. 173 (1810)."
Pentapogon quadrifidus,"Citation:  Baillon, Hist. Pl. 12:280 (1893)."
Perotis,"Citation: Ait., Hort. Kew. 1:85 (1789)."
Phalaris,"Citation: L., Sp. Pl. 54 (1753)."
Phalaris aquatica,"Citation: L., Amoen. Acad. 4:264 (1755)."
Phalaris canariensis,"Citation: L., Sp. Pl. 54 (1753)."
Phalaris minor,"Citation: Retz., Obs. Bot. 3:8 (1783)."
Phalaris paradoxa,"Citation: L., Sp. Pl. edn 2, 2:1665 (1763)."
Phleum pratense,"Citation: L., Sp. Pl. 59 (1753)."
Pholiurus,"Citation: Trin., Fund. Agrost. 131 (1820)."
Pholiurus pannonicus,"Citation: Trin., Fund. Agrost. 131 (1820)."
Phragmites,"Citation: Adans., Fam. 2:34 (1763)."
Phragmites australis,"Citation: Trin. ex Steudel, Nom. bot. edn 2, 2:324 (1841)."
Phragmites karka,"Citation:  Trin. ex Steudel, Nom. bot. edn 2, 2:324 (1841)."
Piptatherum,"Citation: P. Beauv., Agrost. 17 (1812)."
Piptatherum miliaceum,"Citation: Cosson, Not. Pl. Crit. s&. 2, fasc. 3:129 (1851)."
Poa,"Citation: L., Sp. Pl. 67 (1753)."
Poa annua,"Citation: L., Sp. Pl. 68 (1753)."
Poa bulbosa,"Citation: L., Sp. Pl. 70 (1753)."
Poa clelandii,"Citation: Vick., Cont. N.S. W. natn. Herb. 4:193 (1970)."
Poa crassicaudex,"Citation: Vick., Contr. N.S.W. natn. Herb. 4:233 (1970)."
Poa drummondiana,"Citation: Nees, London. J. Bot. 2:418 (1843)."
Poa fax,"Citation: J.H. Willis & Court, Muelleria 1:45 (1956)."
Poa fordeana,"Citation: F. Muell., Fragm. Phyt. Aust. 8:130 (1873)."
Poa halmaturina,"Citation: J. Black, Trans. R. Soc. S. Aust. 66:248 (1943)."
Poa labillardieri,"Citation: Steudel, Synops. Pl. glum. 262 (1854) var. labillardieri."
Poa meionectes,"Citation: Vick., Contr. N.S.W. natn. Herb. 4:250 (1972)."
Poa morrisii,"Citation: Vick., Contr. N.S. W. naln. Herb. 4:239 (1970)."
Poa poiformis,"Citation:  Druce, Rep. Botl Soc. Exch. Club Br. Isl. 1916:640 (1917). Comm_name: Tussock grass, coast (or blue) tussock grass."
Poa pratensis,"Citation: L., Sp. Pl. 67 (1753)."
